time_s,manifest_id,frequency_Hz_DG1,frequency_Hz_DG2,frequency_Hz_DG3,frequency_Hz_DG4,frequency_error_Hz_DG1,frequency_error_Hz_DG2,frequency_error_Hz_DG3,frequency_error_Hz_DG4,ppc_boundary_Hz_DG1,ppc_boundary_Hz_DG2,ppc_boundary_Hz_DG3,ppc_boundary_Hz_DG4
0.065,f27c2278f5bdb77b,50.026145719136,50.020531511608,50.0202155994466,50.0294051332252,0.0261457191359753,0.0205315116080058,0.0202155994465514,0.0294051332251897,1.5,1.5,1.5,1.5
0.07,f27c2278f5bdb77b,50.0255107356275,50.0202114806306,50.02023142099,50.029362188128,0.0255107356275346,0.0202114806306284,0.0202314209900365,0.0293621881280046,1.5,1.5,1.5,1.5
0.075,f27c2278f5bdb77b,50.024882028395,50.0198946673031,50.0202471270213,50.0293196254593,0.0248820283949627,0.0198946673031202,0.0202471270212854,0.0293196254593369,1.5,1.5,1.5,1.5
0.08,f27c2278f5bdb77b,50.024259537472,50.0195810393706,50.0202627163812,50.029277441462,0.0242595374720054,0.0195810393706282,0.0202627163811755,0.0292774414620283,1.5,1.5,1.5,1.5
0.085,f27c2278f5bdb77b,50.0236432034612,50.0192705648988,50.0202781879443,50.029235632416,0.0236432034612122,0.0192705648988181,0.0202781879442995,0.0292356324160181,1.5,1.5,1.5,1.5
0.09,f27c2278f5bdb77b,50.0230329675285,50.0189632122707,50.0202935406184,50.0291941946379,0.0230329675285432,0.0189632122707337,0.0202935406184395,0.0291941946379382,1.5,1.5,1.5,1.5
0.095,f27c2278f5bdb77b,50.0224287713981,50.0186589501836,50.020308773344,50.0291531244807,0.0224287713980829,0.0186589501836352,0.0203087733439986,0.0291531244807359,1.5,1.5,1.5,1.5
0.1,f27c2278f5bdb77b,50.0218305573467,50.0183577476459,50.0203238850935,50.0291124183333,0.0218305573466964,0.0183577476459078,0.0203238850935179,0.0291124183332911,1.5,1.5,1.5,1.5
0.105,f27c2278f5bdb77b,50.0212382681989,50.018059573974,50.0203388748711,50.02907207262,0.0212382681988501,0.0180595739739715,0.0203388748711291,0.029072072620032,1.5,1.5,1.5,1.5
0.11,f27c2278f5bdb77b,50.0206518473214,50.0177643987892,50.0203537417121,50.0290320838006,0.0206518473214032,0.0177643987892466,0.0203537417120572,0.0290320838005655,1.5,1.5,1.5,1.5
0.115,f27c2278f5bdb77b,50.0200712386185,50.0174721920151,50.0203684846821,50.0289924483693,0.0200712386184918,0.0174721920151271,0.020368484682102,0.0289924483692943,1.5,1.5,1.5,1.5
0.12,f27c2278f5bdb77b,50.0194963865264,50.017182923874,50.0203831028772,50.0289531628551,0.0194963865264342,0.0171829238739818,0.0203831028771688,0.0289531628550819,1.5,1.5,1.5,1.5
0.125,f27c2278f5bdb77b,50.0189272360087,50.0168965648842,50.0203975954227,50.0289142238209,0.0189272360086932,0.0168965648842274,0.020397595422736,0.0289142238208555,1.5,1.5,1.5,1.5
0.13,f27c2278f5bdb77b,50.0183637325509,50.0166130858574,50.0204119614734,50.0288756278633,0.0183637325508954,0.0166130858573652,0.0204119614734211,0.0288756278632789,1.5,1.5,1.5,1.5
0.135,f27c2278f5bdb77b,50.0178058221559,50.0163324578951,50.0204262002125,50.0288373716124,0.017805822155907,0.0163324578951105,0.0204262002124551,0.0288373716123758,1.5,1.5,1.5,1.5
0.14,f27c2278f5bdb77b,50.0172534513389,50.0160546523865,50.0204403108512,50.0287994517312,0.0172534513388953,0.0160546523865008,0.0204403108512281,0.0287994517311958,1.5,1.5,1.5,1.5
0.145,f27c2278f5bdb77b,50.0167065671225,50.0157796410051,50.0204542926288,50.0287618649155,0.016706567122533,0.0157796410050537,0.0204542926288411,0.0287618649154524,1.5,1.5,1.5,1.5
0.15,f27c2278f5bdb77b,50.0161651170322,50.015507395706,50.0204681448116,50.0287246078932,0.016165117032152,0.0155073957059599,0.0204681448116304,0.02872460789321,1.5,1.5,1.5,1.5
0.155,f27c2278f5bdb77b,50.015629049091,50.0152378887233,50.0204818666927,50.0286876774245,0.0156290490910251,0.0152378887232913,0.0204818666927125,0.0286876774245215,1.5,1.5,1.5,1.5
0.16,f27c2278f5bdb77b,50.0150983118156,50.0149710925672,50.0204954575915,50.0286510703011,0.0150983118156205,0.0149710925672366,0.0204954575915366,0.0286510703010947,1.5,1.5,1.5,1.5
0.165,f27c2278f5bdb77b,50.014572854211,50.0147069800214,50.0205089168535,50.028614783346,0.014572854210968,0.014706980021387,0.0205089168534514,0.0286147833459793,1.5,1.5,1.5,1.5
0.17,f27c2278f5bdb77b,50.014052625766,50.01444552414,50.0205222438493,50.0285788134132,0.0140526257659985,0.0144455241399868,0.0205222438492854,0.028578813413219,1.5,1.5,1.5,1.5
0.175,f27c2278f5bdb77b,50.013537576449,50.0141866982453,50.0205354379749,50.0285431573876,0.0135375764490107,0.0141866982453109,0.0205354379748783,0.0285431573875599,1.5,1.5,1.5,1.5
0.18,f27c2278f5bdb77b,50.0130276567031,50.013930475925,50.0205484986507,50.0285078121841,0.0130276567031018,0.0139304759249654,0.0205484986506903,0.0285078121840883,1.5,1.5,1.5,1.5
0.185,f27c2278f5bdb77b,50.0125228174417,50.0136768310293,50.0205614253214,50.028472774748,0.0125228174416705,0.0136768310292865,0.0205614253213753,0.0284727747479536,1.5,1.5,1.5,1.5
0.19,f27c2278f5bdb77b,50.012023010044,50.0134257376687,50.0205742174554,50.028438042054,0.012023010044004,0.0134257376687117,0.0205742174553691,0.0284380420540415,1.5,1.5,1.5,1.5
0.195,f27c2278f5bdb77b,50.0115281863508,50.0131771702113,50.0205868745445,50.0284036111067,0.0115281863508372,0.0131771702112502,0.0205868745444775,0.0284036111066612,1.5,1.5,1.5,1.5
0.2,f27c2278f5bdb77b,50.01103829866,50.0129311032799,50.0205993961035,50.0283694789392,0.0110382986599831,0.0129311032798824,0.020599396103492,0.0283694789392399,1.5,1.5,1.5,1.5
0.205,f27c2278f5bdb77b,50.010553299722,50.0126875117501,50.0206117816698,50.028335642614,0.0105532997220408,0.0126875117500731,0.0206117816697713,0.0283356426140315,1.5,1.5,1.5,1.5
0.21,f27c2278f5bdb77b,50.0100731427361,50.0124463707472,50.0206240308029,50.0283020992218,0.0100731427360756,0.0124463707472486,0.0206240308028782,0.0283020992218113,1.5,1.5,1.5,1.5
0.215,f27c2278f5bdb77b,50.0095977813454,50.0122076556443,50.0206361430842,50.0282688458816,0.00959778134540556,0.0122076556443176,0.0206361430841753,0.0282688458815912,1.5,1.5,1.5,1.5
0.22,f27c2278f5bdb77b,50.0091271696334,50.0119713420592,50.0206481181165,50.0282358797403,0.00912716963336635,0.0119713420592475,0.0206481181164548,0.0282358797403006,1.5,1.5,1.5,1.5
0.225,f27c2278f5bdb77b,50.0086612621192,50.0117374058526,50.0206599555236,50.0282031979725,0.00866126211916196,0.0117374058526138,0.0206599555235556,0.0282031979725303,1.5,1.5,1.5,1.5
0.23,f27c2278f5bdb77b,50.0082000137538,50.0115058231252,50.02067165495,50.0281707977802,0.00820001375376478,0.011505823125205,0.0206716549500143,0.0281707977802341,1.5,1.5,1.5,1.5
0.235,f27c2278f5bdb77b,50.0077433799158,50.0112765702156,50.0206832160607,50.0281386763924,0.00774337991577312,0.0112765702156352,0.0206832160606822,0.0281386763924374,1.5,1.5,1.5,1.5
0.24,f27c2278f5bdb77b,50.0072913164074,50.011049623698,50.0206946385404,50.028106831065,0.00729131640743219,0.0110496236979998,0.0206946385403768,0.0281068310649815,1.5,1.5,1.5,1.5
0.245,f27c2278f5bdb77b,50.0068437794506,50.0108249603795,50.0207059220935,50.0280752590802,0.00684377945056269,0.0108249603795372,0.0207059220935335,0.0280752590802109,1.5,1.5,1.5,1.5
0.25,f27c2278f5bdb77b,50.0064007256826,50.0106025572983,50.0207170664438,50.0280439577467,0.0064007256826315,0.0106025572983199,0.0207170664438294,0.0280439577467391,1.5,1.5,1.5,1.5
0.255,f27c2278f5bdb77b,50.0059621121528,50.010382391721,50.0207280713339,50.0280129243992,0.00596211215280107,0.0103823917209596,0.0207280713338847,0.0280129243991709,1.5,1.5,1.5,1.5
0.26,f27c2278f5bdb77b,50.005527896318,50.0101644411404,50.0207389365249,50.0279821563978,0.00552789631803563,0.0101644411403612,0.0207389365248858,0.0279821563978047,1.5,1.5,1.5,1.5
0.265,f27c2278f5bdb77b,50.0050980360392,50.0099486832735,50.0207496617963,50.0279516511284,0.00509803603924297,0.0099486832734641,0.020749661796259,0.0279516511284186,1.5,1.5,1.5,1.5
0.27,f27c2278f5bdb77b,50.0046724895775,50.009735096059,50.0207602469454,50.027921406002,0.0046724895774588,0.00973509605901768,0.0207602469453576,0.0279214060019513,1.5,1.5,1.5,1.5
0.275,f27c2278f5bdb77b,50.00425121559,50.0095236576554,50.0207706917871,50.0278914184543,0.00425121559004538,0.00952365765540719,0.0207706917871349,0.0278914184543027,1.5,1.5,1.5,1.5
0.28,f27c2278f5bdb77b,50.0038341731269,50.0093143464385,50.0207809961538,50.027861685946,0.00383417312693979,0.00931434643846529,0.020780996153789,0.0278616859460357,1.5,1.5,1.5,1.5
0.285,f27c2278f5bdb77b,50.003421321627,50.0091071409993,50.0207911598945,50.0278322059622,0.00342132162695208,0.00910714099929777,0.0207911598944932,0.0278322059621559,1.5,1.5,1.5,1.5
0.29,f27c2278f5bdb77b,50.0030126209141,50.0089020201422,50.0208011828751,50.0278029760118,0.00301262091409171,0.00890202014218744,0.0208011828750543,0.0278029760118272,1.5,1.5,1.5,1.5
0.295,f27c2278f5bdb77b,50.0026080311939,50.0086989628824,50.0208110649776,50.0277739936282,0.00260803119388697,0.00869896288244831,0.0208110649776359,0.027773993628152,1.5,1.5,1.5,1.5
0.3,f27c2278f5bdb77b,50.0022075130498,50.0084979484443,50.0208208061004,50.0277452563679,0.00220751304980382,0.00849794844434371,0.0208208061004171,0.027745256367929,1.5,1.5,1.5,1.5
0.305,f27c2278f5bdb77b,50.0018110274397,50.008298956259,50.0208304061573,50.0277167618114,0.00181102743966477,0.00829895625903276,0.0208304061573159,0.0277167618113765,1.5,1.5,1.5,1.5
0.31,f27c2278f5bdb77b,50.0014185356921,50.0081019659625,50.0208398650777,50.0276885075619,0.00141853569209616,0.00810196596248858,0.0208398650776971,0.0276885075619475,1.5,1.5,1.5,1.5
0.315,f27c2278f5bdb77b,50.001029999503,50.0079069573935,50.0208491828061,50.0276604912461,0.00102999950301097,0.00790695739350156,0.0208491828060815,0.0276604912460527,1.5,1.5,1.5,1.5
0.32,f27c2278f5bdb77b,50.0006453809322,50.0077139105916,50.0208583593019,50.0276327105128,0.000645380932162709,0.00771391059164017,0.0208583593018545,0.0276327105128331,1.5,1.5,1.5,1.5
0.325,f27c2278f5bdb77b,50.0002646423997,50.0075228057953,50.020867394539,50.0276051630339,0.000264642399663728,0.00752280579527564,0.020867394538989,0.0276051630339467,1.5,1.5,1.5,1.5
0.33,f27c2278f5bdb77b,49.9998877466826,50.0073336234396,50.0208762885058,50.0275778465033,-0.000112253317382738,0.00733362343959953,0.0208762885057538,0.0275778465033198,1.5,1.5,1.5,1.5
0.335,f27c2278f5bdb77b,49.9995146569117,50.0071463441547,50.0208850412045,50.0275507586369,-0.000485343088321599,0.00714634415469106,0.0208850412044725,0.0275507586369415,1.5,1.5,1.5,1.5
0.34,f27c2278f5bdb77b,49.9991453365678,50.0069609487636,50.0208936526512,50.0275238971726,-0.000854663432221514,0.00696094876357733,0.0208936526512247,0.0275238971726139,1.5,1.5,1.5,1.5
0.345,f27c2278f5bdb77b,49.9987797494787,50.0067774182803,50.0209021228756,50.0274972598698,-0.00122025052127128,0.00677741828030065,0.0209021228755759,0.0274972598697616,1.5,1.5,1.5,1.5
