time_s,manifest_id,frequency_Hz_DG1,frequency_Hz_DG2,frequency_Hz_DG3,frequency_Hz_DG4,frequency_error_Hz_DG1,frequency_error_Hz_DG2,frequency_error_Hz_DG3,frequency_error_Hz_DG4,ppc_boundary_Hz_DG1,ppc_boundary_Hz_DG2,ppc_boundary_Hz_DG3,ppc_boundary_Hz_DG4
2.755,f27c2278f5bdb77b,49.9675037788121,49.9880228619152,50.0158198430321,50.0226248058424,-0.0324962211879196,-0.0119771380848164,0.0158198430321264,0.022624805842419,1.5,1.5,1.5,1.5
2.76,f27c2278f5bdb77b,49.967512384366,49.9880176316743,50.0158027603384,50.022616901168,-0.0324876156339897,-0.0119823683257181,0.0158027603384099,0.0226169011679715,1.5,1.5,1.5,1.5
2.765,f27c2278f5bdb77b,49.9675210063278,49.9880124100767,50.0157856791841,50.0226089891364,-0.0324789936721785,-0.0119875899232582,0.0157856791841127,0.0226089891363941,1.5,1.5,1.5,1.5
2.77,f27c2278f5bdb77b,49.9675296443932,49.9880071970217,50.0157685996414,50.022601069754,-0.0324703556067689,-0.0119928029783196,0.015768599641369,0.0226010697539962,1.5,1.5,1.5,1.5
2.775,f27c2278f5bdb77b,49.9675382982613,49.9880019924097,50.0157515217819,50.0225931430274,-0.0324617017386899,-0.0119980075903001,0.0157515217818727,0.0225931430274144,1.5,1.5,1.5,1.5
2.78,f27c2278f5bdb77b,49.9675469676345,49.9879967961429,50.0157344456769,50.0225852089636,-0.0324530323655239,-0.0120032038571409,0.0157344456768911,0.0225852089635765,1.5,1.5,1.5,1.5
2.785,f27c2278f5bdb77b,49.9675556522184,49.9879916081247,50.0157173713973,50.0225772675697,-0.0324443477815564,-0.0120083918753338,0.0157173713972938,0.02257726756973,1.5,1.5,1.5,1.5
2.79,f27c2278f5bdb77b,49.9675643517222,49.9879864282601,50.0157002990135,50.0225693188534,-0.0324356482777972,-0.0120135717399208,0.0157002990135027,0.0225693188534137,1.5,1.5,1.5,1.5
2.795,f27c2278f5bdb77b,49.967573065858,49.9879812564554,50.0156832285956,50.0225613628225,-0.0324269341420091,-0.0120187435445587,0.015683228595563,0.0225613628224792,1.5,1.5,1.5,1.5
2.8,f27c2278f5bdb77b,49.9675817943413,49.9879760926185,50.0156661602131,50.0225533994851,-0.0324182056587432,-0.012023907381483,0.0156661602130725,0.0225533994850622,1.5,1.5,1.5,1.5
2.805,f27c2278f5bdb77b,49.9675905368906,49.9879709366585,50.0156490939352,50.0225454288496,-0.0324094631093814,-0.0120290633415223,0.0156490939352381,0.022545428849611,1.5,1.5,1.5,1.5
2.81,f27c2278f5bdb77b,49.9675992932279,49.9879657884858,50.0156320298309,50.0225374509248,-0.0324007067721439,-0.0120342115141625,0.0156320298308756,0.0225374509248439,1.5,1.5,1.5,1.5
2.815,f27c2278f5bdb77b,49.9676080630779,49.9879606480125,50.0156149679684,50.0225294657198,-0.0323919369221244,-0.0120393519875037,0.0156149679683679,0.0225294657197921,1.5,1.5,1.5,1.5
2.82,f27c2278f5bdb77b,49.9676168461687,49.9879555151517,50.0155979084157,50.0225214732438,-0.0323831538313399,-0.0120444848483032,0.0155979084157281,0.0225214732437706,1.5,1.5,1.5,1.5
2.825,f27c2278f5bdb77b,49.9676256422313,49.987950389818,50.0155808512406,50.0225134735064,-0.032374357768731,-0.0120496101819896,0.0155808512405642,0.0225134735063719,1.5,1.5,1.5,1.5
2.83,f27c2278f5bdb77b,49.9676344509998,49.9879452719273,50.0155637965101,50.0225054665175,-0.032365549000211,-0.0120547280726555,0.0155637965100865,0.0225054665174795,1.5,1.5,1.5,1.5
2.835,f27c2278f5bdb77b,49.9676432722113,49.9879401613969,50.0155467442911,50.0224974522873,-0.032356727788688,-0.0120598386031148,0.0155467442911217,0.0224974522872543,1.5,1.5,1.5,1.5
2.84,f27c2278f5bdb77b,49.9676521056059,49.9879350581452,50.0155296946501,50.0224894308261,-0.0323478943940998,-0.0120649418548453,0.0155296946501053,0.0224894308261412,1.5,1.5,1.5,1.5
2.845,f27c2278f5bdb77b,49.9676609509266,49.9879299620919,50.0155126476531,50.0224814021449,-0.0323390490734212,-0.0120700379080816,0.0155126476530896,0.0224814021448552,1.5,1.5,1.5,1.5
2.85,f27c2278f5bdb77b,49.9676698079193,49.9879248731582,50.0154956033658,50.0224733662544,-0.032330192080714,-0.0120751268417649,0.0154956033657641,0.0224733662543883,1.5,1.5,1.5,1.5
2.855,f27c2278f5bdb77b,49.9676786763328,49.9879197912664,50.0154785618534,50.022465323166,-0.032321323667162,-0.0120802087335861,0.0154785618534063,0.022465323166017,1.5,1.5,1.5,1.5
2.86,f27c2278f5bdb77b,49.9676875559189,49.98791471634,50.015461523181,50.0224572728913,-0.0323124440810645,-0.0120852836599923,0.0154615231809601,0.0224572728912662,1.5,1.5,1.5,1.5
2.865,f27c2278f5bdb77b,49.9676964464321,49.9879096483038,50.015444487413,50.0224492154419,-0.0323035535678855,-0.0120903516962159,0.0154444874129567,0.022449215441938,1.5,1.5,1.5,1.5
2.87,f27c2278f5bdb77b,49.9677053476297,49.9879045870838,50.0154274546136,50.0224411508301,-0.0322946523702896,-0.0120954129162385,0.0154274546135866,0.0224411508301117,1.5,1.5,1.5,1.5
2.875,f27c2278f5bdb77b,49.9677142592719,49.9878995326071,50.0154104248467,50.0224330790681,-0.0322857407281418,-0.0121004673928624,0.0154104248466709,0.0224330790681151,1.5,1.5,1.5,1.5
2.88,f27c2278f5bdb77b,49.9677231811214,49.9878944848023,50.0153933981756,50.0224250001685,-0.0322768188785645,-0.012105515197689,0.0153933981756467,0.022425000168532,1.5,1.5,1.5,1.5
2.885,f27c2278f5bdb77b,49.9677321129441,49.9878894435989,50.0153763746636,50.0224169141442,-0.0322678870559372,-0.0121105564011259,0.0153763746636173,0.0224169141442303,1.5,1.5,1.5,1.5
2.89,f27c2278f5bdb77b,49.9677410545081,49.9878844089276,50.0153593543733,50.0224088210083,-0.0322589454919324,-0.0121155910724298,0.0153593543733166,0.0224088210083124,1.5,1.5,1.5,1.5
2.895,f27c2278f5bdb77b,49.9677500055844,49.9878793807203,50.0153423373671,50.0224007207741,-0.0322499944155581,-0.0121206192796919,0.015342337367116,0.0224007207741366,1.5,1.5,1.5,1.5
2.9,f27c2278f5bdb77b,49.9677589659468,49.9878743589102,50.0153253237071,50.0223926134553,-0.0322410340531505,-0.0121256410898383,0.015325323707053,0.0223926134553238,1.5,1.5,1.5,1.5
2.905,f27c2278f5bdb77b,49.9677679353716,49.9878693434313,50.0153083134548,50.0223844990657,-0.032232064628424,-0.0121306565686936,0.0153083134547884,0.022384499065744,1.5,1.5,1.5,1.5
2.91,f27c2278f5bdb77b,49.9677769136375,49.9878643342191,50.0152913066717,50.0223763776195,-0.0322230863624853,-0.0121356657809315,0.0152913066716707,0.0223763776195085,1.5,1.5,1.5,1.5
2.915,f27c2278f5bdb77b,49.9677859005261,49.9878593312099,50.0152743034187,50.022368249131,-0.0322140994738618,-0.0121406687901313,0.0152743034186713,0.0223682491309773,1.5,1.5,1.5,1.5
2.92,f27c2278f5bdb77b,49.9677948958215,49.9878543343412,50.0152573037564,50.0223601136148,-0.032205104178523,-0.0121456656587569,0.0152573037564352,0.0223601136147593,1.5,1.5,1.5,1.5
2.925,f27c2278f5bdb77b,49.9678038993101,49.9878493435518,50.0152403077453,50.0223519710857,-0.0321961006899159,-0.0121506564481919,0.0152403077452803,0.0223519710857047,1.5,1.5,1.5,1.5
2.93,f27c2278f5bdb77b,49.967812910781,49.9878443587813,50.0152233154452,50.0223438215589,-0.0321870892189722,-0.0121556412187402,0.0152233154451622,0.0223438215588914,1.5,1.5,1.5,1.5
2.935,f27c2278f5bdb77b,49.9678219300259,49.9878393799704,50.0152063269157,50.0223356650497,-0.0321780699741367,-0.0121606200296327,0.015206326915731,0.0223356650496527,1.5,1.5,1.5,1.5
2.94,f27c2278f5bdb77b,49.9678309568386,49.987834407061,50.0151893422163,50.0223275015735,-0.0321690431614101,-0.0121655929390485,0.0151893422162743,0.0223275015735496,1.5,1.5,1.5,1.5
2.945,f27c2278f5bdb77b,49.9678399910157,49.9878294399959,50.0151723614058,50.0223193311464,-0.0321600089843344,-0.0121705600041224,0.0151723614057744,0.0223193311463774,1.5,1.5,1.5,1.5
2.95,f27c2278f5bdb77b,49.9678490323559,49.987824478719,50.0151553845429,50.0223111537842,-0.032150967644057,-0.0121755212809518,0.0151553845428936,0.022311153784166,1.5,1.5,1.5,1.5
2.955,f27c2278f5bdb77b,49.9678580806607,49.9878195231754,50.0151384116859,50.0223029695032,-0.032141919339324,-0.0121804768245966,0.015138411685939,0.0223029695031727,1.5,1.5,1.5,1.5
2.96,f27c2278f5bdb77b,49.9678671357335,49.9878145733109,50.0151214428929,50.0222947783199,-0.0321328642665151,-0.0121854266891219,0.0151214428929265,0.022294778319889,1.5,1.5,1.5,1.5
2.965,f27c2278f5bdb77b,49.9678761973803,49.9878096290724,50.0151044782215,50.022286580251,-0.0321238026196724,-0.0121903709275699,0.015104478221545,0.0222865802510128,1.5,1.5,1.5,1.5
2.97,f27c2278f5bdb77b,49.9678852654095,49.987804690408,50.0150875177292,50.0222783753135,-0.0321147345905004,-0.0121953095920091,0.0150875177291709,0.0222783753134976,1.5,1.5,1.5,1.5
2.975,f27c2278f5bdb77b,49.9678943396316,49.9877997572665,50.0150705614728,50.0222701635245,-0.0321056603684156,-0.0122002427335062,0.0150705614728466,0.022270163524496,1.5,1.5,1.5,1.5
2.98,f27c2278f5bdb77b,49.9679034198595,49.9877948295978,50.0150536095093,50.0222619449014,-0.0320965801405464,-0.0122051704021615,0.0150536095093301,0.0222619449013877,1.5,1.5,1.5,1.5
2.985,f27c2278f5bdb77b,49.9679125059082,49.9877899073529,50.0150366618951,50.0222537194618,-0.0320874940917761,-0.0122100926471091,0.015036661895067,0.0222537194617729,1.5,1.5,1.5,1.5
2.99,f27c2278f5bdb77b,49.9679215975953,49.9877849904835,50.0150197186862,50.0222454872235,-0.0320784024047285,-0.012215009516531,0.015019718686176,0.0222454872234721,1.5,1.5,1.5,1.5
2.995,f27c2278f5bdb77b,49.9679306947402,49.9877800789423,50.0150027799385,50.0222372482045,-0.0320693052598386,-0.0122199210576568,0.0150027799384915,0.0222372482045117,1.5,1.5,1.5,1.5
3,f27c2278f5bdb77b,49.9679397971647,49.9877751726832,50.0149858457075,50.0222290024231,-0.0320602028353321,-0.0122248273167926,0.0149858457075425,0.0222290024231313,1.5,1.5,1.5,1.5
3.005,f27c2278f5bdb77b,49.9679489046927,49.9877702716607,50.0149689160486,50.0222207498978,-0.0320510953072599,-0.0122297283393138,0.0149689160485593,0.0222207498977909,1.5,1.5,1.5,1.5
3.01,f27c2278f5bdb77b,49.9679580171505,49.9877653758303,50.0149519910165,50.0222124906472,-0.0320419828495275,-0.0122346241696647,0.0149519910164742,0.0222124906471564,1.5,1.5,1.5,1.5
3.015,f27c2278f5bdb77b,49.9679671343661,49.9877604851486,50.0149350706659,50.0222042246901,-0.0320328656339086,-0.0122395148514158,0.0149350706659206,0.0222042246900997,1.5,1.5,1.5,1.5
3.02,f27c2278f5bdb77b,49.9679762561699,49.9877555995728,50.0149181550512,50.0221959520457,-0.0320237438300666,-0.0122444004272069,0.014918155051248,0.0221959520457062,1.5,1.5,1.5,1.5
3.025,f27c2278f5bdb77b,49.9679853823944,49.9877507190612,50.0149012442265,50.0221876727332,-0.0320146176055545,-0.0122492809388177,0.0149012442265146,0.0221876727332457,1.5,1.5,1.5,1.5
3.03,f27c2278f5bdb77b,49.9679945128741,49.9877458435729,50.0148843382455,50.0221793867722,-0.032005487125879,-0.0122541564271188,0.0148843382454871,0.0221793867722084,1.5,1.5,1.5,1.5
3.035,f27c2278f5bdb77b,49.9680036474455,49.9877409730679,50.0148674371616,50.0221710941823,-0.0319963525544793,-0.0122590269321279,0.014867437161648,0.0221710941822835,1.5,1.5,1.5,1.5
3.04,f27c2278f5bdb77b,49.9680127859472,49.987736107507,50.0148505410282,50.0221627949834,-0.0319872140527622,-0.0122638924930101,0.0148505410282027,0.0221627949833518,1.5,1.5,1.5,1.5
3.045,f27c2278f5bdb77b,49.9680219282199,49.9877312468519,50.0148336498981,50.0221544891955,-0.0319780717801379,-0.0122687531480565,0.0148336498980726,0.0221544891954935,1.5,1.5,1.5,1.5
3.05,f27c2278f5bdb77b,49.968031074106,49.9877263910653,50.0148167638239,50.022146176839,-0.0319689258939917,-0.0122736089347271,0.0148167638238945,0.0221461768389943,1.5,1.5,1.5,1.5
3.055,f27c2278f5bdb77b,49.9680402234502,49.9877215401104,50.014799882858,50.0221378579343,-0.0319597765497619,-0.012278459889643,0.0147998828580356,0.0221378579343181,1.5,1.5,1.5,1.5
3.06,f27c2278f5bdb77b,49.9680493760991,49.9877166939514,50.0147830070526,50.0221295325021,-0.0319506239009115,-0.0122833060486016,0.0147830070525927,0.0221295325021345,1.5,1.5,1.5,1.5
3.065,f27c2278f5bdb77b,49.968058531901,49.9877118525534,50.0147661364594,50.0221212005633,-0.031941468098978,-0.0122881474465828,0.0147661364593787,0.0221212005632907,1.5,1.5,1.5,1.5
3.07,f27c2278f5bdb77b,49.9680676907064,49.9877070158823,50.01474927113,50.0221128621388,-0.0319323092935733,-0.0122929841177424,0.0147492711299506,0.0221128621388331,1.5,1.5,1.5,1.5
3.075,f27c2278f5bdb77b,49.9680768523676,49.9877021839045,50.0147324111156,50.02210451725,-0.0319231476324049,-0.0122978160954546,0.0147324111155953,0.0221045172499856,1.5,1.5,1.5,1.5
3.08,f27c2278f5bdb77b,49.9680860167387,49.9876973565877,50.0147155564673,50.0220961659182,-0.0319139832613118,-0.0123026434122835,0.0147155564673227,0.0220961659181782,1.5,1.5,1.5,1.5
3.085,f27c2278f5bdb77b,49.9680951836758,49.9876925339,50.0146987072359,50.022087808165,-0.0319048163242428,-0.0123074661000189,0.0146987072358868,0.0220878081649971,1.5,1.5,1.5,1.5
3.09,f27c2278f5bdb77b,49.9681043530367,49.9876877158103,50.0146818634718,50.0220794440122,-0.0318956469633278,-0.0123122841896688,0.014681863471786,0.0220794440122276,1.5,1.5,1.5,1.5
3.095,f27c2278f5bdb77b,49.9681135246812,49.9876829022885,50.0146650252253,50.0220710734818,-0.031886475318835,-0.0123170977114739,0.0146650252252556,0.0220710734818326,1.5,1.5,1.5,1.5
3.1,f27c2278f5bdb77b,49.9681226984707,49.9876780933051,50.0146481925463,50.022062696596,-0.0318773015292564,-0.0123219066949076,0.014648192546268,0.0220626965959525,1.5,1.5,1.5,1.5
3.105,f27c2278f5bdb77b,49.9681318742687,49.9876732888313,50.0146313654845,50.0220543133769,-0.0318681257312505,-0.0123267111686971,0.0146313654845471,0.0220543133769127,1.5,1.5,1.5,1.5
3.11,f27c2278f5bdb77b,49.9681410519403,49.9876684888392,50.0146145440896,50.0220459238472,-0.0318589480597282,-0.0123315111608235,0.0146145440895609,0.0220459238471946,1.5,1.5,1.5,1.5
3.115,f27c2278f5bdb77b,49.9681502313522,49.9876636933015,50.0145977284105,50.0220375280295,-0.0318497686478239,-0.0123363066985291,0.0145977284105356,0.0220375280294789,1.5,1.5,1.5,1.5
3.12,f27c2278f5bdb77b,49.9681594123731,49.9876589021917,50.0145809184964,50.0220291259466,-0.0318405876269239,-0.0123410978083101,0.0145809184964278,0.0220291259466023,1.5,1.5,1.5,1.5
3.125,f27c2278f5bdb77b,49.9681685948733,49.987654115484,50.014564114396,50.0220207176216,-0.0318314051267095,-0.0123458845159661,0.0145641143959736,0.0220207176215723,1.5,1.5,1.5,1.5
3.13,f27c2278f5bdb77b,49.9681777787249,49.9876493331534,50.0145473161576,50.0220123030776,-0.0318222212751138,-0.0123506668465652,0.014547316157639,0.0220123030775881,1.5,1.5,1.5,1.5
3.135,f27c2278f5bdb77b,49.9681869638016,49.9876445551755,50.0145305238297,50.022003882338,-0.0318130361984146,-0.0123554448244718,0.01453052382967,0.0220038823379909,1.5,1.5,1.5,1.5
3.14,f27c2278f5bdb77b,49.9681961499788,49.9876397815267,50.01451373746,50.0219954554263,-0.031803850021177,-0.01236021847334,0.0145137374600495,0.0219954554262927,1.5,1.5,1.5,1.5
3.145,f27c2278f5bdb77b,49.9682053371337,49.9876350121839,50.0144969570965,50.0219870223662,-0.0317946628663179,-0.0123649878161416,0.014496957096533,0.02198702236619,1.5,1.5,1.5,1.5
3.15,f27c2278f5bdb77b,49.9682145251449,49.9876302471248,50.0144801827866,50.0219785831815,-0.0317854748551127,-0.0123697528751663,0.0144801827866488,0.0219785831815216,1.5,1.5,1.5,1.5
3.155,f27c2278f5bdb77b,49.9682237138928,49.987625486328,50.0144634145777,50.0219701378963,-0.0317762861071955,-0.0123745136720075,0.0144634145776621,0.0219701378963038,1.5,1.5,1.5,1.5
3.16,f27c2278f5bdb77b,49.9682329032594,49.9876207297724,50.0144466525166,50.0219616865347,-0.0317670967405874,-0.0123792702275907,0.0144466525166393,0.0219616865347021,1.5,1.5,1.5,1.5
3.165,f27c2278f5bdb77b,49.9682420931283,49.9876159774378,50.0144298966504,50.021953229121,-0.0317579068717109,-0.0123840225621947,0.014429896650384,0.0219532291210385,1.5,1.5,1.5,1.5
3.17,f27c2278f5bdb77b,49.9682512833846,49.9876112293046,50.0144131470255,50.0219447656798,-0.0317487166153967,-0.0123887706954164,0.0144131470254862,0.0219447656798124,1.5,1.5,1.5,1.5
3.175,f27c2278f5bdb77b,49.9682604739151,49.9876064853538,50.0143964036883,50.0219362962357,-0.0317395260849125,-0.0123935146462131,0.0143964036883091,0.0219362962356655,1.5,1.5,1.5,1.5
3.18,f27c2278f5bdb77b,49.968269664608,49.9876017455671,50.014379666685,50.0219278208134,-0.0317303353919627,-0.0123982544328953,0.0143796666849809,0.0219278208133957,1.5,1.5,1.5,1.5
3.185,f27c2278f5bdb77b,49.9682788553533,49.9875970099269,50.0143629360614,50.021919339438,-0.031721144646724,-0.0124029900731273,0.014362936061417,0.0219193394379573,1.5,1.5,1.5,1.5
3.19,f27c2278f5bdb77b,49.9682880460422,49.987592278416,50.0143462118633,50.0219108521345,-0.0317119539578385,-0.0124077215839549,0.0143462118633053,0.0219108521344538,1.5,1.5,1.5,1.5
3.195,f27c2278f5bdb77b,49.9682972365676,49.9875875510182,50.0143294941361,50.0219023589281,-0.0317027634324418,-0.0124124489817916,0.0143294941360992,0.0219023589281448,1.5,1.5,1.5,1.5
3.2,f27c2278f5bdb77b,49.9683064268238,49.9875828277176,50.0143127829251,50.0218938598444,-0.0316935731761561,-0.0124171722824329,0.0143127829250602,0.0218938598444254,1.5,1.5,1.5,1.5
3.205,f27c2278f5bdb77b,49.9683156167069,49.9875781084989,50.0142960782752,50.0218853549089,-0.0316843832931468,-0.012421891501063,0.0142960782752155,0.0218853549088607,1.5,1.5,1.5,1.5
3.21,f27c2278f5bdb77b,49.9683248061139,49.9875733933477,50.0142793802314,50.0218768441472,-0.0316751938860946,-0.0124266066522623,0.0142793802313719,0.0218768441471511,1.5,1.5,1.5,1.5
3.215,f27c2278f5bdb77b,49.9683339949438,49.98756868225,50.0142626888381,50.0218683275851,-0.0316660050562305,-0.0124313177500071,0.0142626888381443,0.021868327585139,1.5,1.5,1.5,1.5
3.22,f27c2278f5bdb77b,49.9683431830967,49.9875639751923,50.0142460041399,50.0218598052488,-0.0316568169033431,-0.012436024807684,0.0142460041399062,0.021859805248809,1.5,1.5,1.5,1.5
3.225,f27c2278f5bdb77b,49.9683523704742,49.9875592721619,50.0142293261809,50.0218512771643,-0.0316476295257999,-0.01244072783809,0.0142293261808533,0.021851277164302,1.5,1.5,1.5,1.5
3.23,f27c2278f5bdb77b,49.9683615569795,49.9875545731466,50.0142126550049,50.0218427433579,-0.0316384430205474,-0.0124454268534464,0.0142126550049397,0.0218427433578938,1.5,1.5,1.5,1.5
3.235,f27c2278f5bdb77b,49.9683707425169,49.9875498781346,50.0141959906559,50.021834203856,-0.0316292574831394,-0.0124501218653918,0.0141959906559492,0.0218342038559953,1.5,1.5,1.5,1.5
3.24,f27c2278f5bdb77b,49.9683799269923,49.987545187115,50.0141793331774,50.0218256586852,-0.0316200730077441,-0.0124548128850037,0.0141793331774238,0.0218256586851524,1.5,1.5,1.5,1.5
3.245,f27c2278f5bdb77b,49.9683891103129,49.9875405000772,50.0141626826127,50.0218171078721,-0.031610889687137,-0.012459499922798,0.0141626826127279,0.0218171078720673,1.5,1.5,1.5,1.5
3.25,f27c2278f5bdb77b,49.9683982923872,49.9875358170113,50.014146039005,50.0218085514436,-0.0316017076127721,-0.0124641829887224,0.0141460390050199,0.0218085514435629,1.5,1.5,1.5,1.5
3.255,f27c2278f5bdb77b,49.9684074731253,49.9875311379078,50.0141294023972,50.0217999894266,-0.0315925268747179,-0.0124688620921916,0.0141294023972378,0.0217999894266043,1.5,1.5,1.5,1.5
3.26,f27c2278f5bdb77b,49.9684166524383,49.9875264627579,50.0141127728322,50.0217914218483,-0.0315833475617424,-0.0124735372420517,0.0141127728321564,0.0217914218482775,1.5,1.5,1.5,1.5
3.265,f27c2278f5bdb77b,49.9684258302387,49.9875217915534,50.0140961503523,50.0217828487358,-0.0315741697612566,-0.0124782084466304,0.0140961503523158,0.0217828487358176,1.5,1.5,1.5,1.5
3.27,f27c2278f5bdb77b,49.9684350064406,49.9875171242863,50.0140795350001,50.0217742701166,-0.0315649935593996,-0.0124828757137081,0.0140795350000928,0.0217742701165804,1.5,1.5,1.5,1.5
3.275,f27c2278f5bdb77b,49.968444180959,49.9875124609495,50.0140629268177,50.0217656860181,-0.0315558190409888,-0.0124875390505395,0.0140629268176511,0.0217656860180568,1.5,1.5,1.5,1.5
3.28,f27c2278f5bdb77b,49.9684533537104,49.9875078015361,50.014046325847,50.0217570964679,-0.0315466462895699,-0.0124921984638746,0.0140463258469694,0.0217570964678586,1.5,1.5,1.5,1.5
3.285,f27c2278f5bdb77b,49.9684625246126,49.9875031460401,50.0140297321298,50.0217485014937,-0.0315374753874167,-0.0124968539599166,0.0140297321298277,0.0217485014937395,1.5,1.5,1.5,1.5
3.29,f27c2278f5bdb77b,49.9684716935845,49.9874984944556,50.0140131457078,50.0217399011236,-0.0315283064155381,-0.0125015055443782,0.0140131457078354,0.0217399011235671,1.5,1.5,1.5,1.5
3.295,f27c2278f5bdb77b,49.9684808605463,49.9874938467775,50.0139965666224,50.0217312953853,-0.0315191394536996,-0.0125061532224535,0.0139965666223958,0.0217312953853366,1.5,1.5,1.5,1.5
3.3,f27c2278f5bdb77b,49.9684900254196,49.9874892030011,50.0139799949147,50.0217226843072,-0.0315099745804304,-0.0125107969988534,0.0139799949147275,0.0217226843071714,1.5,1.5,1.5,1.5
3.305,f27c2278f5bdb77b,49.968499188127,49.9874845631222,50.0139634306259,50.0217140679173,-0.0315008118730447,-0.01251543687777,0.0139634306258785,0.0217140679173013,1.5,1.5,1.5,1.5
3.31,f27c2278f5bdb77b,49.9685083485924,49.9874799271371,50.0139468737967,50.0217054462441,-0.0314916514076344,-0.0125200728629196,0.0139468737966979,0.0217054462441055,1.5,1.5,1.5,1.5
3.315,f27c2278f5bdb77b,49.9685175067409,49.9874752950425,50.0139303244679,50.0216968193161,-0.031482493259098,-0.012524704957535,0.0139303244678644,0.0216968193160625,1.5,1.5,1.5,1.5
3.32,f27c2278f5bdb77b,49.9685266624989,49.9874706668356,50.0139137826799,50.0216881871618,-0.03147333750114,-0.012529333164359,0.0139137826798716,0.0216881871617645,1.5,1.5,1.5,1.5
3.325,f27c2278f5bdb77b,49.9685358157937,49.9874660425143,50.013897248473,50.02167954981,-0.0314641842062926,-0.0125339574856653,0.013897248473036,0.0216795498099529,1.5,1.5,1.5,1.5
3.33,f27c2278f5bdb77b,49.9685449665541,49.9874614220767,50.0138807218875,50.0216709072894,-0.0314550334459298,-0.0125385779232658,0.0138807218874959,0.0216709072894474,1.5,1.5,1.5,1.5
3.335,f27c2278f5bdb77b,49.9685541147097,49.9874568055215,50.0138642029632,50.0216622596292,-0.0314458852902533,-0.0125431944784893,0.0138642029632194,0.0216622596292098,1.5,1.5,1.5,1.5
3.34,f27c2278f5bdb77b,49.9685632601917,49.9874521928478,50.01384769174,50.0216536068583,-0.0314367398083277,-0.0125478071522167,0.0138476917399899,0.0216536068583011,1.5,1.5,1.5,1.5
3.345,f27c2278f5bdb77b,49.9685724029319,49.9874475840551,50.0138311882574,50.0216449490059,-0.0314275970681024,-0.0125524159448815,0.01383118825742,0.0216449490059105,1.5,1.5,1.5,1.5
3.35,f27c2278f5bdb77b,49.9685815428636,49.9874429791435,50.013814692555,50.0216362861013,-0.0314184571363825,-0.0125570208564554,0.0138146925549592,0.0216362861013195,1.5,1.5,1.5,1.5
3.355,f27c2278f5bdb77b,49.9685906799211,49.9874383781135,50.0137982046719,50.0216276181739,-0.031409320078879,-0.0125616218864621,0.013798204671879,0.0216276181739445,1.5,1.5,1.5,1.5
3.36,f27c2278f5bdb77b,49.9685998140398,49.987433780966,50.0137817246473,50.0216189452533,-0.0314001859601873,-0.0125662190339924,0.0137817246472949,0.0216189452532873,1.5,1.5,1.5,1.5
3.365,f27c2278f5bdb77b,49.9686089451562,49.9874291877023,50.0137652525201,50.021610267369,-0.031391054843823,-0.012570812297696,0.0137652525201304,0.0216102673689846,1.5,1.5,1.5,1.5
3.37,f27c2278f5bdb77b,49.9686180732078,49.9874245983242,50.0137487883292,50.0216015845508,-0.0313819267922284,-0.0125754016758108,0.0137487883291669,0.0216015845507513,1.5,1.5,1.5,1.5
3.375,f27c2278f5bdb77b,49.9686271981332,49.9874200128339,50.013732332113,50.0215928968284,-0.0313728018667732,-0.012579987166113,0.0137323321130154,0.0215928968284302,1.5,1.5,1.5,1.5
3.38,f27c2278f5bdb77b,49.9686363198722,49.987415431234,50.0137158839101,50.021584204232,-0.0313636801277539,-0.0125845687659947,0.013715883910109,0.0215842042319707,1.5,1.5,1.5,1.5
3.385,f27c2278f5bdb77b,49.9686454383656,49.9874108535276,50.0136994437587,50.0215755067914,-0.0313545616344442,-0.0125891464724006,0.0136994437587319,0.0215755067914074,1.5,1.5,1.5,1.5
3.39,f27c2278f5bdb77b,49.9686545535549,49.9874062797181,50.013683011697,50.0215668045369,-0.0313454464450587,-0.0125937202818847,0.0136830116970188,0.0215668045368957,1.5,1.5,1.5,1.5
3.395,f27c2278f5bdb77b,49.9686636653832,49.9874017098094,50.0136665877629,50.0215580974987,-0.0313363346168032,-0.0125982901905743,0.0136665877629198,0.0215580974986906,1.5,1.5,1.5,1.5
3.4,f27c2278f5bdb77b,49.9686727737941,49.9873971438058,50.0136501719942,50.0215493857071,-0.0313272262058533,-0.0126028561942135,0.0136501719942359,0.0215493857071394,1.5,1.5,1.5,1.5
3.405,f27c2278f5bdb77b,49.9686818787326,49.9873925817119,50.0136337644286,50.0215406691927,-0.0313181212673683,-0.0126074182881268,0.0136337644286328,0.0215406691927029,1.5,1.5,1.5,1.5
3.41,f27c2278f5bdb77b,49.9686909801445,49.9873880235328,50.0136173651036,50.0215319479859,-0.0313090198555344,-0.0126119764672481,0.0136173651035847,0.0215319479859275,1.5,1.5,1.5,1.5
3.415,f27c2278f5bdb77b,49.9687000779765,49.9873834692739,50.0136009740564,50.0215232221175,-0.0312999220235213,-0.0126165307261417,0.0136009740564376,0.021523222117473,1.5,1.5,1.5,1.5
3.42,f27c2278f5bdb77b,49.9687091721765,49.987378918941,50.0135845913244,50.0215144916181,-0.0312908278235469,-0.0126210810589527,0.0135845913243671,0.0215144916180776,1.5,1.5,1.5,1.5
3.425,f27c2278f5bdb77b,49.9687182626932,49.9873743725405,50.0135682169444,50.0215057565186,-0.031281737306827,-0.0126256274594709,0.0135682169444209,0.021505756518593,1.5,1.5,1.5,1.5
