time_s,V1,V2,V3,V4,Vdot1,Vdot2,Vdot3,Vdot4,omega1,omega2,omega3,omega4,delta1,delta2,delta3,delta4,pV1,pV2,pV3,pV4,qV1,qV2,qV3,qV4,pW1,pW2,pW3,pW4,qW1,qW2,qW3,qW4
4.405,0.999020626098452,0.999013992111033,0.999009377937055,0.999012512846794,-2.1933217242188e-05,-1.70189206829618e-05,-1.25252940859613e-05,-1.43469610984396e-05,-0.000591861596993712,-0.000268334190005918,0.000211201046588703,0.000394962502789507,0.00772279546401348,0.00430374340016494,-0.00149601179299521,-0.00591911900866032,6.05134579760532e-64,-4.84107663808426e-64,3.63080747856319e-64,-3.02567289880266e-64,-6.05134579760532e-64,4.84107663808426e-64,-3.63080747856319e-64,3.02567289880266e-64,4.84107663808426e-64,-3.63080747856319e-64,3.02567289880266e-64,-2.42053831904213e-64,-4.84107663808426e-64,3.63080747856319e-64,-3.02567289880266e-64,2.42053831904213e-64
4.41,0.99902051636636,0.999013906977271,0.999009315298195,0.999012441095016,-2.19596206869177e-05,-1.70345960628888e-05,-1.25302714810858e-05,-1.43537660182134e-05,-0.000591697997983289,-0.000268401215845519,0.000210918146894643,0.00039478314224762,0.00771983656505128,0.00430240156157533,-0.00149495649512628,-0.00591714464456746,5.15661676767717e-64,-4.12529341414173e-64,3.0939700606063e-64,-2.57830838383858e-64,-5.15661676767717e-64,4.12529341414173e-64,-3.0939700606063e-64,2.57830838383858e-64,4.12529341414173e-64,-3.0939700606063e-64,2.57830838383858e-64,-2.06264670707087e-64,-4.12529341414173e-64,3.0939700606063e-64,-2.57830838383858e-64,2.06264670707087e-64
4.415,0.999020406502236,0.999013821764955,0.999009252634129,0.999012369308974,-2.19860292395225e-05,-1.70503414899675e-05,-1.25353755975563e-05,-1.43606667227734e-05,-0.000591534459247161,-0.000268468061382275,0.000210635522892972,0.000394603829438377,0.00771687848393319,0.00430105938830699,-0.00149390261106678,-0.00591517117715828,4.39417897737921e-64,-3.51534318190337e-64,2.63650738642753e-64,-2.1970894886896e-64,-4.39417897737921e-64,3.51534318190337e-64,-2.63650738642753e-64,2.1970894886896e-64,3.51534318190337e-64,-2.63650738642753e-64,2.1970894886896e-64,-1.75767159095168e-64,-3.51534318190337e-64,2.63650738642753e-64,-2.1970894886896e-64,1.75767159095168e-64
4.42,0.999020296506064,0.999013736473744,0.999009189944232,0.999012297488194,-2.20124399308876e-05,-1.70661540517329e-05,-1.25406036245491e-05,-1.43676605707438e-05,-0.000591370980170125,-0.000268534725956171,0.000210353175008892,0.00039442456507884,0.00771392122035938,0.00429971688126311,-0.00149285013943716,-0.00591319860619233,3.74447234595236e-64,-2.99557787676188e-64,2.24668340757141e-64,-1.87223617297618e-64,-3.74447234595236e-64,2.99557787676188e-64,-2.24668340757141e-64,1.87223617297618e-64,2.99557787676188e-64,-2.24668340757141e-64,1.87223617297618e-64,-1.49778893838094e-64,-2.99557787676188e-64,2.24668340757141e-64,-1.87223617297618e-64,1.49778893838094e-64
4.425,0.999020186377838,0.999013651103308,0.999009127227891,0.999012225632217,-2.20388498169122e-05,-1.70820308600339e-05,-1.25459527753938e-05,-1.43747449432245e-05,-0.000591207560134936,-0.000268601208907279,0.000210071103666738,0.000394245349885595,0.00771096477403309,0.00429837404135014,-0.00149179907885578,-0.00591122693142555,3.19082887196471e-64,-2.55266309757177e-64,1.91449732317883e-64,-1.59541443598236e-64,-3.19082887196471e-64,2.55266309757177e-64,-1.91449732317883e-64,1.59541443598236e-64,2.55266309757177e-64,-1.91449732317883e-64,1.59541443598236e-64,-1.27633154878588e-64,-2.55266309757177e-64,1.91449732317883e-64,-1.59541443598236e-64,1.27633154878588e-64
4.43,0.999020076117572,0.999013565653333,0.999009064484507,0.999012153740598,-2.20652559783033e-05,-1.70979690508363e-05,-1.25514202873886e-05,-1.43819172436174e-05,-0.000591044198522339,-0.000268667509575773,0.00020978930928998,0.000394066184574738,0.00770800914466066,0.00429703086947784,-0.00149074942793888,-0.00590925615261033,2.71904502143521e-64,-2.17523601714817e-64,1.63142701286113e-64,-1.35952251071761e-64,-2.71904502143521e-64,2.17523601714817e-64,-1.63142701286113e-64,1.35952251071761e-64,2.17523601714817e-64,-1.63142701286113e-64,1.35952251071761e-64,-1.08761800857408e-64,-2.17523601714817e-64,1.63142701286113e-64,-1.35952251071761e-64,1.08761800857408e-64
4.435,0.99901996572529,0.99901348012352,0.999009001713495,0.999012081812903,-2.20916555203873e-05,-1.71139657840413e-05,-1.25570034216019e-05,-1.43891748974459e-05,-0.000590880894711098,-0.000268733627301946,0.00020950779230122,0.000393887069861873,0.00770505433195153,0.00429568736655928,-0.00148970118530057,-0.00590728626949547,2.31701734102686e-64,-1.85361387282149e-64,1.39021040461612e-64,-1.15850867051343e-64,-2.31701734102686e-64,1.85361387282149e-64,-1.39021040461612e-64,1.15850867051343e-64,1.85361387282149e-64,-1.39021040461612e-64,1.15850867051343e-64,-9.26806936410744e-65,-1.85361387282149e-64,1.39021040461612e-64,-1.15850867051343e-64,9.26806936410744e-65
4.44,0.999019855201032,0.999013394513582,0.999008938914285,0.999012009848711,-2.21180455729152e-05,-1.71300182432943e-05,-1.25626994626809e-05,-1.43965153521619e-05,-0.000590717648078034,-0.00026879956142622,0.000209226553122204,0.000393708006462103,0.00770210033561825,0.00429434353351082,-0.00148865434955285,-0.00590531728182619,1.97443194809095e-64,-1.57954555847276e-64,1.18465916885457e-64,-9.87215974045476e-65,-1.97443194809095e-64,1.57954555847276e-64,-1.18465916885457e-64,9.87215974045476e-65,1.57954555847276e-64,-1.18465916885457e-64,9.87215974045476e-65,-7.89772779236381e-65,-1.57954555847276e-64,1.18465916885457e-64,-9.87215974045476e-65,7.89772779236381e-65
4.445,0.999019744544854,0.999013308823249,0.999008876086317,0.999011937847615,-2.21444232898653e-05,-1.71461236358046e-05,-1.25685057186581e-05,-1.44039360769769e-05,-0.000590554457998046,-0.000268865311289165,0.000208945592173813,0.000393528995090023,0.00769914715537649,0.00429299937125212,-0.00148760891930563,-0.00590334918934414,1.68249993153463e-64,-1.3459999452277e-64,1.00949995892078e-64,-8.41249965767313e-65,-1.68249993153463e-64,1.3459999452277e-64,-1.00949995892078e-64,8.41249965767313e-65,1.3459999452277e-64,-1.00949995892078e-64,8.41249965767313e-65,-6.7299997261385e-65,-1.3459999452277e-64,1.00949995892078e-64,-8.41249965767313e-65,6.7299997261385e-65
4.45,0.999019633756825,0.999013223052262,0.999008813229048,0.999011865809221,-2.2170785849251e-05,-1.71622791921605e-05,-1.25744195207665e-05,-1.44114345626863e-05,-0.000590391323844151,-0.000268930876231511,0.000208664909876072,0.000393350036459715,0.00769619479094506,0.00429165488070613,-0.0014865648931667,-0.00590138199178739,1.43373187531284e-64,-1.14698550025027e-64,8.60239125187702e-65,-7.16865937656419e-65,-1.43373187531284e-64,1.14698550025027e-64,-8.60239125187702e-65,7.16865937656419e-65,1.14698550025027e-64,-8.60239125187702e-65,7.16865937656419e-65,-5.73492750125135e-65,-1.14698550025027e-64,8.60239125187702e-65,-7.16865937656419e-65,5.73492750125135e-65
4.455,0.999019522837026,0.999013137200378,0.999008750341947,0.999011793733144,-2.21971304529375e-05,-1.71784821661558e-05,-1.25804382232493e-05,-1.44190083214815e-05,-0.00059022824498751,-0.000268996255594163,0.000208384506648152,0.000393171131284739,0.00769324324204589,0.00429031006279911,-0.00148552226974175,-0.00589941568889045,1.22174572002101e-64,-9.77396576016805e-65,7.33047432012604e-65,-6.10872860010503e-65,-1.22174572002101e-64,9.77396576016805e-65,-7.33047432012604e-65,6.10872860010503e-65,9.77396576016805e-65,-7.33047432012604e-65,6.10872860010503e-65,-4.88698288008403e-65,-9.77396576016805e-65,7.33047432012604e-65,-6.10872860010503e-65,4.88698288008403e-65
4.46,0.999019411785555,0.999013051267366,0.999008687424496,0.999011721619016,-2.22234543264522e-05,-1.71947298346133e-05,-1.2586559203172e-05,-1.44266548867888e-05,-0.000590065220797456,-0.000269061448718214,0.000208104382908366,0.000392992280278129,0.00769029250840407,0.00428896491846059,-0.0014844810476344,-0.00589745028038426,1.04110303334363e-64,-8.32882426674905e-65,6.24661820006179e-65,-5.20551516671816e-65,-1.04110303334363e-64,8.32882426674905e-65,-6.24661820006179e-65,5.20551516671816e-65,8.32882426674905e-65,-6.24661820006179e-65,5.20551516671816e-65,-4.16441213337453e-65,-8.32882426674905e-65,6.24661820006179e-65,-5.20551516671816e-65,4.16441213337453e-65
4.465,0.999019300602522,0.99901296525301,0.999008624476189,0.999011649466478,-2.22497547187939e-05,-1.72110194971889e-05,-1.25927798602427e-05,-1.44343718130838e-05,-0.00058990225064153,-0.000269126454944961,0.000207824539074178,0.000392813484152385,0.00768734258974786,0.00428761944862342,-0.00148344122544616,-0.0058954857659962,8.87169488933158e-65,-7.09735591146527e-65,5.32301693359895e-65,-4.43584744466579e-65,-8.87169488933158e-65,7.09735591146527e-65,-5.32301693359895e-65,4.43584744466579e-65,7.09735591146527e-65,-5.32301693359895e-65,4.43584744466579e-65,-3.54867795573263e-65,-7.09735591146527e-65,5.32301693359895e-65,-4.43584744466579e-65,3.54867795573263e-65
4.47,0.999019189288051,0.999012879157106,0.999008561496535,0.999011577275185,-2.22760289022519e-05,-1.72273484762126e-05,-1.25990976166233e-05,-1.44421566757317e-05,-0.000589739333885505,-0.000269191273615918,0.000207544975562201,0.000392634743619464,0.00768439348580866,0.00428627365422373,-0.00148240280177646,-0.00589352214545008,7.55995974352461e-65,-6.04796779481969e-65,4.53597584611477e-65,-3.77997987176231e-65,-7.55995974352461e-65,6.04796779481969e-65,-4.53597584611477e-65,3.77997987176231e-65,6.04796779481969e-65,-4.53597584611477e-65,3.77997987176231e-65,-3.02398389740985e-65,-6.04796779481969e-65,4.53597584611477e-65,-3.77997987176231e-65,3.02398389740985e-65
4.475,0.999019077842281,0.999012792979464,0.999008498485055,0.999011505044802,-2.23022741722265e-05,-1.72437141165134e-05,-1.26055099167528e-05,-1.44500070708128e-05,-0.000589576469893419,-0.000269255904072828,0.000207265692788198,0.000392456059390779,0.00768144519632106,0.00428492753620095,-0.00148136577522264,-0.00589155941846617,6.44217277945829e-65,-5.15373822356663e-65,3.86530366767497e-65,-3.22108638972914e-65,-6.44217277945829e-65,5.15373822356663e-65,-3.86530366767497e-65,3.22108638972914e-65,5.15373822356663e-65,-3.86530366767497e-65,3.22108638972914e-65,-2.57686911178331e-65,-5.15373822356663e-65,3.86530366767497e-65,-3.22108638972914e-65,2.57686911178331e-65
4.48,0.999018966265362,0.999012706719908,0.999008435441283,0.999011432775009,-2.23284878470442e-05,-1.72601137852379e-05,-1.26120142271663e-05,-1.44579206149487e-05,-0.000589413658027601,-0.00026932034565768,0.000206986691167087,0.000392277432177187,0.00767849772102285,0.00428358109549779,-0.00148033014437999,-0.00588959758476115,5.48965755484904e-65,-4.39172604387923e-65,3.29379453290942e-65,-2.74482877742452e-65,-5.48965755484904e-65,4.39172604387923e-65,-3.29379453290942e-65,2.74482877742452e-65,4.39172604387923e-65,-3.29379453290942e-65,2.74482877742452e-65,-2.19586302193961e-65,-4.39172604387923e-65,3.29379453290942e-65,-2.74482877742452e-65,2.19586302193961e-65
4.485,0.999018854557459,0.999012620378274,0.999008372364764,0.999011360465495,-2.23546672677822e-05,-1.72765448716862e-05,-1.26186080363151e-05,-1.44658949451497e-05,-0.000589250897648705,-0.000269384597712719,0.000206707971112939,0.000392098862688984,0.00767555105965498,0.00428223433306026,-0.00147929590784169,-0.00588763664404819,4.67797761736611e-65,-3.74238209389289e-65,2.80678657041967e-65,-2.33898880868306e-65,-4.67797761736611e-65,3.74238209389289e-65,-2.80678657041967e-65,2.33898880868306e-65,3.74238209389289e-65,-2.80678657041967e-65,2.33898880868306e-65,-1.87119104694644e-65,-3.74238209389289e-65,2.80678657041967e-65,-2.33898880868306e-65,1.87119104694644e-65
4.49,0.999018742718751,0.999012533954411,0.999008309255057,0.999011288115962,-2.23808097980892e-05,-1.72930047871403e-05,-1.26252888543873e-05,-1.44739277186375e-05,-0.000589088188115733,-0.000269448659580464,0.000206429533038983,0.000391920351635903,0.00767260521196162,0.00428088724983764,-0.00147826306419889,-0.00588567659603687,3.98630959580504e-65,-3.18904767664403e-65,2.39178575748302e-65,-1.99315479790252e-65,-3.98630959580504e-65,3.18904767664403e-65,-2.39178575748302e-65,1.99315479790252e-65,3.18904767664403e-65,-2.39178575748302e-65,1.99315479790252e-65,-1.59452383832201e-65,-3.18904767664403e-65,2.39178575748302e-65,-1.99315479790252e-65,1.59452383832201e-65
4.495,0.999018630749427,0.999012447448182,0.999008246111735,0.999011215726124,-2.24069128240035e-05,-1.73094909646986e-05,-1.26320542131376e-05,-1.44820166126846e-05,-0.000588925528786068,-0.000269512530603716,0.000206151377357604,0.000391741899727099,0.00766966017769015,0.00427953984678253,-0.00147723161204065,-0.00588371744043325,3.39690898362066e-65,-2.71752718689653e-65,2.0381453901724e-65,-1.69845449181033e-65,-3.39690898362066e-65,2.71752718689653e-65,-2.0381453901724e-65,1.69845449181033e-65,2.71752718689653e-65,-2.0381453901724e-65,1.69845449181033e-65,-1.35876359344826e-65,-2.71752718689653e-65,2.0381453901724e-65,-1.69845449181033e-65,1.35876359344826e-65
4.5,0.999018518649693,0.999012360859462,0.999008182934379,0.999011143295706,-2.2432973753794e-05,-1.73260008590977e-05,-1.26389016657131e-05,-1.4490159324459e-05,-0.000588762919015498,-0.000269576210125578,0.000205873504480349,0.000391563507671151,0.00766671595659116,0.00427819212485078,-0.00147620154995397,-0.00588175917693984,2.8946549096803e-65,-2.31572392774424e-65,1.73679294580818e-65,-1.44732745484015e-65,-2.8946549096803e-65,2.31572392774424e-65,-1.73679294580818e-65,1.44732745484015e-65,2.31572392774424e-65,-1.73679294580818e-65,1.44732745484015e-65,-1.15786196387212e-65,-2.31572392774424e-65,1.73679294580818e-65,-1.44732745484015e-65,1.15786196387212e-65
4.505,0.999018406419764,0.999012274188138,0.999008119722585,0.999011070824445,-2.24589900177774e-05,-1.73425319465563e-05,-1.26458287864753e-05,-1.44983535708499e-05,-0.000588600358158248,-0.00026963969748946,0.000205595914817923,0.000391385176176048,0.00766377254841847,0.00427684408500154,-0.00147517287652382,-0.00587980180525561,2.46666221748612e-65,-1.9733297739889e-65,1.47999733049167e-65,-1.23333110874306e-65,-2.46666221748612e-65,1.9733297739889e-65,-1.47999733049167e-65,1.23333110874306e-65,1.9733297739889e-65,-1.47999733049167e-65,1.23333110874306e-65,-9.86664886994449e-66,-1.9733297739889e-65,1.47999733049167e-65,-1.23333110874306e-65,9.86664886994449e-66
4.51,0.999018294059871,0.999012187434111,0.999008056475962,0.999010998312088,-2.24849590681483e-05,-1.73590817246142e-05,-1.26528331708341e-05,-1.45065970883238e-05,-0.000588437845567008,-0.000269702992039099,0.000205318608780197,0.00039120690594919,0.00766082995292913,0.00427549572819724,-0.00147414559033309,-0.00587784532507597,2.10195090089186e-65,-1.68156072071349e-65,1.26117054053512e-65,-1.05097545044593e-65,-2.10195090089186e-65,1.68156072071349e-65,-1.26117054053512e-65,1.05097545044593e-65,1.68156072071349e-65,-1.26117054053512e-65,1.05097545044593e-65,-8.40780360356744e-66,-1.68156072071349e-65,1.26117054053512e-65,-1.05097545044593e-65,8.40780360356744e-66
4.515,0.999018181570256,0.999012100597294,0.999007993194129,0.999010925758396,-2.25108783788032e-05,-1.73756477119602e-05,-1.26599124350775e-05,-1.45148876327579e-05,-0.000588275380592955,-0.000269766093118571,0.000205041586776204,0.000391028697697377,0.00765788816988344,0.00427414705540359,-0.00147311968996263,-0.00587588973609282,1.79116441580026e-65,-1.43293153264021e-65,1.07469864948016e-65,-8.9558220790013e-66,-1.79116441580026e-65,1.43293153264021e-65,-1.07469864948016e-65,8.9558220790013e-66,1.43293153264021e-65,-1.07469864948016e-65,8.9558220790013e-66,-7.16465766320104e-66,-1.43293153264021e-65,1.07469864948016e-65,-8.9558220790013e-66,7.16465766320104e-66
4.52,0.999018068951175,0.999012013677611,0.999007929876717,0.999010853163137,-2.25367454451944e-05,-1.73922274482808e-05,-1.26670642162008e-05,-1.4523222979286e-05,-0.000588112962585786,-0.000269829000072299,0.000204764849214142,0.000390850552126802,0.00765494719904493,0.00427279806758959,-0.00147209517399125,-0.00587393503799453,1.52632964122412e-65,-1.2210637129793e-65,9.15797784734474e-66,-7.63164820612062e-66,-1.52632964122412e-65,1.2210637129793e-65,-9.15797784734474e-66,7.63164820612062e-66,1.2210637129793e-65,-9.15797784734474e-66,7.63164820612062e-66,-6.10531856489649e-66,-1.2210637129793e-65,9.15797784734474e-66,-7.63164820612062e-66,6.10531856489649e-66
4.525,0.999017956202893,0.999011926675001,0.999007866523369,0.999010780526095,-2.25625577841385e-05,-1.74088184940907e-05,-1.26742861717446e-05,-1.45316009221438e-05,-0.000587950590893745,-0.000269891712245072,0.000204488396501375,0.000390672469943049,0.00765200704018039,0.00427144876572751,-0.00147107204099574,-0.00587198123046591,1.30065233159434e-65,-1.04052186527547e-65,7.80391398956606e-66,-6.50326165797172e-66,-1.30065233159434e-65,1.04052186527547e-65,-7.80391398956606e-66,6.50326165797172e-66,1.04052186527547e-65,-7.80391398956606e-66,6.50326165797172e-66,-5.20260932637737e-66,-1.04052186527547e-65,7.80391398956606e-66,-6.50326165797172e-66,5.20260932637737e-66
4.53,0.999017843325692,0.999011839589412,0.999007803133742,0.999010707847061,-2.25883129336682e-05,-1.74254184305812e-05,-1.26815759796214e-05,-1.45400192745171e-05,-0.000587788264863645,-0.000269954228982055,0.000204212229044438,0.000390494451851081,0.00764906769305989,0.00427009915079287,-0.00147005028955081,-0.00587002831318828,1.10834281271315e-65,-8.86674250170521e-66,6.65005687627891e-66,-5.54171406356576e-66,-1.10834281271315e-65,8.86674250170521e-66,-6.65005687627891e-66,5.54171406356576e-66,8.86674250170521e-66,-6.65005687627891e-66,5.54171406356576e-66,-4.43337125085261e-66,-8.86674250170521e-66,6.65005687627891e-66,-5.54171406356576e-66,4.43337125085261e-66
4.535,0.999017730319863,0.999011752420806,0.9990077397075,0.999010635125838,-2.26140084528639e-05,-1.74420248594621e-05,-1.26889313379585e-05,-1.45484758683896e-05,-0.0005876259838409,-0.000270016549628799,0.000203936347249031,0.000390316498555241,0.00764612915745674,0.0042687492237645,-0.00146902991822919,-0.0058680762858394,9.44467449642823e-66,-7.55573959714258e-66,5.66680469785694e-66,-4.72233724821412e-66,-9.44467449642823e-66,7.55573959714258e-66,-5.66680469785694e-66,4.72233724821412e-66,7.55573959714258e-66,-5.66680469785694e-66,4.72233724821412e-66,-3.77786979857129e-66,-7.55573959714258e-66,5.66680469785694e-66,-4.72233724821412e-66,3.77786979857129e-66
4.54,0.999017617185711,0.999011665169156,0.999007676244323,0.999010562362242,-2.26396419216935e-05,-1.74586354028036e-05,-1.26963499649297e-05,-1.45569685543895e-05,-0.000587463747169548,-0.00027007867353126,0.000203660751520028,0.000390138610759239,0.00764319143314756,0.00426739898562449,-0.00146801092560155,-0.00586612514809356,8.04822075988578e-66,-6.43857660790862e-66,4.82893245593147e-66,-4.02411037994289e-66,-8.04822075988578e-66,6.43857660790862e-66,-4.82893245593147e-66,4.02411037994289e-66,6.43857660790862e-66,-4.82893245593147e-66,4.02411037994289e-66,-3.21928830395431e-66,-6.43857660790862e-66,4.82893245593147e-66,-4.02411037994289e-66,3.21928830395431e-66
4.545,0.999017503923551,0.999011577834449,0.999007612743899,0.999010489556096,-2.26652109408529e-05,-1.74752477028815e-05,-1.27038295986053e-05,-1.4565495201643e-05,-0.000587301554192282,-0.000270140600035807,0.000203385442261473,0.000389960789166147,0.00764025451991222,0.00426604843735819,-0.00146699331023654,-0.00586417489962147,6.85824137447537e-66,-5.4865930995803e-66,4.11494482468522e-66,-3.42912068723769e-66,-6.85824137447537e-66,5.4865930995803e-66,-4.11494482468522e-66,3.42912068723769e-66,5.4865930995803e-66,-4.11494482468522e-66,3.42912068723769e-66,-2.74329654979015e-66,-5.4865930995803e-66,4.11494482468522e-66,-3.42912068723769e-66,2.74329654979015e-66
4.55,0.999017390533713,0.99901149041668,0.999007549205929,0.999010416707237,-2.26907131316047e-05,-1.74918594220305e-05,-1.27113679967804e-05,-1.45740536976251e-05,-0.000587139404250468,-0.000270202328489232,0.000203110419876582,0.000389783034478398,0.00763731841753391,0.00426469757995422,-0.00146597707070081,-0.00586222554009039,5.84420782603301e-66,-4.67536626082641e-66,3.50652469561981e-66,-2.92210391301651e-66,-5.84420782603301e-66,4.67536626082641e-66,-3.50652469561981e-66,2.92210391301651e-66,4.67536626082641e-66,-3.50652469561981e-66,2.92210391301651e-66,-2.3376831304132e-66,-4.67536626082641e-66,3.50652469561981e-66,-2.92210391301651e-66,2.3376831304132e-66
4.555,0.999017277016535,0.999011402915859,0.999007485630125,0.99901034381551,-2.27161461356238e-05,-1.75084682424782e-05,-1.27189629368179e-05,-1.45826419480206e-05,-0.000586977296684178,-0.00027026385823877,0.000202835684767747,0.000389605347397774,0.00763438312579909,0.00426334641440447,-0.00146496220555898,-0.00586027706916401,4.98010543066927e-66,-3.98408434453542e-66,2.98806325840156e-66,-2.49005271533464e-66,-4.98010543066927e-66,3.98408434453542e-66,-2.98806325840156e-66,2.49005271533464e-66,3.98408434453542e-66,-2.98806325840156e-66,2.49005271533464e-66,-1.99204217226771e-66,-3.98408434453542e-66,2.98806325840156e-66,-2.49005271533464e-66,1.99204217226771e-66
4.56,0.999017163372371,0.999011315332006,0.999007422016209,0.999010270880771,-2.27415076148473e-05,-1.75250718662148e-05,-1.27266122154944e-05,-1.45912578765682e-05,-0.000586815230832215,-0.000270325188632104,0.000202561237336532,0.000389427728625401,0.00763144864449754,0.00426199494170409,-0.00146394871337367,-0.00585832948650256,4.24376593695092e-66,-3.39501274956074e-66,2.54625956217055e-66,-2.12188296847546e-66,-4.24376593695092e-66,3.39501274956074e-66,-2.54625956217055e-66,2.12188296847546e-66,3.39501274956074e-66,-2.54625956217055e-66,2.12188296847546e-66,-1.69750637478037e-66,-3.39501274956074e-66,2.54625956217055e-66,-2.12188296847546e-66,1.69750637478037e-66
4.565,0.999017049601582,0.999011227665153,0.999007358363916,0.999010197902888,-2.27667952513078e-05,-1.75416680148226e-05,-1.27343136488507e-05,-1.45998994249172e-05,-0.000586653206032133,-0.000270386319017381,0.000202287077983679,0.000389250178861747,0.00762851497342235,0.00426064316285149,-0.00146293659270548,-0.00585638279176274,3.61629880699236e-66,-2.89303904559388e-66,2.16977928419541e-66,-1.80814940349618e-66,-3.61629880699236e-66,2.89303904559388e-66,-2.16977928419541e-66,1.80814940349618e-66,2.89303904559388e-66,-2.16977928419541e-66,1.80814940349618e-66,-1.44651952279694e-66,-2.89303904559388e-66,2.16977928419541e-66,-1.80814940349618e-66,1.44651952279694e-66
4.57,0.999016935704545,0.999011139915342,0.999007294672989,0.999010124881738,-2.27920067469889e-05,-1.7558254429344e-05,-1.27420650720246e-05,-1.46085645524962e-05,-0.000586491221620268,-0.000270447248743222,0.000202013207109107,0.00038907269880661,0.00762558211236991,0.00425929107884835,-0.00146192584211303,-0.00585443698459776,3.08160658616587e-66,-2.4652852689327e-66,1.84896395169952e-66,-1.54080329308294e-66,-3.08160658616587e-66,2.4652852689327e-66,-1.84896395169952e-66,1.54080329308294e-66,2.4652852689327e-66,-1.84896395169952e-66,1.54080329308294e-66,-1.23264263446635e-66,-2.4652852689327e-66,1.84896395169952e-66,-1.54080329308294e-66,1.23264263446635e-66
4.575,0.999016821681646,0.999011052082629,0.999007230943185,0.999010051817207,-2.28171398236762e-05,-1.75748288701318e-05,-1.27498643391044e-05,-1.46172512363599e-05,-0.00058632927693176,-0.000270507977158735,0.000201739625111911,0.000388895289159115,0.00762265006113994,0.00425793869069958,-0.00146091646015293,-0.00585249206465733,2.625971928409e-66,-2.1007775427272e-66,1.5755831570454e-66,-1.3129859642045e-66,-2.625971928409e-66,2.1007775427272e-66,-1.5755831570454e-66,1.3129859642045e-66,2.1007775427272e-66,-1.5755831570454e-66,1.3129859642045e-66,-1.0503887713636e-66,-2.1007775427272e-66,1.5755831570454e-66,-1.3129859642045e-66,1.0503887713636e-66
4.58,0.999016707533281,0.999010964167077,0.99900716717427,0.999009978709193,-2.2842192222804e-05,-1.75913891167017e-05,-1.27577093229807e-05,-1.46259574710592e-05,-0.000586167371300581,-0.000270568503613528,0.000201466332390366,0.00038871795061771,0.0076197188195355,0.00425658599941336,-0.00145990844537979,-0.00585054803158766,2.23770568240241e-66,-1.79016454592193e-66,1.34262340944145e-66,-1.11885284120121e-66,-2.23770568240241e-66,1.79016454592193e-66,-1.34262340944145e-66,1.11885284120121e-66,1.79016454592193e-66,-1.34262340944145e-66,1.11885284120121e-66,-8.95082272960964e-67,-1.79016454592193e-66,1.34262340944145e-66,-1.11885284120121e-66,8.95082272960964e-67
4.585,0.999016593259861,0.999010876168765,0.999007103366019,0.999009905557603,-2.28671617053056e-05,-1.76079329675812e-05,-1.27655979151841e-05,-1.4634681268493e-05,-0.000586005504059553,-0.000270628827457718,0.000201193329341928,0.000388540683880156,0.00761678838736295,0.00425523300600113,-0.00145890179634624,-0.00584860488503148,1.90684701039049e-66,-1.52547760831239e-66,1.14410820623429e-66,-9.53423505195244e-67,-1.90684701039049e-66,1.52547760831239e-66,-1.14410820623429e-66,9.53423505195244e-67,1.52547760831239e-66,-1.14410820623429e-66,9.53423505195244e-67,-7.62738804156195e-67,-1.52547760831239e-66,1.14410820623429e-66,-9.53423505195244e-67,7.62738804156195e-67
4.59,0.999016478861806,0.999010788087779,0.999007039518221,0.999009832362354,-2.28920460514734e-05,-1.76244582401796e-05,-1.27735280257496e-05,-1.46434206577847e-05,-0.000585843674540382,-0.000270688948041945,0.00020092061636323,0.000388363489643522,0.00761385876443203,0.00425387971147755,-0.00145789651160292,-0.00584666262462803,1.62490784629525e-66,-1.2999262770362e-66,9.74944707777149e-67,-8.12453923147624e-67,-1.62490784629525e-66,1.2999262770362e-66,-9.74944707777149e-67,8.12453923147624e-67,1.2999262770362e-66,-9.74944707777149e-67,8.12453923147624e-67,-6.49963138518099e-67,-1.2999262770362e-66,9.74944707777149e-67,-8.12453923147624e-67,6.49963138518099e-67
4.595,0.999016364339546,0.999010699924217,0.999006975630673,0.999009759123374,-2.29168430608012e-05,-1.76409627706428e-05,-1.27814975830599e-05,-1.46521736851288e-05,-0.000585681882073674,-0.000270748864717382,0.000200648193850089,0.000388186368604182,0.00761092995055579,0.00425252611686056,-0.0014568925896985,-0.00584472125001305,1.38465513728402e-66,-1.10772410982721e-66,8.30793082370411e-67,-6.9232756864201e-67,-1.38465513728402e-66,1.10772410982721e-66,-8.30793082370411e-67,6.9232756864201e-67,1.10772410982721e-66,-8.30793082370411e-67,6.9232756864201e-67,-5.53862054913607e-67,-1.10772410982721e-66,8.30793082370411e-67,-6.9232756864201e-67,5.53862054913607e-67
4.6,0.999016249693525,0.999010611678189,0.999006911703183,0.999009685840598,-2.29415505518551e-05,-1.76574444137047e-05,-1.27895045337019e-05,-1.46609384136698e-05,-0.000585520125988961,-0.000270808576835749,0.000200376062197503,0.000388009321457806,0.00760800194555066,0.00425117222317131,-0.00145589002917965,-0.00584278076081883,1.17992528227265e-66,-9.43940225818123e-67,7.07955169363592e-67,-5.89962641136327e-67,-1.17992528227265e-66,9.43940225818123e-67,-7.07955169363592e-67,5.89962641136327e-67,9.43940225818123e-67,-7.07955169363592e-67,5.89962641136327e-67,-4.71970112909062e-67,-9.43940225818123e-67,7.07955169363592e-67,-5.89962641136327e-67,4.71970112909062e-67
