time_s,V1,V2,V3,Vdot1,Vdot2,Vdot3,omega1,omega2,omega3,delta1,delta2,delta3,pV1,pV2,pV3,qV1,qV2,qV3,pW1,pW2,pW3,qW1,qW2,qW3
0.07,1.01394406694035,0.99062678770451,1.0067447065503,-0.157940166846197,0.146279194734545,-0.0849467322610946,0.00691914030275953,-0.00331556499819943,0.00240314586959788,0.0205861522132764,-0.0103213716116201,0.000220611798534164,0.213717935151719,-0.192481092386539,0.119456721968026,0.168370910664368,-0.154691905313745,0.0892253723097918,0.0108338699740692,-0.00797415472741066,0.00741537957775358,-0.0193974796841653,0.0146993575162652,-0.00770029525136367
0.075,1.01313421007363,0.9913765631745,1.0063091057606,-0.165936132406506,0.153566920793509,-0.0892580515275666,0.00673627011157459,-0.00315321607353738,0.00231057280152989,0.0206202888916405,-0.0103375420546105,0.000232395040428365,0.212816298635481,-0.191734279570832,0.118920933995212,0.168367205394569,-0.154693368536738,0.0892882051679369,0.0105321637998545,-0.00773954326352382,0.00726339523170559,-0.0191005650274201,0.0144850033569322,-0.00755296918193173
0.08,1.01228536425755,0.992161821806103,1.00585247824126,-0.173536905967202,0.160473577108064,-0.0933580429784931,0.00655778498530469,-0.00299446123604076,0.00222050014901663,0.0206535222227075,-0.0103529097624597,0.000243721693820368,0.211864274355914,-0.190945554147031,0.11836043082182,0.168295332131483,-0.154638102293339,0.0893144693388659,0.010236228205467,-0.00750882491159129,0.00711423263186617,-0.018809733277487,0.0142756462006242,-0.00740874810961082
0.085,1.01139948823681,0.992980674872313,1.00537587144775,-0.180749339227531,0.167005784007066,-0.0972503604830452,0.00638358765637792,-0.00283924262020393,0.00213286678037206,0.0206858738876994,-0.0103674925606329,0.000254604107305575,0.210859536474212,-0.190112827825933,0.117773813025505,0.168153317108445,-0.154524311687794,0.0893030001149941,0.00994594793412923,-0.00728192819048143,0.0069678354195535,-0.0185248649763819,0.0140711814924019,-0.00726757103570207
0.09,1.01047850699802,0.993831266334179,1.00488031485278,-0.187580086843859,0.173169998700892,-0.100938544662209,0.00621358306968957,-0.00268750309519138,0.00204761311116875,0.020717365087055,-0.0103813079871058,0.000265054327705979,0.209799983716727,-0.189234181921955,0.117159773862144,0.167939404152455,-0.154350365618394,0.0892527208192958,0.00966121014736948,-0.00705878296225264,0.00682414837538416,-0.0182458428954789,0.0138715068198836,-0.00712937814604002
0.095,1.00952431270957,0.994711772059055,1.0043668204921,-0.194035624290372,0.17897252863425,-0.104426030997923,0.00604767832812173,-0.00253918626123634,0.00196468106423508,0.0207480165513545,-0.0103943732960295,0.000275084107706038,0.208683724105311,-0.188307856143057,0.116517095634678,0.167652039552559,-0.15411478568243,0.0891626392661761,0.0093819043668946,-0.00683932040560056,0.00668311739672203,-0.0179725520016071,0.0136765218707757,-0.00699411078752883
0.1,1.00853876557621,0.995620399102828,1.00383638347089,-0.200122264119888,0.184419543723491,-0.107716157455809,0.00588578263949283,-0.00239423644564364,0.00188401403063633,0.0207778485519769,-0.0104067054613753,0.000284704913290998,0.207509059231966,-0.187332237022424,0.115844645989671,0.167289856469816,-0.153816234720633,0.0890318441482372,0.00910792241839171,-0.006623472989972,0.00654468947558307,-0.0177048794230417,0.013486128391103,-0.00686171144513362
0.105,1.00752369461632,0.996555385050569,1.00328998243334,-0.2058461706539,0.189517087488454,-0.110812171632292,0.00572780726489205,-0.00225259869842509,0.00180555683161734,0.0208068809114947,-0.01041832118056,0.000293927930992542,0.206274468261815,-0.186305846122562,0.115141374168679,0.166851659072899,-0.153453505131799,0.0888595013760684,0.00883915837715868,-0.00641117445031768,0.0064088126769824,-0.0174427144154517,0.0133002301441401,-0.00673212371932282
0.11,1.00648089836953,0.997514997410106,1.00272857999753,-0.211213373141757,0.194271087097647,-0.113717237438461,0.00557366546835633,-0.00211421878759493,0.00172925568148503,0.0208351330138139,-0.0104292368780473,0.000302764074946505,0.204978591826448,-0.18522732812989,0.114406307240163,0.166336406561447,-0.153025507075723,0.0886448503968287,0.00857550851547074,-0.00620235976245727,0.00627543611771091,-0.0171859483278634,0.0131187328700433,-0.00660529230395615
0.115,1.00541214554225,0.998497533053166,1.00215312315814,-0.216229777437991,0.198687362353118,-0.116434441334338,0.00542327246784954,-0.00197904319415174,0.00165505815140967,0.0208626238140656,-0.0104394687089256,0.000311223993767307,0.203620215948274,-0.184095438945359,0.11363854633617,0.165743197217845,-0.152531256670001,0.0883872005158839,0.00831687125159625,-0.00599696511903215,0.00614450994552966,-0.0169344745686896,0.0129415442461822,-0.00648116296461324
0.12,1.00431917559847,0.999501317698857,1.001564543659,-0.220901176254068,0.202771633647863,-0.118966798128533,0.00527654538750575,-0.00184701910677224,0.00158291313412442,0.0208893718482559,-0.0104490325624599,0.000319318077243653,0.202198256116146,-0.18290903386442,0.112837262916392,0.165071252607764,-0.151969864274102,0.0880859272441372,0.00806314710038109,-0.00579492790602248,0.00601598531877065,-0.0166881885718736,0.0127685738481685,-0.00635968251735669
0.125,1.00320369930268,1.00052470543445,1.00096375833771,-0.225233258046605,0.206529528933972,-0.121317256359236,0.00513340321110036,-0.00171809441624142,0.00151277080950325,0.0209153952426797,-0.010457944065616,0.000327056462859926,0.200711741613589,-0.181667055928203,0.112001695080542,0.164319902030817,-0.151340522942559,0.0877404686920278,0.00781423862532613,-0.00559618667980653,0.00588981438633372,-0.0164469877631885,0.0125997331115795,-0.00624079880792361
0.13,1.00206739922168,1.0015660782686,1.00035166944443,-0.229231614608447,0.209966589744187,-0.123488703273482,0.00499376673671432,-0.00159221770964257,0.00144458261099785,0.0209407117231052,-0.0104662185865572,0.000334449042147633,0.19915980018367,-0.180368524517038,0.111131143948293,0.163488567305444,-0.150642497118516,0.0873503220294752,0.00757005039208737,-0.00540068114474185,0.00576595026806968,-0.01621077152673,0.0124349352943712,-0.00612446069133899
0.135,1.00091193019141,1.00262384571245,0.999729164936657,-0.232901747432049,0.213088276313055,-0.125483969422334,0.00485755853255875,-0.00146933826432951,0.0013783011929146,0.0209653386237345,-0.0104738712381099,0.000341505466871138,0.197541643099127,-0.179012524247838,0.110224970124348,0.162576747956673,-0.149875111629127,0.0869150400293783,0.00733048892333306,-0.00520835213124872,0.00564434703554038,-0.0159794411716363,0.0122740954399783,-0.00601061801194432
0.14,0.99973891975507,1.00369644438411,0.999097118751968,-0.236249072916608,0.215899971846691,-0.127305832890296,0.00472470289392815,-0.00134940604170285,0.00131388039851327,0.0209892928959463,-0.0104809168812006,0.000348235155051843,0.195856550692793,-0.177598194228187,0.109282590264596,0.161584006861849,-0.149037741035734,0.0864342277106338,0.00709546265489627,-0.00501914157437757,0.00552495969314701,-0.0157528998990664,0.0121171303410944,-0.0058992215838343
0.145,0.998549968577752,1.00478233763255,0.998456391060542,-0.239278926491477,0.218406985992237,-0.128957023177708,0.00459512580125223,-0.00123237168081049,0.00125127522890947,0.0210125911168256,-0.0104873701282592,0.00035464729683488,0.194103858391696,-0.176124717712504,0.108303473757694,0.160509956397756,-0.148129799384221,0.0859075390950674,0.00686488189316535,-0.00483299249284343,0.00540774415961844,-0.015531052769461,0.0119639585041263,-0.00579022317169473
0.15,0.997346650843161,1.00588001517691,0.997807828499042,-0.241996565728654,0.220614557559667,-0.130440224755267,0.00446875487921715,-0.00111818649179235,0.00119044181276339,0.0210352494974873,-0.0104932453465916,0.00036075086020229,0.192282943288409,-0.174591312199224,0.107287139534933,0.159354245122752,-0.14715073039451,0.0853346740911617,0.00663865877365854,-0.00464984896851093,0.00529265724985169,-0.015313806670113,0.0118145001143177,-0.00568357547203407
0.155,0.996130514637064,1.00698799275761,0.997152264387527,-0.24440717251684,0.222527856549635,-0.131758080310046,0.00434551935692851,-0.00100680244918768,0.00113133737673764,0.021057283891197,-0.010498556661718,0.000366554596536573,0.190393211275179,-0.172997220002609,0.106233153019844,0.158116545019483,-0.146099998122862,0.0847153755160466,0.00641670722073224,-0.00446965612631487,0.00517965665709724,-0.0151010702830654,0.0116686770015333,-0.00557923209480157
0.16,0.994903082322099,1.00810481179612,0.996490518930861,-0.246515854368717,0.224151985541715,-0.132913193702522,0.00422535002908895,-0.000898172185122899,0.00107392021670759,0.0210787098012957,-0.0105033179606782,0.000372067046038412,0.188434084759982,-0.171341699328523,0.105141123227619,0.156796539317383,-0.144977078126357,0.0840494262658864,0.00619894290837563,-0.00429236011460193,0.00506870093548206,-0.0148927540533571,0.0115264126066976,-0.00547714754538432
0.165,0.993665850908059,1.00922903906,0.995823399406021,-0.248327644931931,0.225491980497752,-0.133908132654157,0.00410817921816476,-0.000792248982396692,0.00101814966970781,0.0210995423889331,-0.0105075428953023,0.000377296543002305,0.186404990978871,-0.169624015880198,0.104010700023243,0.155393910909352,-0.1437814491556,0.0833366466435639,0.00598528322204739,-0.00411790808588,0.00495974948286371,-0.0146887701576316,0.0113876319488792,-0.00537727720697576
0.17,0.99242029242147,1.01035926633078,0.995151700336595,-0.24984750377281,0.226552811035145,-0.134745431185027,0.00399394073751603,-0.000688986767478234,0.00096398608659863,0.0211197964806136,-0.0105112448854465,0.000382251220953728,0.184305350915597,-0.167843435017644,0.102841571546051,0.153908331373645,-0.142512585399351,0.0825768918514163,0.00577564722151264,-0.00394624817796233,0.00485276252400906,-0.0144890324731221,0.0112522615930137,-0.0052795773233083
0.175,0.991167854277925,1.01149411007185,0.994476203655682,-0.251080315500274,0.227339380224845,-0.135427591820879,0.00388256985546636,-0.000588340103433601,0.000911390805437101,0.0211394865755603,-0.0105144371221936,0.000386939017651401,0.182134568837452,-0.16599921449283,0.101633461807399,0.15233945060995,-0.141169949303245,0.0817700496557313,0.0055699556046412,-0.00377732949549467,0.00474770109409152,-0.0142934565470265,0.0111202296182561,-0.00518400498174231
0.18,0.989909959660315,1.01263221109441,0.993797678858287,-0.252030888295707,0.227856523968664,-0.135957087588773,0.00377400326028831,-0.000490264182794423,0.000860326125537138,0.0211586268529026,-0.0105171325710186,0.000391367679958138,0.179892022455461,-0.164090597782034,0.100386128467159,0.150686887097846,-0.139752984984021,0.0809160382287491,0.0053681306721301,-0.00361110209185369,0.00464452702250095,-0.0141019595662802,0.010991465586954,-0.00509051809670418
0.185,0.988648007905757,1.01377223421924,0.993116883144233,-0.252703951912959,0.228109010010333,-0.136336363820215,0.00366817902608181,-0.000394714820382019,0.000810755282203657,0.0211772311786896,-0.0105193439749177,0.000395544768583689,0.177577053717353,-0.162116808036735,0.0990993607938943,0.148950218786074,-0.138261112260669,0.0800148041730414,0.00517009629311571,-0.00344751695140619,0.00454320291696056,-0.0139144603277372,0.0108659005142335,-0.0049990753934659
0.19,0.987383374903717,1.01491286793277,0.992434561552496,-0.25310415521105,0.228101536634456,-0.136567839780393,0.00356503657952309,-0.000301648446099385,0.000762642422126023,0.0211953131127361,-0.0105210838575022,0.000399477662702906,0.175188960243038,-0.160077042675036,0.0977729778127449,0.147128974622426,-0.136693721324526,0.0790663207323368,0.00497577787164287,-0.00328652597211875,0.00444369214794524,-0.0137308792087652,0.0107434668381873,-0.00490963639225877
0.195,0.986117413507515,1.01605282403605,0.991751447087794,-0.253236063280762,0.227838731107409,-0.136653910141721,0.00346451666746242,-0.000211022097702565,0.000715952579416275,0.021212885915304,-0.0105223645260552,0.000403173564452498,0.172726987414604,-0.157970468636815,0.096406826644355,0.145222626736273,-0.135050168071539,0.0780705861921343,0.00478510231395991,-0.00312808194850816,0.00434595883339637,-0.0135511381382608,0.0106240983906574,-0.00482216139271398
0.2,0.984851453961079,1.01719083728523,0.991068260840154,-0.253104154225091,0.227325147914047,-0.136596946319538,0.00336656132534935,-0.000122793413562099,0.000670651652277898,0.021229962553624,-0.0105231980745533,0.000406639503309554,0.170190321135955,-0.155796218327487,0.0950007810374784,0.143230583288904,-0.133329770121611,0.0770276224727777,0.00459799799661056,-0.00297213855492341,0.00424996782372759,-0.0133751605680902,0.0105077303686021,-0.00473661145862277
0.205,0.983586804342545,1.018325665023,0.990385712098114,-0.252712815652578,0.226565266844124,-0.136399297687338,0.00327111384646482,-3.69206254244643e-05,0.000626706380291151,0.0212465557082613,-0.0105235963866515,0.00040988234035496,0.167578081281173,-0.153553386277429,0.0935547400973041,0.141152182010796,-0.131531803552114,0.0759374739170522,0.00441439473529515,-0.00281865032915048,0.00415568468711703,-0.0132028714449568,0.0103942993060385,-0.00465294840300893
0.21,0.982324751025987,1.01945608680007,0.989704498456114,-0.252066340941856,0.225563490982408,-0.136063292688452,0.00317811875193958,4.66374488173969e-05,0.000584084322301171,0.0212626777793293,-0.0105235711386319,0.000412908772424754,0.164889315855392,-0.151241026546583,0.0920686272109673,0.138986684449629,-0.129655500375114,0.0748002062737921,0.00423422375447476,-0.0026675726563315,0.00406307569508076,-0.0130341971827005,0.0102837430465499,-0.00457113477350685
0.215,0.981066559162267,1.02058090398655,0.989025305916552,-0.251168925335446,0.224324144656748,-0.135591239860595,0.00308752176153929,0.000127921412336085,0.000542753834895333,0.0212783408925558,-0.0105231338023161,0.000415725336152404,0.162122995897398,-0.148858150906607,0.0905423891711799,0.136733270958315,-0.127700046790704,0.0736159058784578,0.00405741765769383,-0.00251886175319041,0.00397210780832317,-0.0128690656350282,0.0101760007163511,-0.00449113383803786
0.22,0.979813473179734,1.02169893937302,0.988348808986905,-0.250024661920839,0.222851471398726,-0.134985428789177,0.00299926976519655,0.00020697129655668,0.000502684051456531,0.0212935569052045,-0.0105222956479426,0.000418338411904912,0.159278011159315,-0.146403727835935,0.0889759954984071,0.134391036458402,-0.12566458225184,0.0723846790311316,0.00388391039859742,-0.00237247465255726,0.00388274866285941,-0.012707406068678,0.0100710126978993,-0.0044129095707783
0.225,0.978566717305169,1.02280903676163,0.987675670772222,-0.248637537557368,0.2211496319721,-0.134248131004727,0.00291331079527094,0.000283826568311713,0.000463844861779256,0.0213083374118564,-0.010521067747007,0.000420754227615601,0.15635316660544,-0.143876682366286,0.0873694379615284,0.131958987020986,-0.12354819937924,0.0711066515718922,0.00371363725262093,-0.00222836918818399,0.00379496655640557,-0.0125491491370153,0.00996872060404315,-0.00433642663841252
0.23,0.977327496105111,1.02391006054751,0.987006543063246,-0.247011428808181,0.21922270252497,-0.133381600839216,0.00282959399951813,0.000358526136957936,0.000426206892235547,0.0213226937500536,-0.0105194609750674,0.000422978862516363,0.153347179779746,-0.141275896822391,0.0857227302964411,0.129436037314657,-0.12134994476815,0.0697819686530482,0.00354653478933099,-0.00208650397984451,0.00370873043503213,-0.0123942268540619,0.00986906725270013,-0.00426165038666429
0.235,0.976096995047382,1.0250008952915,0.986342066420326,-0.245150097937977,0.217074672922435,-0.132388076255481,0.00274806961474983,0.000431108361449362,0.000389741486478073,0.0213366370058108,-0.0105174860145142,0.000425018250772081,0.150258679099449,-0.138600212499859,0.0840359081215823,0.12682100897792,-0.119068820731918,0.0684107947072291,0.00338254084539721,-0.00194683841871226,0.00362400988007643,-0.012242572568956,0.00977199664205261,-0.00418854682710015
0.24,0.974876381082335,1.026080445285,0.985682870253216,-0.243057189038903,0.214709445317552,-0.131269779663357,0.00266868894116632,0.000501611057361634,0.000354420686667787,0.0213501780189954,-0.0105151533573041,0.000426878185019886,0.147086203140551,-0.135848432329125,0.0823090290488577,0.124112629982025,-0.116703788030354,0.0669933136098408,0.00322159449817542,-0.00180933265300882,0.00354077509530988,-0.0120941209408414,0.00967745392625382,-0.00411708262419854
0.245,0.97366680324301,1.0271476341085,0.985029572896809,-0.24073622434927,0.212130833019503,-0.130028918735497,0.00259140431734396,0.000570071503863428,0.000320217215213748,0.0213633273885823,-0.0105124733076601,0.000428564319815837,0.14382820099017,-0.13301932457615,0.0805421729879587,0.121309535059067,-0.114253769633564,0.0655297290338903,0.00306363603988412,-0.00167394757391696,0.0034589968943557,-0.0119488079141843,0.00958538539163432,-0.00404722508267849
0.25,0.972469393263082,1.0282014041852,0.984382781682754,-0.238190600832492,0.20934255971911,-0.128667687235222,0.00251616909586021,0.000636526450631125,0.000287104457012898,0.0213760954777843,-0.010509455984736,0.000430082174991558,0.140483033749791,-0.130111627632822,0.0787354426415189,0.118410267279486,-0.111717655574234,0.0640202649946488,0.00290860695235634,-0.0015406448017523,0.00337864668835316,-0.0118065706945138,0.00949573843340028,-0.00397894213508189
0.255,0.971285266211113,1.02924071633188,0.983743093006889,-0.235423587086867,0.206348259133072,-0.1271882658681,0.00244293761953912,0.000701012124703577,0.000255056442177705,0.0213884924190624,-0.0105061113252463,0.000431437138923289,0.137048977283092,-0.127124055951711,0.0768889641879985,0.115413280872689,-0.109094308943042,0.062465166581063,0.00275644988235013,-0.00140938667238738,0.00329969647386412,-0.0116673477245854,0.0094084615328143,-0.00391220232960367
0.26,0.970115521139272,1.03026454930913,0.983111092392334,-0.232438320660561,0.203151475129594,-0.125592823168252,0.00237166519830054,0.000763564237274255,0.000224047829239749,0.021400528119019,-0.0105024490860632,0.000432634471715785,0.133524226311719,-0.124055307180726,0.0750028881485852,0.112316945394174,-0.106382573082772,0.0608647008702215,0.00260710861740159,-0.0012801362239224,0.00322211882101786,-0.0115310786609621,0.00932350423485034,-0.00384697481816396
0.265,0.968961241744315,1.03127189937352,0.982487354548033,-0.229237805850321,0.199755662399257,-0.123883516429698,0.00230230808659662,0.000824217990418569,0.000194053888817473,0.0214122122631767,-0.010498478846778,0.000433679308303384,0.129906899971955,-0.120904070553147,0.0730773904337523,0.109119551352133,-0.103581280036629,0.0592191580205375,0.00246052806220487,-0.00115285718359712,0.00314588686189032,-0.0113977043510099,0.00924081712631395,-0.00378322934471706
0.27,0.967823497038171,1.03226177983467,0.981872443422522,-0.225824912067094,0.19616418773606,-0.122062492692332,0.00223482346141968,0.000883008083754569,0.000165050487736431,0.0214235543206457,-0.0104942100122311,0.000434576661470559,0.126195048954559,-0.117669036587178,0.0711126735644217,0.105819317415844,-0.100689260304915,0.0575288525386116,0.00231665421550438,-0.00102751395493831,0.00307097427911348,-0.0112671668103057,0.00916035181441921,-0.00372093623379153
0.275,0.966703342025124,1.03323322062037,0.981266912252598,-0.222202372856715,0.192380331994416,-0.120131889791346,0.00216916940086568,0.000939968721035647,0.000137014073590522,0.0214345635486829,-0.0104896518150067,0.000435331424794173,0.122386664358743,-0.114348908146363,0.0691089680619246,0.10241439933684,-0.0977053539614429,0.055794124713989,0.00217543414748508,-0.000904071605137567,0.00299735529471131,-0.0111394092004506,0.00908206090581417,-0.00366006637925651
0.28,0.965601818382036,1.03418526785328,0.980671303606578,-0.218372785669213,0.188407292788417,-0.118093837478151,0.00210530486323802,0.000995133616674196,0.000109921659732792,0.0214452489971448,-0.0104848133178966,0.000435948375509622,0.118479688399007,-0.110942412907618,0.0670665340001446,0.0989029007216058,-0.0946284231764501,0.0540153422152106,0.00203681597764713,-0.000782495852654171,0.00292500465915796,-0.0110143758072869,0.00900589798604635,-0.00360059123330906
0.285,0.964519955137665,1.03511698344314,0.980086149421747,-0.214338612475817,0.184248187999776,-0.115950458620034,0.00204318966667687,0.00104853600219552,8.37508106845095e-05,0.021455619512837,-0.0104797034163304,0.000436432177302983,0.114472027109897,-0.107448317276986,0.0649856627123535,0.0952828858009005,-0.0914573661861555,0.0521929018396889,0.00190074885315182,-0.000662753055038134,0.00285389764065455,-0.0108920120195128,0.00893181759946032,-0.00354248279567774
0.29,0.963458769346555,1.03602744469875,0.979511971035605,-0.210102181338485,0.179906060160386,-0.113703870484928,0.00198278446929956,0.0011002086326215,5.84796279513412e-05,0.0214656837437645,-0.0104743308407737,0.000436787383031225,0.110361565198182,-0.103865441784158,0.0628666786443132,0.0915523943452069,-0.0881911327400124,0.0503272314089965,0.00176718292762639,-0.000544810196968433,0.00278401001462053,-0.0107722643076902,0.00885977522951905,-0.00348571360303778
0.295,0.962419266752462,1.03691574396404,0.978949279210466,-0.205665689042398,0.175383881774229,-0.111356186116782,0.00192405074983801,0.00115018379278388,3.40867362355155e-05,0.021475450143282,-0.0104687041590955,0.000437018437372504,0.106146183193778,-0.100192677975032,0.0607099413442148,0.0877094588776915,-0.0848287410449598,0.0484187918001572,0.00163606934041562,-0.000428634878501761,0.00271531805339566,-0.010655080203642,0.00878972727954148,-0.00343025671863317
0.3,0.961402442435731,1.03778098828337,0.978398574150942,-0.201031204907308,0.170684561641296,-0.10890951580611,0.00186695078875976,0.00119849330356689,1.0551270033001e-05,0.02148492697415,-0.0104628317789027,0.000437129679408473,0.101823777049382,-0.096429006806772,0.0585158475789582,0.0837521243346313,-0.0813692962111463,0.0464680791024578,0.00150736019626871,-0.000314195303527224,0.00264779851614875,-0.0105404082802318,0.00872163105384813,-0.00337608572210148
0.305,0.96040928143841,1.038622299101,0.977860345513826,-0.19620067589861,0.165810952243026,-0.106365968659305,0.00181144764985968,0.00124516852807953,-1.21471393952221e-05,0.0214941223124973,-0.0104567219498451,0.000437125345140532,0.0973922803332052,-0.0925735185316353,0.0562848335651442,0.0796784703177459,-0.0778120101854191,0.0444756268881713,0.00138100854545056,-0.000201460268422563,0.00258142863898931,-0.0104281981315224,0.00865544473930713,-0.00332317469949715
0.31,0.959440759360304,1.03943881200025,0.977335072409881,-0.191175933163183,0.160765858244373,-0.103727654269293,0.00175750516230985,0.0012902403777573,-3.40283766886141e-05,0.0215030440516926,-0.0104503827658885,0.000437009569941838,0.0928496891486712,-0.088625434034022,0.0540173773019641,0.0754866360723097,-0.074156223137054,0.0424420085843898,0.00125696836426684,-9.03991509076972e-05,0.00251618612527803,-0.0103184003533075,0.00859112738727307,-0.00327149823350915
0.315,0.958497842918519,1.04022967648815,0.976823223397015,-0.185958700118235,0.155552046161714,-0.100996684489068,0.00170508790315594,0.00133373931839371,-5.51118546999998e-05,0.0215116999061271,-0.0104438221675582,0.000436786390946875,0.0881940898982923,-0.0845841275595231,0.0517140009919247,0.0711748483082876,-0.0704014262345192,0.0403678399319216,0.00113519453599294,1.9018100908444e-05,0.00245204913613228,-0.0102109665240102,0.00852863889591077,-0.00322103139386927
0.32,0.957581490462409,1.04099405583131,0.976325256464332,-0.180550602222986,0.15017225523832,-0.0981751753084915,0.00165416118024891,0.00137569537610138,-7.54165264666343e-05,0.0215200974149115,-0.010437047944152,0.000436459749380319,0.0834236899851375,-0.0804491507450347,0.0493752735340577,0.0667414519579275,-0.0665472857223596,0.0382537815159177,0.0010156428321973,0.000126820979291625,0.00238899628112271,-0.0101058491859427,0.00846793999289664,-0.0031717497279473
0.325,0.956692652435187,1.04173112694936,0.975841619006545,-0.174953178562783,0.14462920955966,-0.0952652488336315,0.00160469101560161,0.0014161381432027,-9.49608968500067e-05,0.0215282439454879,-0.0104300677359244,0.000436033492826883,0.0785368515131709,-0.0762202578252383,0.0470018130729333,0.0621849439311118,-0.0625936681735223,0.0361005413515606,0.000898269894450086,0.000233038427460122,0.00232700660915688,-0.0100030018269226,0.00840899221848966,-0.00312362925152948
0.33,0.95583227177282,1.04244008037209,0.975372747788228,-0.169167895372483,0.138925631429339,-0.0922690353666896,0.00155664412916052,0.00145509678404965,-0.00011376303385491,0.0215361466971599,-0.0104228890362403,0.000435511377443765,0.0735321280061068,-0.0718974318530036,0.0445942895854413,0.0575040098881376,-0.0585406667546959,0.0339088775067952,0.000783033216408879,0.00033769884997999,0.00226605959954606,-0.0099023788622373,0.00835175790896462,-0.00307664643977702
0.335,0.955001284230208,1.04312012026657,0.974919068897444,-0.163196161620191,0.133064256012774,-0.0891886755833179,0.00150998792298392,0.00149260004077218,-0.000131840579638226,0.0215438127045428,-0.010415519193701,0.000434897070117281,0.0684083041121897,-0.0674809117298016,0.0421534274859387,0.052697563997352,-0.0543886283007701,0.0316796007427136,0.000669891126273224,0.00044083012298084,0.00220613515325124,-0.00980393561695193,0.00829620018039971,-0.00303077821836134
0.34,0.95420061862405,1.04377046454073,0.974480997688227,-0.157039346763081,0.127047847239574,-0.0860263228028427,0.00146469046581825,0.0015286762389541,-0.000149210761217805,0.0215512488409352,-0.0104079654142406,0.000434194150565212,0.0631644381984551,-0.0629712197974922,0.0396800082289946,0.0477647915812237,-0.0501381809497993,0.0294135771508403,0.000558802769600821,0.000542459604194859,0.00214721358430421,-0.00970762830855348,0.00824228291281058,-0.00298600195477294
0.345,0.953431196981301,1.04439034502951,0.974058938711516,-0.150698800773317,0.120879214937001,-0.0827841453455769,0.00142072047806572,0.00156335329323506,-0.000165890400891742,0.0215584618216146,-0.0104002347631954,0.000433406113386333,0.0577999076618023,-0.0583691896955745,0.0371748728876276,0.042705194478199,-0.0457902620425716,0.0271117307652254,0.000449728092478393,0.000642614142821512,0.0020892756113999,-0.00961341402992388,0.00818997073462321,-0.00294229544980123
0.35,0.952693934581648,1.04497900776963,0.973653285634081,-0.1441758765135,0.114561233145791,-0.0794643289700381,0.00137804731713679,0.00159665871283681,-0.000181895926378243,0.0215654582070593,-0.0103923341673439,0.000432536370058544,0.0523144566951469,-0.0536759941391113,0.0346389246836316,0.0375186388586326,-0.041346145942016,0.0247750461259554,0.000342627825040972,0.000741320089219958,0.00203230234965587,-0.00952125073263524,0.00813922900747712,-0.00289963692918224
0.355,0.951989739882122,1.04553571336882,0.973264421145093,-0.1374719545168,0.108096859546002,-0.0760690793814935,0.00133664096318257,0.00162861960701101,-0.000197243380686222,0.0215722444060971,-0.0103842704169208,0.000431588250886986,0.0467082461450663,-0.0488931722233494,0.0320731314453616,0.0322054051312263,-0.0368074713784827,0.0224045707694683,0.000237463465333856,0.000838603304430857,0.00197627530253486,-0.0094310972105595,0.00809002381135087,-0.00285800503541181
0.36,0.951319514311729,1.04605973747468,0.972892716849986,-0.130588470196503,0.1014891558946,-0.0726006248018387,0.00129647200520266,0.00165926269040565,-0.000211948431726602,0.0215788266789846,-0.0103760501676034,0.000430565006903453,0.0409819049833314,-0.0440226558130879,0.0294785279672213,0.0267662394623864,-0.032176267878967,0.0200014176199246,0.000134197263512125,0.000934489169528817,0.0019211763539266,-0.00934291308378458,0.00804232193000135,-0.00281737881972175
0.365,0.950684151923986,1.04655037134806,0.972538533151345,-0.123526943472499,0.0947413093484713,-0.0690612185893936,0.00125751162752559,0.00168861428834618,-0.000226026381674217,0.0215852111404172,-0.0103676799424711,0.000429469811718373,0.0351365827899596,-0.0390667945299836,0.0268562182440917,0.0212024063061565,-0.0274549807934809,0.0175667672548896,3.27922063731556e-05,0.00102900259480627,0.0018669877603846,-0.00925665878282897,0.00799609083670786,-0.00277773773421646
0.37,0.950084538895384,1.04700692254488,0.972202219116593,-0.116289010757924,0.0878566545167423,-0.0654531418957687,0.00121973159665959,0.00171670034202673,-0.000239492176090038,0.0215914037624729,-0.0103591661339393,0.00042830576332659,0.0291740025122907,-0.0340283788113543,0.0242073775530965,0.0155157412092444,-0.022646494392149,0.0151018700177323,-6.67879977818003e-05,0.00112216802878914,0.00181369214351414,-0.00917229553314602,0.0079512986803123,-0.00273906162416796
0.375,0.949521552858233,1.04742871570976,0.971884112332331,-0.108876459197611,0.0808386960553093,-0.061778706345548,0.00118310424851273,0.00174354641360615,-0.000252360412813283,0.0215974103774907,-0.0103505150056669,0.000427075885868103,0.0230965126265097,-0.0289106604820274,0.0215332543544502,0.00970870301758643,-0.0177541524745913,0.0126080479485014,-0.00016457893396033,0.00121400946708415,0.00176127248250737,-0.00908978533990916,0.00790791427154578,-0.00270133072046704
0.38,0.948996062057026,1.04781509348339,0.971584538745256,-0.101291262991247,0.0736911315848985,-0.0580402567231499,0.00114760247598239,0.00176917769120278,-0.000264645350632789,0.0216032366808871,-0.0103417326944394,0.00042578313134491,0.0169071376896676,-0.0237173702589125,0.0188351719827163,0.00378442447251735,-0.0127817759112872,0.0100866965046162,-0.000260615494968623,0.00130455046105717,0.00170971210682158,-0.00900909097306878,0.00786590706963228,-0.0026645256322285
