time_s,manifest_id,voltage_V_DG1,voltage_V_DG2,voltage_V_DG3,voltage_V_DG4,voltage_error_V_DG1,voltage_error_V_DG2,voltage_error_V_DG3,voltage_error_V_DG4,ppc_boundary_V_DG1,ppc_boundary_V_DG2,ppc_boundary_V_DG3,ppc_boundary_V_DG4
0.135,f27c2278f5bdb77b,310.34608136087,310.286829731008,310.228060908646,310.316146972965,0.346081360869903,0.286829731008311,0.228060908646285,0.316146972964873,24.8,24.8,24.8,24.8
0.14,f27c2278f5bdb77b,310.344329488904,310.28526326869,310.226712006264,310.314467053144,0.344329488903895,0.285263268689562,0.226712006264222,0.314467053144313,24.8,24.8,24.8,24.8
0.145,f27c2278f5bdb77b,310.342534308515,310.283658034369,310.225329594366,310.312745600271,0.342534308514587,0.28365803436941,0.225329594366315,0.312745600271398,24.8,24.8,24.8,24.8
0.15,f27c2278f5bdb77b,310.340697015195,310.282015093378,310.223914580406,310.310983761132,0.340697015194507,0.282015093377709,0.223914580405904,0.310983761131808,24.8,24.8,24.8,24.8
0.155,f27c2278f5bdb77b,310.338818783151,310.280335492008,310.222467855409,310.309182662142,0.338818783151225,0.280335492007964,0.222467855408979,0.309182662141723,24.8,24.8,24.8,24.8
0.16,f27c2278f5bdb77b,310.336900765633,310.278620257812,310.220990294237,310.307343409657,0.336900765632777,0.278620257812236,0.220990294237481,0.307343409656823,24.8,24.8,24.8,24.8
0.165,f27c2278f5bdb77b,310.334944095249,310.27687039989,310.219482755849,310.305467090277,0.334944095248829,0.276870399890129,0.219482755849015,0.305467090277148,24.8,24.8,24.8,24.8
0.17,f27c2278f5bdb77b,310.332949884286,310.275086909174,310.217946083552,310.303554771148,0.332949884285938,0.275086909174206,0.217946083552079,0.303554771147844,24.8,24.8,24.8,24.8
0.175,f27c2278f5bdb77b,310.330919225019,310.273270758712,310.216381105258,310.301607500256,0.330919225019329,0.273270758711988,0.216381105257767,0.301607500255898,24.8,24.8,24.8,24.8
0.18,f27c2278f5bdb77b,310.328853190021,310.271422903943,310.214788633728,310.299626306722,0.328853190020538,0.27142290394255,0.214788633727665,0.299626306721905,24.8,24.8,24.8,24.8
0.185,f27c2278f5bdb77b,310.32675283246,310.26954428297,310.213169466818,310.297612201089,0.326752832459704,0.269544282970173,0.21316946681776,0.297612201088782,24.8,24.8,24.8,24.8
0.19,f27c2278f5bdb77b,310.324619186404,310.267635816834,310.211524387719,310.295566175606,0.324619186404448,0.267635816833661,0.211524387718782,0.295566175605586,24.8,24.8,24.8,24.8
0.195,f27c2278f5bdb77b,310.322453267114,310.265698409772,310.209854165193,310.293489204508,0.322453267113929,0.265698409771744,0.209854165192837,0.293489204507978,24.8,24.8,24.8,24.8
0.2,f27c2278f5bdb77b,310.320256071329,310.263732949485,310.208159553807,310.291382244294,0.320256071329197,0.263732949485018,0.208159553806581,0.291382244294255,24.8,24.8,24.8,24.8
0.205,f27c2278f5bdb77b,310.318028577559,310.261740307393,310.20644129416,310.289246233998,0.318028577559289,0.261740307393438,0.206441294160413,0.289246233997972,24.8,24.8,24.8,24.8
0.21,f27c2278f5bdb77b,310.315771746363,310.259721338891,310.204700113115,310.287082095456,0.315771746362714,0.259721338890756,0.204700113114825,0.287082095455958,24.8,24.8,24.8,24.8
0.215,f27c2278f5bdb77b,310.313486520626,310.257676883595,310.202936724013,310.284890733574,0.313486520625986,0.257676883594968,0.202936724012716,0.284890733573718,24.8,24.8,24.8,24.8
0.22,f27c2278f5bdb77b,310.311173825837,310.255607765595,310.201151826899,310.282673036586,0.3111738258375,0.255607765595187,0.201151826898581,0.282673036585834,24.8,24.8,24.8,24.8
0.225,f27c2278f5bdb77b,310.308834570357,310.253514793695,310.199346108734,310.280429876314,0.308834570357135,0.253514793695103,0.199346108734403,0.280429876313974,24.8,24.8,24.8,24.8
0.23,f27c2278f5bdb77b,310.306469645683,310.251398761652,310.197520243612,310.27816210842,0.306469645683308,0.251398761652297,0.197520243611962,0.27816210842002,24.8,24.8,24.8,24.8
0.235,f27c2278f5bdb77b,310.304079926715,310.249260448415,310.195674892962,310.275870572656,0.304079926714735,0.249260448415271,0.195674892962359,0.275870572656288,24.8,24.8,24.8,24.8
0.24,f27c2278f5bdb77b,310.30166627201,310.247100618356,310.193810705762,310.273556093113,0.301666272009527,0.247100618355603,0.193810705761734,0.273556093112518,24.8,24.8,24.8,24.8
0.245,f27c2278f5bdb77b,310.29922952404,310.244920021498,310.191928318734,310.271219478459,0.299229524040243,0.244920021498103,0.191928318734313,0.271219478458534,24.8,24.8,24.8,24.8
0.25,f27c2278f5bdb77b,310.296770509445,310.242719393747,310.190028356552,310.268861522184,0.296770509445139,0.242719393746654,0.190028356552375,0.268861522184068,24.8,24.8,24.8,24.8
0.255,f27c2278f5bdb77b,310.294290039276,310.240499457107,310.188111432033,310.266483002835,0.294290039275836,0.240499457107092,0.188111432032542,0.266483002835116,24.8,24.8,24.8,24.8
0.26,f27c2278f5bdb77b,310.291788909242,310.238260919907,310.18617814633,310.264084684247,0.291788909241859,0.238260919907134,0.18617814632978,0.264084684246995,24.8,24.8,24.8,24.8
0.265,f27c2278f5bdb77b,310.289267899951,310.236004477013,310.184229089128,310.261667315773,0.289267899951255,0.236004477012557,0.184229089128223,0.261667315773309,24.8,24.8,24.8,24.8
0.27,f27c2278f5bdb77b,310.286727777148,310.233730810041,310.182264838829,310.259231632513,0.286727777147917,0.233730810040811,0.182264838828587,0.259231632513092,24.8,24.8,24.8,24.8
0.275,f27c2278f5bdb77b,310.284169291945,310.231440587571,310.180285962733,310.256778355534,0.284169291945261,0.231440587570887,0.180285962733365,0.256778355533584,24.8,24.8,24.8,24.8
