time_s,manifest_id,voltage_V_DG1,voltage_V_DG2,voltage_V_DG3,voltage_V_DG4,voltage_error_V_DG1,voltage_error_V_DG2,voltage_error_V_DG3,voltage_error_V_DG4,ppc_boundary_V_DG1,ppc_boundary_V_DG2,ppc_boundary_V_DG3,ppc_boundary_V_DG4
3.5,f27c2278f5bdb77b,309.70218175856,309.699111800257,309.696772774615,309.698144582966,-0.297818241439757,-0.300888199742587,-0.30322722538483,-0.30185541703429,24.8,24.8,24.8,24.8
3.505,f27c2278f5bdb77b,309.702147949843,309.699081150912,309.696744811695,309.698115486091,-0.297852050156564,-0.300918849088362,-0.303255188305229,-0.301884513908874,24.8,24.8,24.8,24.8
3.51,f27c2278f5bdb77b,309.702114236198,309.69905062721,309.696717004355,309.698086526267,-0.297885763801617,-0.300949372790399,-0.303282995644565,-0.301913473732839,24.8,24.8,24.8,24.8
3.515,f27c2278f5bdb77b,309.702080615659,309.699020227162,309.696689350549,309.69805770158,-0.297919384341412,-0.30097977283765,-0.303310649450793,-0.301942298420329,24.8,24.8,24.8,24.8
3.52,f27c2278f5bdb77b,309.702047086279,309.698989948801,309.696661848248,309.698029010134,-0.29795291372136,-0.301010051199114,-0.303338151752371,-0.301970989866334,24.8,24.8,24.8,24.8
3.525,f27c2278f5bdb77b,309.702013646134,309.698959790176,309.696634495442,309.698000450053,-0.297986353865895,-0.301040209824293,-0.303365504558371,-0.30199954994697,24.8,24.8,24.8,24.8
3.53,f27c2278f5bdb77b,309.701980293321,309.698929749357,309.696607290141,309.697972019481,-0.298019706678929,-0.301070250642965,-0.303392709858656,-0.30202798051937,24.8,24.8,24.8,24.8
3.535,f27c2278f5bdb77b,309.701947025956,309.698899824434,309.696580230376,309.697943716578,-0.298052974043742,-0.301100175565864,-0.303419769623872,-0.302056283422132,24.8,24.8,24.8,24.8
3.54,f27c2278f5bdb77b,309.701913842177,309.698870013516,309.696553314194,309.697915539525,-0.29808615782332,-0.301129986484227,-0.303446685805909,-0.302084460475328,24.8,24.8,24.8,24.8
3.545,f27c2278f5bdb77b,309.70188074014,309.698840314729,309.696526539662,309.697887486519,-0.2981192598603,-0.301159685270648,-0.303473460337727,-0.302112513480665,24.8,24.8,24.8,24.8
3.55,f27c2278f5bdb77b,309.701847718023,309.698810726221,309.696499904866,309.697859555778,-0.298152281977423,-0.301189273778505,-0.303500095133757,-0.30214044422172,24.8,24.8,24.8,24.8
3.555,f27c2278f5bdb77b,309.701814774022,309.698781246157,309.69647340791,309.697831745536,-0.298185225977591,-0.301218753842534,-0.303526592089895,-0.30216825446405,24.8,24.8,24.8,24.8
3.56,f27c2278f5bdb77b,309.701781906356,309.698751872721,309.696447046916,309.697804054045,-0.298218093644039,-0.301248127279052,-0.303552953083681,-0.302195945955305,24.8,24.8,24.8,24.8
3.565,f27c2278f5bdb77b,309.70174911326,309.698722604114,309.696420820025,309.697776479575,-0.298250886740334,-0.301277395885904,-0.303579179974577,-0.3022235204254,24.8,24.8,24.8,24.8
3.57,f27c2278f5bdb77b,309.701716392989,309.698693438557,309.696394725396,309.697749020413,-0.298283607010944,-0.301306561442516,-0.303605274603854,-0.302250979586745,24.8,24.8,24.8,24.8
3.575,f27c2278f5bdb77b,309.701683743819,309.69866437429,309.696368761205,309.697721674866,-0.298316256180954,-0.301335625710408,-0.303631238794992,-0.302278325134353,24.8,24.8,24.8,24.8
3.58,f27c2278f5bdb77b,309.701651164044,309.698635409567,309.696342925646,309.697694441254,-0.29834883595646,-0.301364590433025,-0.303657074353623,-0.302305558745843,24.8,24.8,24.8,24.8
3.585,f27c2278f5bdb77b,309.701618651975,309.698606542664,309.696317216932,309.697667317918,-0.298381348024748,-0.301393457335962,-0.303682783067757,-0.302332682081783,24.8,24.8,24.8,24.8
3.59,f27c2278f5bdb77b,309.701586205946,309.698577771873,309.696291633292,309.697640303214,-0.298413794054341,-0.301422228127194,-0.303708366708008,-0.302359696785913,24.8,24.8,24.8,24.8
3.595,f27c2278f5bdb77b,309.701553824305,309.698549095503,309.696266172972,309.697613395515,-0.298446175695233,-0.301450904497017,-0.3037338270276,-0.302386604484866,24.8,24.8,24.8,24.8
3.6,f27c2278f5bdb77b,309.701521505421,309.698520511881,309.696240834237,309.697586593211,-0.298478494579115,-0.301479488118503,-0.303759165762585,-0.302413406788844,24.8,24.8,24.8,24.8
3.605,f27c2278f5bdb77b,309.701489247681,309.698492019353,309.696215615368,309.697559894709,-0.29851075231926,-0.301507980647386,-0.303784384631967,-0.302440105291396,24.8,24.8,24.8,24.8
3.61,f27c2278f5bdb77b,309.701457049489,309.698463616278,309.696190514662,309.69753329843,-0.298542950511091,-0.301536383722237,-0.303809485337695,-0.302466701569699,24.8,24.8,24.8,24.8
3.615,f27c2278f5bdb77b,309.701424909268,309.698435301035,309.696165530435,309.697506802815,-0.298575090731845,-0.301564698964683,-0.303834469565118,-0.302493197184674,24.8,24.8,24.8,24.8
3.62,f27c2278f5bdb77b,309.701392825459,309.69840707202,309.696140661017,309.697480406319,-0.298607174541189,-0.301592927979584,-0.303859338982704,-0.302519593681041,24.8,24.8,24.8,24.8
3.625,f27c2278f5bdb77b,309.701360796519,309.698378927645,309.696115904757,309.697454107412,-0.298639203481059,-0.301621072355033,-0.303884095242665,-0.302545892587659,24.8,24.8,24.8,24.8
3.63,f27c2278f5bdb77b,309.701328820924,309.698350866338,309.696091260019,309.697427904583,-0.298671179075995,-0.301649133662409,-0.303908739980614,-0.302572095417474,24.8,24.8,24.8,24.8
3.635,f27c2278f5bdb77b,309.701296897167,309.698322886543,309.696066725184,309.697401796332,-0.298703102833031,-0.30167711345689,-0.303933274816018,-0.302598203667742,24.8,24.8,24.8,24.8
3.64,f27c2278f5bdb77b,309.701265023758,309.698294986723,309.696042298648,309.69737578118,-0.298734976242258,-0.301705013277171,-0.303957701352147,-0.302624218820142,24.8,24.8,24.8,24.8
3.645,f27c2278f5bdb77b,309.701233199223,309.698267165354,309.696017978824,309.697349857659,-0.298766800776548,-0.301732834645918,-0.303982021176296,-0.302650142340951,24.8,24.8,24.8,24.8
3.65,f27c2278f5bdb77b,309.701201422108,309.69823942093,309.69599376414,309.697324024319,-0.298798577891944,-0.301760579069594,-0.304006235859902,-0.302675975681041,24.8,24.8,24.8,24.8
3.655,f27c2278f5bdb77b,309.701169690972,309.698211751961,309.695969653041,309.697298279724,-0.298830309027721,-0.301788248038861,-0.304030346958712,-0.302701720276275,24.8,24.8,24.8,24.8
3.66,f27c2278f5bdb77b,309.701138004393,309.698184156971,309.695945643987,309.697272622453,-0.298861995606501,-0.301815843028635,-0.304054356012728,-0.302727377547285,24.8,24.8,24.8,24.8
3.665,f27c2278f5bdb77b,309.701106360965,309.698156634502,309.695921735453,309.6972470511,-0.298893639034588,-0.30184336549803,-0.304078264546547,-0.302752948899808,24.8,24.8,24.8,24.8
3.67,f27c2278f5bdb77b,309.701074759298,309.698129183109,309.695897925931,309.697221564275,-0.298925240701749,-0.301870816890698,-0.304102074069476,-0.302778435724974,24.8,24.8,24.8,24.8
3.675,f27c2278f5bdb77b,309.701043198018,309.698101801365,309.695874213925,309.697196160601,-0.298956801981717,-0.301898198634888,-0.304125786075417,-0.302803839399019,24.8,24.8,24.8,24.8
3.68,f27c2278f5bdb77b,309.701011675768,309.698074487856,309.695850597957,309.697170838716,-0.298988324231971,-0.301925512143669,-0.304149402043208,-0.302829161283796,24.8,24.8,24.8,24.8
3.685,f27c2278f5bdb77b,309.700980191206,309.698047241185,309.695827076563,309.697145597273,-0.299019808794355,-0.301952758814764,-0.304172923436795,-0.302854402726666,24.8,24.8,24.8,24.8
3.69,f27c2278f5bdb77b,309.700948743005,309.698020059969,309.695803648295,309.697120434939,-0.299051256994687,-0.30197994003106,-0.304196351705173,-0.302879565060721,24.8,24.8,24.8,24.8
3.695,f27c2278f5bdb77b,309.700917329857,309.69799294284,309.695780311717,309.697095350395,-0.299082670143264,-0.302007057160381,-0.304219688282501,-0.302904649604784,24.8,24.8,24.8,24.8
3.7,f27c2278f5bdb77b,309.700885950465,309.697965888444,309.695757065411,309.697070342336,-0.299114049534694,-0.30203411155577,-0.304242934588501,-0.302929657663867,24.8,24.8,24.8,24.8
3.705,f27c2278f5bdb77b,309.700854603552,309.697938895444,309.695733907972,309.697045409471,-0.299145396448353,-0.302061104555776,-0.304266092028172,-0.302954590528827,24.8,24.8,24.8,24.8
3.71,f27c2278f5bdb77b,309.700823287852,309.697911962516,309.695710838008,309.697020550523,-0.29917671214838,-0.302088037484111,-0.304289161992244,-0.302979449476823,24.8,24.8,24.8,24.8
3.715,f27c2278f5bdb77b,309.700792002116,309.69788508835,309.695687854143,309.696995764229,-0.29920799788357,-0.302114911650335,-0.304312145857125,-0.303004235771255,24.8,24.8,24.8,24.8
3.72,f27c2278f5bdb77b,309.700760745112,309.697858271651,309.695664955015,309.696971049338,-0.299239254887937,-0.302141728349454,-0.304335044985066,-0.303028950662053,24.8,24.8,24.8,24.8
3.725,f27c2278f5bdb77b,309.70072951562,309.697831511138,309.695642139276,309.696946404614,-0.299270484380486,-0.302168488862492,-0.304357860724281,-0.30305359538562,24.8,24.8,24.8,24.8
3.73,f27c2278f5bdb77b,309.700698312434,309.697804805544,309.695619405591,309.696921828835,-0.299301687565503,-0.302195194456203,-0.304380594408997,-0.303078171164998,24.8,24.8,24.8,24.8
3.735,f27c2278f5bdb77b,309.700667134367,309.697778153617,309.69559675264,309.69689732079,-0.299332865632607,-0.302221846383475,-0.304403247359687,-0.303102679209985,24.8,24.8,24.8,24.8
3.74,f27c2278f5bdb77b,309.700635980243,309.697751554117,309.695574179117,309.696872879283,-0.299364019757036,-0.302248445883379,-0.304425820883012,-0.303127120717363,24.8,24.8,24.8,24.8
3.745,f27c2278f5bdb77b,309.700604848901,309.697725005819,309.695551683728,309.696848503129,-0.299395151099475,-0.302274994181005,-0.304448316272158,-0.303151496870782,24.8,24.8,24.8,24.8
3.75,f27c2278f5bdb77b,309.700573739193,309.697698507512,309.695529265193,309.696824191159,-0.299426260806513,-0.302301492488141,-0.304470734806728,-0.303175808841161,24.8,24.8,24.8,24.8
3.755,f27c2278f5bdb77b,309.70054264999,309.697672057997,309.695506922247,309.696799942214,-0.299457350010414,-0.302327942002819,-0.304493077753023,-0.303200057786398,24.8,24.8,24.8,24.8
3.76,f27c2278f5bdb77b,309.70051158017,309.69764565609,309.695484653636,309.696775755148,-0.299488419829515,-0.302354343909712,-0.304515346363985,-0.303224244851947,24.8,24.8,24.8,24.8
3.765,f27c2278f5bdb77b,309.700480528632,309.69761930062,309.695462458121,309.696751628829,-0.299519471368342,-0.302380699380251,-0.30453754187937,-0.303248371170639,24.8,24.8,24.8,24.8
3.77,f27c2278f5bdb77b,309.700449494283,309.697592990427,309.695440334474,309.696727562137,-0.299550505717434,-0.302407009572562,-0.304559665526085,-0.303272437862745,24.8,24.8,24.8,24.8
3.775,f27c2278f5bdb77b,309.700418476046,309.697566724368,309.695418281482,309.696703553964,-0.299581523953805,-0.302433275631756,-0.304581718517852,-0.303296446036313,24.8,24.8,24.8,24.8
3.78,f27c2278f5bdb77b,309.700387472859,309.69754050131,309.695396297944,309.696679603213,-0.299612527140823,-0.302459498689984,-0.304603702055658,-0.303320396787058,24.8,24.8,24.8,24.8
3.785,f27c2278f5bdb77b,309.700356483671,309.697514320134,309.695374382672,309.696655708801,-0.299643516328501,-0.302485679866436,-0.304625617327815,-0.303344291198584,24.8,24.8,24.8,24.8
3.79,f27c2278f5bdb77b,309.700325507447,309.697488179732,309.69535253449,309.696631869657,-0.299674492553493,-0.302511820267569,-0.304647465509788,-0.303368130342506,24.8,24.8,24.8,24.8
3.795,f27c2278f5bdb77b,309.700294543161,309.697462079013,309.695330752235,309.696608084722,-0.299705456839149,-0.30253792098722,-0.304669247764764,-0.303391915278326,24.8,24.8,24.8,24.8
3.8,f27c2278f5bdb77b,309.700263589804,309.697436016893,309.695309034757,309.696584352946,-0.299736410195806,-0.302563983106609,-0.304690965243367,-0.30341564705401,24.8,24.8,24.8,24.8
3.805,f27c2278f5bdb77b,309.700232646379,309.697409992306,309.695287380916,309.696560673295,-0.299767353620837,-0.302590007694391,-0.30471261908383,-0.303439326705472,24.8,24.8,24.8,24.8
3.81,f27c2278f5bdb77b,309.700201711901,309.697384004193,309.695265789588,309.696537044743,-0.299798288098543,-0.302615995807002,-0.304734210412335,-0.303462955257316,24.8,24.8,24.8,24.8
3.815,f27c2278f5bdb77b,309.700170785399,309.697358051511,309.695244259657,309.696513466278,-0.299829214600663,-0.302641948488656,-0.304755740342841,-0.303486533722207,24.8,24.8,24.8,24.8
3.82,f27c2278f5bdb77b,309.700139865914,309.697332133229,309.695222790023,309.696489936898,-0.299860134086202,-0.302667866771287,-0.304777209977203,-0.303510063101896,24.8,24.8,24.8,24.8
3.825,f27c2278f5bdb77b,309.700108952499,309.697306248325,309.695201379594,309.696466455614,-0.29989104750149,-0.302693751674724,-0.304798620405506,-0.303533544386198,24.8,24.8,24.8,24.8
3.83,f27c2278f5bdb77b,309.700078044219,309.697280395793,309.695180027294,309.696443021446,-0.299921955780519,-0.30271960420697,-0.3048199727059,-0.303556978554298,24.8,24.8,24.8,24.8
3.835,f27c2278f5bdb77b,309.700047140155,309.697254574636,309.695158732055,309.696419633426,-0.29995285984495,-0.302745425364037,-0.304841267944823,-0.303580366573726,24.8,24.8,24.8,24.8
3.84,f27c2278f5bdb77b,309.700016239396,309.69722878387,309.695137492823,309.696396290599,-0.299983760603993,-0.302771216130338,-0.30486250717712,-0.303603709401273,24.8,24.8,24.8,24.8
3.845,f27c2278f5bdb77b,309.699985341045,309.697203022522,309.695116308554,309.696372992017,-0.300014658955035,-0.302796977478295,-0.30488369144598,-0.303627007982698,24.8,24.8,24.8,24.8
3.85,f27c2278f5bdb77b,309.699954444217,309.697177289631,309.695095178217,309.696349736747,-0.300045555783129,-0.302822710369014,-0.304904821783282,-0.303650263252791,24.8,24.8,24.8,24.8
3.855,f27c2278f5bdb77b,309.699923548039,309.697151584248,309.695074100791,309.696326523864,-0.300076451961445,-0.302848415752123,-0.304925899209479,-0.303673476135771,24.8,24.8,24.8,24.8
3.86,f27c2278f5bdb77b,309.699892651649,309.697125905434,309.695053075266,309.696303352455,-0.300107348351446,-0.302874094565652,-0.304946924733713,-0.303696647544996,24.8,24.8,24.8,24.8
3.865,f27c2278f5bdb77b,309.699861754197,309.697100252264,309.695032100646,309.696280221617,-0.300138245802771,-0.30289974773649,-0.30496789935421,-0.303719778383311,24.8,24.8,24.8,24.8
3.87,f27c2278f5bdb77b,309.699830854847,309.69707462382,309.695011175942,309.696257130457,-0.300169145153347,-0.302925376180269,-0.304988824057716,-0.3037428695431,24.8,24.8,24.8,24.8
3.875,f27c2278f5bdb77b,309.69979995277,309.697049019199,309.69499030018,309.696234078094,-0.300200047229623,-0.302950980801484,-0.305009699820346,-0.303765921906233,24.8,24.8,24.8,24.8
3.88,f27c2278f5bdb77b,309.699769047153,309.697023437506,309.694969472393,309.696211063656,-0.300230952846562,-0.302976562493598,-0.30503052760713,-0.303788936344461,24.8,24.8,24.8,24.8
3.885,f27c2278f5bdb77b,309.699738137192,309.696997877861,309.694948691628,309.696188086281,-0.300261862807872,-0.303002122139219,-0.305051308372356,-0.30381191371913,24.8,24.8,24.8,24.8
3.89,f27c2278f5bdb77b,309.699707222094,309.69697233939,309.69492795694,309.696165145119,-0.300292777905895,-0.303027660609985,-0.305072043059567,-0.303834854881416,24.8,24.8,24.8,24.8
3.895,f27c2278f5bdb77b,309.699676301078,309.696946821233,309.694907267398,309.696142239327,-0.300323698921773,-0.303053178766788,-0.305092732601793,-0.303857760672543,24.8,24.8,24.8,24.8
3.9,f27c2278f5bdb77b,309.699645373374,309.69692132254,309.694886622079,309.696119368076,-0.300354626625733,-0.303078677460007,-0.30511337792143,-0.303880631923789,24.8,24.8,24.8,24.8
3.905,f27c2278f5bdb77b,309.699614438223,309.696895842471,309.69486602007,309.696096530544,-0.30038556177692,-0.303104157529219,-0.305133979930361,-0.303903469456486,24.8,24.8,24.8,24.8
3.91,f27c2278f5bdb77b,309.699583494876,309.696870380196,309.69484546047,309.696073725918,-0.300416505123565,-0.303129619803599,-0.305154539530236,-0.30392627408213,24.8,24.8,24.8,24.8
3.915,f27c2278f5bdb77b,309.699552542597,309.696844934898,309.694824942388,309.696050953397,-0.300447457403266,-0.303155065101919,-0.305175057612303,-0.303949046602554,24.8,24.8,24.8,24.8
3.92,f27c2278f5bdb77b,309.699521580657,309.696819505767,309.694804464942,309.69602821219,-0.300478419342653,-0.303180494232549,-0.305195535057692,-0.303971787809928,24.8,24.8,24.8,24.8
3.925,f27c2278f5bdb77b,309.699490608342,309.696794092006,309.694784027263,309.696005501513,-0.300509391657897,-0.303205907993629,-0.305215972737471,-0.303994498486873,24.8,24.8,24.8,24.8
3.93,f27c2278f5bdb77b,309.699459624945,309.696768692827,309.694763628488,309.695982820593,-0.300540375054823,-0.303231307173235,-0.305236371512478,-0.304017179406571,24.8,24.8,24.8,24.8
3.935,f27c2278f5bdb77b,309.699428629772,309.696743307451,309.694743267766,309.695960168667,-0.300571370228454,-0.303256692549212,-0.305256732233943,-0.30403983133283,24.8,24.8,24.8,24.8
3.94,f27c2278f5bdb77b,309.699397622136,309.69671793511,309.694722944257,309.69593754498,-0.300602377863697,-0.303282064889572,-0.305277055742863,-0.304062455020016,24.8,24.8,24.8,24.8
3.945,f27c2278f5bdb77b,309.699366601365,309.696692575048,309.694702657129,309.695914948787,-0.300633398635171,-0.303307424952209,-0.305297342870745,-0.304085051213406,24.8,24.8,24.8,24.8
3.95,f27c2278f5bdb77b,309.699335566793,309.696667226515,309.694682405561,309.695892379351,-0.30066443320726,-0.303332773485295,-0.305317594439202,-0.304107620649006,24.8,24.8,24.8,24.8
3.955,f27c2278f5bdb77b,309.699304517766,309.696641888773,309.69466218874,309.695869835946,-0.300695482234289,-0.30335811122734,-0.305337811260301,-0.304130164053902,24.8,24.8,24.8,24.8
3.96,f27c2278f5bdb77b,309.699273453639,309.696616561093,309.694642005863,309.695847317854,-0.300726546360636,-0.303383438907019,-0.305357994136671,-0.304152682146025,24.8,24.8,24.8,24.8
3.965,f27c2278f5bdb77b,309.699242373779,309.696591242757,309.694621856139,309.695824824366,-0.300757626220616,-0.303408757243403,-0.305378143861276,-0.304175175634384,24.8,24.8,24.8,24.8
3.97,f27c2278f5bdb77b,309.699211277561,309.696565933054,309.694601738782,309.695802354781,-0.300788722438824,-0.303434066946181,-0.305398261217874,-0.30419764521929,24.8,24.8,24.8,24.8
3.975,f27c2278f5bdb77b,309.69918016437,309.696540631285,309.694581653019,309.695779908408,-0.300819835630136,-0.303459368715437,-0.3054183469809,-0.304220091592128,24.8,24.8,24.8,24.8
3.98,f27c2278f5bdb77b,309.6991490336,309.696515336758,309.694561598085,309.695757484564,-0.300850966399537,-0.303484663241932,-0.30543840191541,-0.304242515435647,24.8,24.8,24.8,24.8
3.985,f27c2278f5bdb77b,309.699117884657,309.696490048793,309.694541573223,309.695735082576,-0.300882115342688,-0.303509951207332,-0.30545842677742,-0.304264917424064,24.8,24.8,24.8,24.8
3.99,f27c2278f5bdb77b,309.699086716954,309.696464766716,309.694521577686,309.695712701777,-0.300913283045531,-0.303535233283753,-0.305478422313968,-0.304287298222846,24.8,24.8,24.8,24.8
3.995,f27c2278f5bdb77b,309.699055529915,309.696439489865,309.694501610737,309.695690341511,-0.30094447008463,-0.303560510134503,-0.305498389262937,-0.30430965848916,24.8,24.8,24.8,24.8
4,f27c2278f5bdb77b,309.699024322973,309.696414217587,309.694481671647,309.695668001128,-0.300975677027282,-0.30358578241345,-0.305518328353401,-0.304331998871646,24.8,24.8,24.8,24.8
4.005,f27c2278f5bdb77b,309.698993095569,309.696388949234,309.694461759695,309.695645679989,-0.301006904431404,-0.303611050765937,-0.305538240305452,-0.304354320010759,24.8,24.8,24.8,24.8
4.01,f27c2278f5bdb77b,309.698961847154,309.696363684172,309.694441874169,309.695623377462,-0.30103815284582,-0.303636315827987,-0.305558125830601,-0.304376622538484,24.8,24.8,24.8,24.8
4.015,f27c2278f5bdb77b,309.69893057719,309.696338421773,309.694422014369,309.695601092921,-0.301069422810031,-0.303661578226979,-0.305577985631373,-0.304398907078792,24.8,24.8,24.8,24.8
4.02,f27c2278f5bdb77b,309.698899285145,309.696313161419,309.694402179598,309.695578825752,-0.301100714854726,-0.30368683858137,-0.305597820401999,-0.304421174247523,24.8,24.8,24.8,24.8
4.025,f27c2278f5bdb77b,309.698867970499,309.696287902499,309.694382369172,309.695556575348,-0.301132029501446,-0.303712097501148,-0.305617630827896,-0.30444342465222,24.8,24.8,24.8,24.8
4.03,f27c2278f5bdb77b,309.698836632737,309.696262644413,309.694362582414,309.695534341107,-0.301163367262973,-0.30373735558743,-0.30563741758607,-0.304465658892809,24.8,24.8,24.8,24.8
4.035,f27c2278f5bdb77b,309.698805271357,309.696237386567,309.694342818655,309.695512122439,-0.301194728643168,-0.303762613432923,-0.305657181345111,-0.304487877560973,24.8,24.8,24.8,24.8
4.04,f27c2278f5bdb77b,309.698773885863,309.696212128378,309.694323077235,309.695489918759,-0.301226114137194,-0.303787871621807,-0.305676922765372,-0.304510081240778,24.8,24.8,24.8,24.8
4.045,f27c2278f5bdb77b,309.698742475769,309.69618686927,309.694303357501,309.695467729492,-0.30125752423146,-0.303813130729793,-0.305696642498845,-0.304532270508389,24.8,24.8,24.8,24.8
4.05,f27c2278f5bdb77b,309.698711040596,309.696161608676,309.694283658811,309.695445554068,-0.301288959403962,-0.303838391324291,-0.305716341189168,-0.304554445932183,24.8,24.8,24.8,24.8
4.055,f27c2278f5bdb77b,309.698679579876,309.696136346036,309.694263980528,309.695423391927,-0.301320420124057,-0.303863653964413,-0.305736019472079,-0.304576608073091,24.8,24.8,24.8,24.8
4.06,f27c2278f5bdb77b,309.698648093147,309.696111080799,309.694244322025,309.695401242516,-0.301351906852517,-0.303888919201029,-0.305755677975128,-0.304598757484257,24.8,24.8,24.8,24.8
4.065,f27c2278f5bdb77b,309.698616579958,309.696085812423,309.694224682682,309.695379105289,-0.301383420041873,-0.303914187576936,-0.305775317317853,-0.304620894711491,24.8,24.8,24.8,24.8
4.07,f27c2278f5bdb77b,309.698585039864,309.696060540373,309.694205061888,309.695356979707,-0.301414960136356,-0.303939459626747,-0.305794938111887,-0.304643020292929,24.8,24.8,24.8,24.8
4.075,f27c2278f5bdb77b,309.698553472428,309.696035264123,309.694185459039,309.695334865241,-0.301446527571841,-0.303964735877116,-0.305814540961023,-0.304665134759432,24.8,24.8,24.8,24.8
4.08,f27c2278f5bdb77b,309.698521877224,309.696009983153,309.694165873539,309.695312761365,-0.301478122776132,-0.303990016846683,-0.305834126461207,-0.304687238634529,24.8,24.8,24.8,24.8
4.085,f27c2278f5bdb77b,309.698490253831,309.695984696954,309.694146304799,309.695290667565,-0.301509746168847,-0.304015303046356,-0.305853695200597,-0.304709332434527,24.8,24.8,24.8,24.8
4.09,f27c2278f5bdb77b,309.698458601838,309.695959405021,309.69412675224,309.695268583332,-0.301541398161589,-0.304040594979028,-0.305873247759848,-0.30473141666829,24.8,24.8,24.8,24.8
4.095,f27c2278f5bdb77b,309.698426920842,309.69593410686,309.694107215288,309.695246508162,-0.301573079157947,-0.304065893139864,-0.305892784711773,-0.304753491837801,24.8,24.8,24.8,24.8
4.1,f27c2278f5bdb77b,309.698395210446,309.695908801983,309.694087693378,309.695224441562,-0.301604789553721,-0.304091198016522,-0.305912306621792,-0.304775558437825,24.8,24.8,24.8,24.8
4.105,f27c2278f5bdb77b,309.698363470263,309.695883489911,309.694068185952,309.695202383044,-0.301636529736697,-0.304116510088761,-0.305931814047881,-0.304797616956137,24.8,24.8,24.8,24.8
4.11,f27c2278f5bdb77b,309.698331699913,309.695858170171,309.69404869246,309.695180332126,-0.301668300087044,-0.304141829829064,-0.305951307540397,-0.304819667873574,24.8,24.8,24.8,24.8
4.115,f27c2278f5bdb77b,309.698299899023,309.695832842298,309.694029212357,309.695158288336,-0.301700100977087,-0.304167157702068,-0.305970787642593,-0.304841711663926,24.8,24.8,24.8,24.8
4.12,f27c2278f5bdb77b,309.698268067228,309.695807505835,309.69400974511,309.695136251206,-0.301731932771588,-0.30419249416525,-0.305990254890219,-0.304863748794276,24.8,24.8,24.8,24.8
4.125,f27c2278f5bdb77b,309.698236204172,309.695782160332,309.693990290188,309.695114220275,-0.301763795827753,-0.304217839668468,-0.30600970981186,-0.304885779724827,24.8,24.8,24.8,24.8
4.13,f27c2278f5bdb77b,309.698204309505,309.695756805346,309.693970847071,309.695092195091,-0.301795690495055,-0.304243194654475,-0.306029152929,-0.304907804909135,24.8,24.8,24.8,24.8
4.135,f27c2278f5bdb77b,309.698172382884,309.695731440441,309.693951415244,309.695070175206,-0.301827617115805,-0.304268559558636,-0.306048584755956,-0.304929824793987,24.8,24.8,24.8,24.8
4.14,f27c2278f5bdb77b,309.698140423975,309.695706065191,309.6939319942,309.69504816018,-0.301859576024697,-0.304293934809095,-0.306068005799887,-0.30495183981958,24.8,24.8,24.8,24.8
4.145,f27c2278f5bdb77b,309.698108432451,309.695680679173,309.693912583439,309.69502614958,-0.301891567549148,-0.304319320826892,-0.306087416561127,-0.304973850419572,24.8,24.8,24.8,24.8
4.15,f27c2278f5bdb77b,309.698076407991,309.695655281974,309.693893182467,309.695004142979,-0.301923592009416,-0.304344718026016,-0.306106817532964,-0.304995857021026,24.8,24.8,24.8,24.8
4.155,f27c2278f5bdb77b,309.698044350282,309.695629873187,309.693873790798,309.694982139955,-0.301955649718423,-0.304370126813353,-0.306126209201921,-0.3050178600447,24.8,24.8,24.8,24.8
4.16,f27c2278f5bdb77b,309.698012259018,309.695604452411,309.693854407952,309.694960140095,-0.301987740981872,-0.30439554758874,-0.306145592047528,-0.305039859904866,24.8,24.8,24.8,24.8
4.165,f27c2278f5bdb77b,309.697980133901,309.695579019255,309.693835033457,309.694938142991,-0.30201986609859,-0.304420980745363,-0.306164966542667,-0.305061857009321,24.8,24.8,24.8,24.8
4.17,f27c2278f5bdb77b,309.69794797464,309.695553573331,309.693815666846,309.69491614824,-0.302052025360183,-0.304446426669188,-0.306184333153567,-0.305083851759832,24.8,24.8,24.8,24.8
4.175,f27c2278f5bdb77b,309.697915780949,309.69552811426,309.69379630766,309.694894155448,-0.30208421905138,-0.304471885739702,-0.306203692339693,-0.30510584455169,24.8,24.8,24.8,24.8
4.18,f27c2278f5bdb77b,309.69788355255,309.695502641671,309.693776955446,309.694872164226,-0.302116447449976,-0.304497358329456,-0.306223044553917,-0.305127835774101,24.8,24.8,24.8,24.8
4.185,f27c2278f5bdb77b,309.697851289173,309.695477155196,309.693757609757,309.69485017419,-0.302148710826827,-0.30452284480441,-0.306242390242687,-0.30514982581019,24.8,24.8,24.8,24.8
4.19,f27c2278f5bdb77b,309.697818990554,309.695451654476,309.693738270154,309.694828184963,-0.302181009446031,-0.304548345523813,-0.306261729845914,-0.305171815036942,24.8,24.8,24.8,24.8
4.195,f27c2278f5bdb77b,309.697786656435,309.69542613916,309.693718936203,309.694806196175,-0.302213343565029,-0.304573860840321,-0.306281063796973,-0.305193803825262,24.8,24.8,24.8,24.8
4.2,f27c2278f5bdb77b,309.697754286565,309.6954006089,309.693699607477,309.69478420746,-0.302245713434559,-0.304599391100112,-0.306300392523042,-0.305215792540139,24.8,24.8,24.8,24.8
4.205,f27c2278f5bdb77b,309.697721880701,309.695375063357,309.693680283555,309.694762218459,-0.302278119298592,-0.304624936642938,-0.306319716444875,-0.305237781540598,24.8,24.8,24.8,24.8
