time_s,manifest_id,voltage_pu_DG1,voltage_pu_DG2,voltage_pu_DG3,frequency_deviation_pu_DG1,frequency_deviation_pu_DG2,frequency_deviation_pu_DG3,voltage_tracking_error_pu_DG1,voltage_tracking_error_pu_DG2,voltage_tracking_error_pu_DG3,frequency_tracking_error_pu_DG1,frequency_tracking_error_pu_DG2,frequency_tracking_error_pu_DG3
0.28,9e81ce3e9621f78a,0.965601818381745,1.03418526785351,0.980671303606518,0.00210530486323546,0.000995133616674838,0.000109921659730969,-0.0343981816182546,0.0341852678535097,-0.0193286963934824,0.00210530486323546,0.000995133616674838,0.000109921659730969
0.285,9e81ce3e9621f78a,0.964519955137355,1.03511698344339,0.980086149421684,0.00204318966667437,0.00104853600219617,8.37508106827416e-05,-0.0354800448626449,0.0351169834433884,-0.0199138505783164,0.00204318966667437,0.00104853600219617,8.37508106827416e-05
0.29,9e81ce3e9621f78a,0.963458769346224,1.03602744469901,0.979511971035539,0.00198278446929711,0.00110020863262216,5.84796279496263e-05,-0.0365412306537759,0.0360274446990079,-0.0204880289644608,0.00198278446929711,0.00110020863262216,5.84796279496263e-05
0.295,9e81ce3e9621f78a,0.96241926675211,1.03691574396431,0.978949279210399,0.0019240507498356,0.00115018379278455,3.4086736233852e-05,-0.0375807332478901,0.036915743964314,-0.0210507207896014,0.0019240507498356,0.00115018379278455,3.4086736233852e-05
0.3,9e81ce3e9621f78a,0.961402442435357,1.03778098828366,0.978398574150873,0.0018669507887574,0.00119849330356757,1.05512700313872e-05,-0.0385975575646429,0.0377809882836606,-0.0216014258491275,0.0018669507887574,0.00119849330356757,1.05512700313872e-05
0.305,9e81ce3e9621f78a,0.960409281438015,1.0386222991013,0.977860345513755,0.00181144764985737,0.00124516852808021,-1.21471393967878e-05,-0.0395907185619855,0.0386222991012999,-0.0221396544862454,0.00181144764985737,0.00124516852808021,-1.21471393967878e-05
0.31,9e81ce3e9621f78a,0.959440759359887,1.03943881200057,0.977335072409807,0.00175750516230758,0.001290240377758,-3.40283766901334e-05,-0.0405592406401131,0.0394388120005671,-0.0226649275901926,0.00175750516230758,0.001290240377758,-3.40283766901334e-05
0.315,9e81ce3e9621f78a,0.95849784291808,1.04022967648847,0.976823223396939,0.00170508790315371,0.00133373931839441,-5.51118547014744e-05,-0.0415021570819201,0.0402296764884746,-0.0231767766030606,0.00170508790315371,0.00133373931839441,-5.51118547014744e-05
0.32,9e81ce3e9621f78a,0.957581490461947,1.04099405583165,0.976325256464255,0.00165416118024672,0.00137569537610209,-7.54165264680657e-05,-0.0424185095380526,0.0409940558316459,-0.0236747435357447,0.00165416118024672,0.00137569537610209,-7.54165264680657e-05
0.325,9e81ce3e9621f78a,0.956692652434703,1.04173112694972,0.975841619006466,0.00160469101559946,0.00141613814320342,-9.49608968513966e-05,-0.043307347565297,0.0417311269497167,-0.0241583809935343,0.00160469101559946,0.00141613814320342,-9.49608968513966e-05
0.33,9e81ce3e9621f78a,0.955832271772315,1.04244008037246,0.975372747788148,0.00155664412915841,0.00145509678405038,-0.00011376303385626,-0.044167728227685,0.0424400803724581,-0.024627252211852,0.00155664412915841,0.00145509678405038,-0.00011376303385626
0.335,9e81ce3e9621f78a,0.955001284229682,1.04312012026695,0.974919068897362,0.00150998792298185,0.00149260004077292,-0.000131840579639537,-0.0449987157703183,0.0431201202669484,-0.0250809311026382,0.00150998792298185,0.00149260004077292,-0.000131840579639537
0.34,9e81ce3e9621f78a,0.954200618623503,1.04377046454112,0.974480997688144,0.00146469046581622,0.00152867623895484,-0.00014921076121908,-0.0457993813764973,0.0437704645411185,-0.025519002311856,0.00146469046581622,0.00152867623895484,-0.00014921076121908
0.345,9e81ce3e9621f78a,0.953431196980733,1.0443903450299,0.974058938711432,0.00142072047806372,0.00156335329323581,-0.000165890400892981,-0.0465688030192671,0.0443903450299015,-0.0259410612885684,0.00142072047806372,0.00156335329323581,-0.000165890400892981
0.35,9e81ce3e9621f78a,0.952693934581061,1.04497900777003,0.973653285633995,0.00137804731713483,0.00159665871283757,-0.000181895926379449,-0.0473060654189393,0.0449790077700305,-0.0263467143660046,0.00137804731713483,0.00159665871283757,-0.000181895926379449
0.355,9e81ce3e9621f78a,0.951989739881516,1.04553571336923,0.973264421145006,0.00133664096318065,0.00162861960701177,-0.000197243380687396,-0.0480102601184839,0.0455357133692282,-0.0267355788549937,0.00133664096318065,0.00162861960701177,-0.000197243380687396
0.36,9e81ce3e9621f78a,0.951319514311106,1.0460597374751,0.972892716849899,0.00129647200520077,0.00165926269040642,-0.000211948431727745,-0.0486804856888939,0.0460597374750986,-0.0271072831501011,0.00129647200520077,0.00165926269040642,-0.000211948431727745
0.365,9e81ce3e9621f78a,0.950684151923347,1.04655037134848,0.972538533151257,0.00125751162752374,0.00168861428834695,-0.00022602638167533,-0.0493158480766528,0.0465503713484803,-0.0274614668487425,0.00125751162752374,0.00168861428834695,-0.00022602638167533
0.37,9e81ce3e9621f78a,0.95008453889473,1.04700692254531,0.972202219116505,0.00121973159665778,0.0017167003420275,-0.000239492176091123,-0.0499154611052696,0.0470069225453105,-0.0277977808834952,0.00121973159665778,0.0017167003420275,-0.000239492176091123
0.375,9e81ce3e9621f78a,0.949521552857567,1.04742871571019,0.971884112332242,0.00118310424851095,0.00174354641360692,-0.000252360412814343,-0.0504784471424325,0.0474287157101889,-0.0281158876677577,0.00118310424851095,0.00174354641360692,-0.000252360412814343
0.38,9e81ce3e9621f78a,0.94899606205635,1.04781509348382,0.971584538745167,0.00114760247598065,0.00176917769120356,-0.000264645350633823,-0.0510039379436504,0.0478150934838226,-0.0284154612548327,0.00114760247598065,0.00176917769120356,-0.000264645350633823
0.385,9e81ce3e9621f78a,0.948508924317749,1.04816541752535,0.971303812489574,0.0011131997169134,0.00179361899378179,-0.000276360917747778,-0.0514910756822506,0.0481654175253536,-0.0286961875104256,0.0011131997169134,0.00179361899378179,-0.000276360917747778
0.39,9e81ce3e9621f78a,0.948060985825733,1.04847906964925,0.971042235701532,0.00107986994243672,0.00181689477592283,-0.000287520720020835,-0.0519390141742668,0.0484790696492525,-0.0289577642984679,0.00107986994243672,0.00181689477592283,-0.000287520720020835
0.395,9e81ce3e9621f78a,0.947653079694961,1.04875545307498,0.970800098319925,0.00104758764566579,0.00183902913247145,-0.000298138049046947,-0.0523469203050391,0.0487554530749832,-0.0291999016800748,0.00104758764566579,0.00183902913247145,-0.000298138049046947
0.4,9e81ce3e9621f78a,0.947286024337744,1.04899399378605,0.970577677874651,0.00101632783078809,0.00186004580304988,-0.000308225890026426,-0.0527139756622557,0.0489939937860469,-0.0294223221253487,0.00101632783078809,0.00186004580304988,-0.000308225890026426
0.405,9e81ce3e9621f78a,0.946960621622322,1.04919414199329,0.970375239262363,0.000986066002529615,0.00187996817642955,-0.000317796929464975,-0.0530393783776778,0.0491941419932931,-0.0296247607376366,0.000986066002529615,0.00187996817642955,-0.000317796929464975
0.41,9e81ce3e9621f78a,0.946677654823093,1.0493553736956,0.970193034510262,0.000956778156006682,0.00189881929475119,-0.000326863562702213,-0.0533223451769068,0.0493553736955952,-0.0298069654897383,0.000956778156006682,0.00189881929475119,-0.000326863562702213
0.415,9e81ce3e9621f78a,0.946437886366688,1.04947719232913,0.970031302528551,0.000928440766967165,0.0019166218575839,-0.000335437901276681,-0.0535621136333121,0.0494771923291297,-0.0299686974714493,0.000928440766967165,0.0019166218575839,-0.000335437901276681
0.42,9e81ce3e9621f78a,0.946242055381338,1.04955913049464,0.969890268852292,0.00090103078242467,0.00193339822581359,-0.000343531780133873,-0.0537579446186617,0.049559130494641,-0.0301097311477082,0.00090103078242467,0.00193339822581359,-0.000343531780133873
0.425,9e81ce3e9621f78a,0.946090875060844,1.04960075175023,0.969770145373498,0.000874525611688616,0.00194917042535215,-0.000351156764683274,-0.0539091249391559,0.0496007517502339,-0.0302298546265019,0.000874525611688616,0.00194917042535215,-0.000351156764683274
0.43,9e81ce3e9621f78a,0.945985029858468,1.04960165245549,0.969671130064441,0.000848903117792159,0.00196396015065922,-0.000358324157709838,-0.054014970141532,0.0496016524554861,-0.0303288699355586,0.000848903117792159,0.00196396015065922,-0.000358324157709838
0.435,9e81ce3e9621f78a,0.945925172530217,1.04956146365103,0.969593406693245,0.000824141609318573,0.00197778876806969,-0.000365045006144745,-0.054074827469783,0.0495614636510333,-0.0304065933067549,0.000824141609318573,0.00197778876806969,-0.000365045006144745
0.44,9e81ce3e9621f78a,0.945911921051064,1.04947985295634,0.969537144532967,0.00080021983262502,0.00199067731892135,-0.000371330107699657,-0.0540880789489355,0.0494798529563367,-0.0304628554670333,0.00080021983262502,0.00199067731892135,-0.000371330107699657
0.445,9e81ce3e9621f78a,0.945945855431615,1.04935652646711,0.969502498065469,0.000777116964460624,0.0020026465224791,-0.000377190017368082,-0.0540541445683849,0.0493565264671083,-0.0304975019345315,0.000777116964460624,0.0020026465224791,-0.000377190017368082
