time_s,manifest_id,DG1,DG2,DG3
0,9e81ce3e9621f78a,0.01,-0.006,0.004
0.005,9e81ce3e9621f78a,0.00974414344710061,-0.00578084223209687,0.00386503152052201
0.01,9e81ce3e9621f78a,0.00949430039814516,-0.00556616661227628,0.00373360671785641
0.015,9e81ce3e9621f78a,0.0092503359546255,-0.00535590490957208,0.00360563798756976
0.02,9e81ce3e9621f78a,0.00901211837673469,-0.00514998961819228,0.00348103995024776
0.025,9e81ce3e9621f78a,0.00877951900208119,-0.00494835396301918,0.00335972939490149
0.03,9e81ce3e9621f78a,0.00855241216690315,-0.00475093190420641,0.00324162522377311
0.035,9e81ce3e9621f78a,0.00833067512965555,-0.00455765814091713,0.00312664839849316
0.04,9e81ce3e9621f78a,0.00811418799686352,-0.00436846811424524,0.00301472188755477
0.045,9e81ce3e9621f78a,0.00790283365114271,-0.00418329800936036,0.00290577061507167
0.05,9e81ce3e9621f78a,0.00769649768129453,-0.00400208475691641,0.00279972141078783
0.055,9e81ce3e9621f78a,0.00749506831439059,-0.00382476603376248,0.00269650296130779
0.06,9e81ce3e9621f78a,0.0072984363497663,-0.00365128026299371,0.00259604576251773
0.065,9e81ce3e9621f78a,0.00710649509484921,-0.00348156661337872,0.00249828207316828
0.07,9e81ce3e9621f78a,0.00691914030275236,-0.00331556499819939,0.00240314586959135
0.075,9e81ce3e9621f78a,0.0067362701115676,-0.00315321607353731,0.00231057280152356
0.08,9e81ce3e9621f78a,0.00655778498529788,-0.00299446123604066,0.00222050014901049
0.085,9e81ce3e9621f78a,0.00638358765637129,-0.0028392426202038,0.0021328667803661
0.09,9e81ce3e9621f78a,0.00621358306968311,-0.00268750309519122,0.00204761311116297
0.095,9e81ce3e9621f78a,0.00604767832811544,-0.00253918626123616,0.00196468106422947
0.1,9e81ce3e9621f78a,0.0058857826394867,-0.00239423644564344,0.00188401403063088
0.105,9e81ce3e9621f78a,0.00572780726488608,-0.00225259869842487,0.00180555683161206
0.11,9e81ce3e9621f78a,0.00557366546835052,-0.00211421878759468,0.00172925568147991
0.115,9e81ce3e9621f78a,0.00542327246784387,-0.00197904319415147,0.0016550581514047
0.12,9e81ce3e9621f78a,0.00527654538750023,-0.00184701910677195,0.0015829131341196
0.125,9e81ce3e9621f78a,0.00513340321109498,-0.00171809441624112,0.00151277080949857
0.13,9e81ce3e9621f78a,0.00499376673670908,-0.00159221770964225,0.00144458261099331
0.135,9e81ce3e9621f78a,0.00485755853255365,-0.00146933826432918,0.0013783011929102
0.14,9e81ce3e9621f78a,0.00472470289392318,-0.00134940604170249,0.001313880398509
0.145,9e81ce3e9621f78a,0.00459512580124739,-0.00123237168081012,0.00125127522890533
0.15,9e81ce3e9621f78a,0.00446875487921243,-0.00111818649179196,0.00119044181275937
0.155,9e81ce3e9621f78a,0.00434551935692391,-0.00100680244918728,0.00113133737673374
0.16,9e81ce3e9621f78a,0.00422535002908447,-0.000898172185122489,0.0010739202167038
0.165,9e81ce3e9621f78a,0.00410817921816039,-0.000792248982396268,0.00101814966970414
0.17,9e81ce3e9621f78a,0.00399394073751177,-0.000688986767477797,0.000963986086595068
0.175,9e81ce3e9621f78a,0.0038825698554622,-0.000588340103433152,0.000911390805433645
0.18,9e81ce3e9621f78a,0.00377400326028426,-0.000490264182793963,0.000860326125533785
0.185,9e81ce3e9621f78a,0.00366817902607786,-0.000394714820381547,0.000810755282200404
0.19,9e81ce3e9621f78a,0.00356503657951924,-0.000301648446098902,0.000762642422122867
0.195,9e81ce3e9621f78a,0.00346451666745866,-0.000211022097702071,0.000715952579413213
0.2,9e81ce3e9621f78a,0.00336656132534568,-0.000122793413561596,0.000670651652274928
0.205,9e81ce3e9621f78a,0.00327111384646124,-3.69206254239507e-05,0.00062670638028827
0.21,9e81ce3e9621f78a,0.00317811875193609,4.66374488179201e-05,0.000584084322298376
0.215,9e81ce3e9621f78a,0.00308752176153588,0.000127921412336617,0.000542753834892622
0.22,9e81ce3e9621f78a,0.00299926976519322,0.000206971296557222,0.000502684051453901
0.225,9e81ce3e9621f78a,0.00291331079526768,0.000283826568312264,0.000463844861776705
0.23,9e81ce3e9621f78a,0.00282959399951495,0.000358526136958496,0.000426206892233072
0.235,9e81ce3e9621f78a,0.00274806961474672,0.000431108361449931,0.000389741486475673
0.24,9e81ce3e9621f78a,0.00266868894116328,0.000501611057362211,0.000354420686665459
0.245,9e81ce3e9621f78a,0.00259140431734099,0.000570071503864013,0.00032021721521149
0.25,9e81ce3e9621f78a,0.00251616909585731,0.000636526450631718,0.000287104457010708
0.255,9e81ce3e9621f78a,0.00244293761953628,0.000701012124704178,0.000255056442175581
0.26,9e81ce3e9621f78a,0.00237166519829776,0.000763564237274865,0.000224047829237689
0.265,9e81ce3e9621f78a,0.0023023080865939,0.000824217990419187,0.000194053888815475
0.27,9e81ce3e9621f78a,0.00223482346141702,0.000883008083755196,0.000165050487734493
0.275,9e81ce3e9621f78a,0.00216916940086307,0.000939968721036281,0.000137014073588643
0.28,9e81ce3e9621f78a,0.00210530486323546,0.000995133616674838,0.000109921659730969
0.285,9e81ce3e9621f78a,0.00204318966667437,0.00104853600219617,8.37508106827416e-05
0.29,9e81ce3e9621f78a,0.00198278446929711,0.00110020863262216,5.84796279496263e-05
0.295,9e81ce3e9621f78a,0.0019240507498356,0.00115018379278455,3.4086736233852e-05
0.3,9e81ce3e9621f78a,0.0018669507887574,0.00119849330356757,1.05512700313872e-05
0.305,9e81ce3e9621f78a,0.00181144764985737,0.00124516852808021,-1.21471393967878e-05
0.31,9e81ce3e9621f78a,0.00175750516230758,0.001290240377758,-3.40283766901334e-05
0.315,9e81ce3e9621f78a,0.00170508790315371,0.00133373931839441,-5.51118547014744e-05
0.32,9e81ce3e9621f78a,0.00165416118024672,0.00137569537610209,-7.54165264680657e-05
0.325,9e81ce3e9621f78a,0.00160469101559946,0.00141613814320342,-9.49608968513966e-05
0.33,9e81ce3e9621f78a,0.00155664412915841,0.00145509678405038,-0.00011376303385626
0.335,9e81ce3e9621f78a,0.00150998792298185,0.00149260004077292,-0.000131840579639537
0.34,9e81ce3e9621f78a,0.00146469046581622,0.00152867623895484,-0.00014921076121908
0.345,9e81ce3e9621f78a,0.00142072047806372,0.00156335329323581,-0.000165890400892981
0.35,9e81ce3e9621f78a,0.00137804731713483,0.00159665871283757,-0.000181895926379449
0.355,9e81ce3e9621f78a,0.00133664096318065,0.00162861960701177,-0.000197243380687396
0.36,9e81ce3e9621f78a,0.00129647200520077,0.00165926269040642,-0.000211948431727745
0.365,9e81ce3e9621f78a,0.00125751162752374,0.00168861428834695,-0.00022602638167533
0.37,9e81ce3e9621f78a,0.00121973159665778,0.0017167003420275,-0.000239492176091123
0.375,9e81ce3e9621f78a,0.00118310424851095,0.00174354641360692,-0.000252360412814343
0.38,9e81ce3e9621f78a,0.00114760247598065,0.00176917769120356,-0.000264645350633823
0.385,9e81ce3e9621f78a,0.0011131997169134,0.00179361899378179,-0.000276360917747778
