time_s,manifest_id,sigma_V_DG1,sigma_V_DG2,sigma_V_DG3,sigma_omega_DG1,sigma_omega_DG2,sigma_omega_DG3,zeta_V_DG1,zeta_V_DG2,zeta_V_DG3,zeta_omega_DG1,zeta_omega_DG2,zeta_omega_DG3,boundary_margin,local_comparison,comparison_envelope
0.05,9e81ce3e9621f78a,0.167550783115103,-0.119798658892269,0.0825616134478484,0.153947556205956,-0.0800508482648903,0.0560008314295733,0.16914563332841,-0.120376750633495,0.0827499759697191,0.155181326410689,-0.0802225010370981,0.0560594831055309,0.133246812279821,0.0522859504191203,0.32546479628973
0.055,9e81ce3e9621f78a,0.161219996753886,-0.113919481235817,0.0791577590037136,0.149924096002304,-0.0765069197476397,0.053938236702313,0.16263899687054,-0.114416156735167,0.0793237162546618,0.151062785692217,-0.0766567190683891,0.0539906363056598,0.133880412390244,0.0513267133591014,0.35029585560944
0.06,9e81ce3e9621f78a,0.154417916937014,-0.107606723758026,0.0755000553806502,0.145997353690414,-0.0730399266955572,0.0519310977342342,0.155663141000297,-0.108024966890117,0.0756440046384464,0.147048147797207,-0.0731702292549066,0.0519778566867722,0.13456119624435,0.0506628676591362,0.375114502502858
0.065,9e81ce3e9621f78a,0.147165479486617,-0.10088054646281,0.0715996929902547,0.142165207278642,-0.0696486288443557,0.049978053039101,0.148241923335626,-0.101224867954754,0.0717224230433332,0.143134756474151,-0.0697615780148046,0.0500197273368785,0.135287058678167,0.0503065703070617,0.399920743174643
0.07,9e81ce3e9621f78a,0.13948320017872,-0.0937607121741061,0.0674676375212033,0.138425577118591,-0.066331795319627,0.0480777725761702,0.140398483319639,-0.0940369229213208,0.0675702862584945,0.139320037165325,-0.0664293375338165,0.0481148675146324,0.136055933059473,0.0502701513675846,0.424714583826354
0.075,9e81ce3e9621f78a,0.131391187724651,-0.086266596957125,0.0631146368695829,0.13477642527907,-0.063088205117263,0.0462289571793794,0.132155214313777,-0.0864815541302041,0.0631986425631945,0.13560149347936,-0.0631721051444623,0.0462619316940547,0.136865789926203,0.0505658070956968,0.449496030656454
0.08,9e81ce3e9621f78a,0.122909155824637,-0.0784171999153098,0.0585512277077124,0.131215754918968,-0.0599166475484577,0.044430337988103,0.12353374256004,-0.0785785314211474,0.0586182750172424,0.131976703880343,-0.0599885027361914,0.0444596086410296,0.137714635742301,0.0512053459941532,0.474265089860301
0.085,9e81ce3e9621f78a,0.114056434359538,-0.070231152403026,0.0537877417098265,0.127741609659428,-0.0568159226507205,0.0426806758799898,0.11455491275135,-0.0703469650627891,0.0538397034231452,0.128443318576854,-0.056877176194255,0.0427066205197778,0.138600511763051,0.0521999843957564,0.499021767630165
0.09,9e81ce3e9621f78a,0.104851979788258,-0.0617267266960438,0.0488343114530439,0.124352072955723,-0.0537848415663002,0.0409787609063732,0.105238779862373,-0.0618053032366292,0.0488731869529626,0.124999056595745,-0.0538367948652623,0.0410017220276587,0.13952149300185,0.0535601876519578,0.523766070155214
0.095,9e81ce3e9621f78a,0.0953143848192479,-0.0529218441631523,0.0437008760120087,0.121045267469246,-0.0508222268893962,0.0393234117307173,0.0956046068299548,-0.0529713338043373,0.0437287274234091,0.121641703026822,-0.0508660510475224,0.0393436995567885,0.140475687290313,0.0552955526997465,0.548498003621521
0.1,9e81ce3e9621f78a,0.0854618874244917,-0.0438340829830003,0.0383971862654439,0.117819354440028,-0.047926912983504,0.0377134750705379,0.0856708676300356,-0.043862190054583,0.0384160731950426,0.118369106425723,-0.0479636595044127,0.0377313703810847,0.141461234423679,0.0574147276339408,0.573217574212068
0.105,9e81ce3e9621f78a,0.0753123792636519,-0.0344806854504126,0.0329328099326369,0.114672533060207,-0.0450977462702113,0.0361478251432112,0.0754552552735687,-0.0344943601052873,0.0329447236652586,0.11517917636338,-0.0451283569991398,0.0361635818674599,0.142476305383572,0.0599253639044321,0.597924788106755
0.11,9e81ce3e9621f78a,0.064883413584792,-0.0248785649161148,0.0273171363574673,0.111603039848871,-0.0423335854907325,0.0346253631160613,0.0649746942351134,-0.0248836996275769,0.0273239343199908,0.112069881111422,-0.0423589018493831,0.0346392107099908,0.143519101630376,0.0628340968600491,0.622619651482382
0.115,9e81ce3e9621f78a,0.0541922126661863,-0.0150443124030797,0.0215593810572857,0.108609148028679,-0.0396333019414385,0.0331450165610893,0.054245356831374,-0.0150454475570098,0.0215627223055979,0.109039245453749,-0.0396540735004194,0.0331571621859828,0.144587854457667,0.0661465505461973,0.647302170512665
0.12,9e81ce3e9621f78a,0.0432556748615728,-0.00499420294161356,0.0156685900532882,0.105689166904687,-0.036995779684603,0.0317057389146887,0.043282683080973,-0.00499424446414313,0.0156698724797732,0.106085348615319,-0.0370126721154325,0.0317163694329363,0.145680824401456,0.069867362908316,0.671972351368235
0.125,9e81ce3e9621f78a,0.0320903813085924,0.00525579833609969,0.00965364399862575,0.102841441245765,-0.0344199157355592,0.0303065089426651,0.0321014035985715,0.00525584673127001,0.00965394389890315,0.103206322299935,-0.0344335181818081,0.0303157927454987,0.146796300697246,0.0740002278364924,0.696630200216631
0.13,9e81ce3e9621f78a,0.0207126023573433,0.015690030302908,0.00352326211974116,0.100064350669004,-0.0319046202274229,0.0289463302108581,0.0207155651042853,0.0156913180015773,0.00352327669837551,0.10040034882944,-0.0319154521323055,0.028954418891558,0.14793260077826,0.0785479507905091,0.721275723222324
0.135,9e81ce3e9621f78a,0.00913830377298569,0.026293130107826,-0.0027139940141839,0.0973563090274919,-0.0294488165545065,0.0276242305616405,0.00913855816137082,0.0262991916874232,-0.00271400067775937,0.0976656593773973,-0.0294573339800781,0.0276312604466984,0.14737615428758,0.0835125150546557,0.745908926546689
0.14,9e81ce3e9621f78a,-0.00261684723680811,0.0370500275761454,-0.00904971687952338,0.094715763801825,-0.0270514414955141,0.0263392615965514,-0.00261685321012619,0.0370669944663845,-0.00904996394101782,0.0950005322908414,-0.027058042966597,0.0263453551462984,0.146303555615914,0.0888951559763282,0.770529816348032
0.145,9e81ce3e9621f78a,-0.0145374761219633,0.0479459397054108,-0.0154756495308405,0.0921411954957037,-0.0247114453175732,0.025090498165295,-0.014538500359913,0.0479827300485419,-0.0154768851590543,0.0924032914942105,-0.0247164772216011,0.0250957652546041,0.145217662367464,0.0946964408330793,0.79513839878157
0.15,9e81ce3e9621f78a,-0.0266084951733102,0.0589663652263767,-0.0219836822652481,0.0896311170359534,-0.0224277918621241,0.0238770378613231,-0.0266147775537581,0.0590348508099555,-0.0219872247339184,0.0898723049700311,-0.022431553434265,0.0238815769501612,0.144119984823106,0.100916352243057,0.819734679999453
0.155,9e81ce3e9621f78a,-0.0388150977479391,0.0700970792003018,-0.0285658494066391,0.0871840731772873,-0.0201994586136538,0.0226980005241941,-0.0388346084829729,0.0702122285515905,-0.0285736231979344,0.0874059833113492,-0.0202022065348381,0.0227018997270324,0.143012007242392,0.107554373279363,0.844318666150751
0.16,9e81ce3e9621f78a,-0.0511427524986581,0.0813241276263289,-0.0352143261988012,0.084798639912116,-0.0180254367522264,0.0215525277488879,-0.0511874119453911,0.081504124548561,-0.0352288928656566,0.0850027783412866,-0.0180273893860659,0.0215558658112672,0.14189518820388,0.114609572667168,0.868890363381454
0.165,9e81ce3e9621f78a,-0.06357719757274,0.0926338220349189,-0.0419214257971817,0.0824734238856893,-0.0159047311907273,0.0204397824022354,-0.0636630668726205,0.0929001590327341,-0.0419460093786406,0.0826611817954584,-0.015906072483758,0.0204426295921283,0.140770960939992,0.122080688631968,0.893449777834498
0.17,9e81ce3e9621f78a,-0.0761044347481901,0.104012734045808,-0.0486795963499377,0.0802070618168389,-0.0138363605977047,0.0193589481466049,-0.0762518768466853,0.10439028023153,-0.0487181031781053,0.0803797240633092,-0.0138372436659154,0.019361367067612,0.139640733669212,0.129966210127828,0.917996915649726
