time_s,manifest_id,DG1,DG2,DG3
0,9e81ce3e9621f78a,-0.00426547355342182,0.0032890336574522,-0.000126076965875786
0.005,9e81ce3e9621f78a,-0.0042655557536324,0.00328945630568041,-0.000126166194929574
0.01,9e81ce3e9621f78a,-0.00426580347754461,0.00329070871182892,-0.000126432093814159
0.015,9e81ce3e9621f78a,-0.00426621805596916,0.00329276794686523,-0.000126871997563607
0.02,9e81ce3e9621f78a,-0.00426680038205807,0.00329561158252988,-0.000127483265141107
0.025,9e81ce3e9621f78a,-0.0042675509514896,0.00329921768563101,-0.000128263280092872
0.03,9e81ce3e9621f78a,-0.00426846989940718,0.0033035648119636,-0.00012920945100608
0.035,9e81ce3e9621f78a,-0.00426955703436715,0.00330863199989335,-0.000130319211797647
0.04,9e81ce3e9621f78a,-0.00427081186953221,0.00331439876364526,-0.00013159002185739
0.045,9e81ce3e9621f78a,-0.00427223365132833,0.00332084508633501,-0.000133019366066738
0.05,9e81ce3e9621f78a,-0.00427382138576645,0.00332795141277825,-0.000134604754712025
0.055,9e81ce3e9621f78a,-0.00427557386261383,0.00333569864211089,-0.000136343723309406
0.06,9e81ce3e9621f78a,-0.00427748967758592,0.00334406812025099,-0.000138233832356631
0.065,9e81ce3e9621f78a,-0.00427956725271596,0.00335304163223082,-0.000140272667025253
0.07,9e81ce3e9621f78a,-0.00428180485504733,0.00336260139442546,-0.000142457836805338
0.075,9e81ce3e9621f78a,-0.00428420061378215,0.00337273004670241,-0.000144786975113346
0.08,9e81ce3e9621f78a,-0.00428675253600937,0.00338341064451475,-0.000147257738872587
0.085,9e81ce3e9621f78a,-0.00428945852112574,0.00339462665095858,-0.000149867808074533
0.09,9e81ce3e9621f78a,-0.00429231637405413,0.00340636192881388,-0.000152614885328165
0.095,9e81ce3e9621f78a,-0.00429532381735571,0.00341860073258601,-0.000155496695403615
0.1,9e81ce3e9621f78a,-0.00429847850232447,0.00343132770056399,-0.000158510984775478
0.105,9e81ce3e9621f78a,-0.00430177801914603,0.00344452784690974,-0.0001616555211704
0.11,9e81ce3e9621f78a,-0.00430521990619585,0.00345818655379158,-0.000164928093122794
0.115,9e81ce3e9621f78a,-0.0043088016585462,0.00347228956357361,-0.000168326509541951
0.12,9e81ce3e9621f78a,-0.00431252073574581,0.00348682297107165,-0.000171848599293173
0.125,9e81ce3e9621f78a,-0.00431637456893077,0.00350177321588513,-0.000175492210795084
0.13,9e81ce3e9621f78a,-0.00432036056732089,0.00351712707481334,-0.000179255211634783
0.135,9e81ce3e9621f78a,-0.00432447612415124,0.00353287165436353,-0.000183135488202086
0.14,9e81ce3e9621f78a,-0.00432871862208466,0.00354899438335717,-0.00018713094534375
0.145,9e81ce3e9621f78a,-0.00433308543814744,0.00356548300564023,-0.000191239506038236
0.15,9e81ce3e9621f78a,-0.00433757394822685,0.0035823255729022,-0.000195459111091272
0.155,9e81ce3e9621f78a,-0.00434218153116621,0.00359951043760808,-0.00019978771885224
0.16,9e81ce3e9621f78a,-0.00434690557249039,0.00361702624604672,-0.000204223304951191
0.165,9e81ce3e9621f78a,-0.00435174346779174,0.00363486193149851,-0.000208763862056077
0.17,9e81ce3e9621f78a,-0.00435669262580438,0.00365300670752461,-0.000213407399649665
0.175,9e81ce3e9621f78a,-0.00436175047119229,0.00367145006137964,-0.000218151943825433
0.18,9e81ce3e9621f78a,-0.00436691444707472,0.00369018174754913,-0.000222995537101642
0.185,9e81ce3e9621f78a,-0.00437218201731043,0.00370919178141265,-0.000227936238252691
0.19,9e81ce3e9621f78a,-0.00437755066856082,0.00372847043303328,-0.000232972122156774
0.195,9e81ce3e9621f78a,-0.00438301791215014,0.00374800822107364,-0.000238101279658813
0.2,9e81ce3e9621f78a,-0.00438858128573949,0.00376779590683842,-0.000243321817447584
0.205,9e81ce3e9621f78a,-0.00439423835483051,0.00378782448844307,-0.000248631857945944
0.21,9e81ce3e9621f78a,-0.00439998671411255,0.0038080851951083,-0.000254029539213032
0.215,9e81ce3e9621f78a,-0.0044058239886669,0.00382856948157948,-0.000259513014857324
0.22,9e81ce3e9621f78a,-0.00441174783504001,0.00384926902267016,-0.000265080453959415
0.225,9e81ce3e9621f78a,-0.00441775594219689,0.00387017570792873,-0.000270730041003441
0.23,9e81ce3e9621f78a,-0.00442384603236515,0.00389128163642698,-0.000276459975816039
0.235,9e81ce3e9621f78a,-0.0044300158617791,0.00391257911166936,-0.000282268473511814
0.24,9e81ce3e9621f78a,-0.00443626322133273,0.00393406063662171,-0.000288153764444282
0.245,9e81ce3e9621f78a,-0.0044425859371498,0.00395571890885791,-0.000294114094161339
0.25,9e81ce3e9621f78a,-0.00444898187107846,0.00397754681582323,-0.000300147723364305
0.255,9e81ce3e9621f78a,-0.0044554489211174,0.00399953743021272,-0.00030625292786971
0.26,9e81ce3e9621f78a,-0.00446198502177998,0.00402168400546325,-0.00031242799857298
0.265,9e81ce3e9621f78a,-0.00446858814440227,0.00404397997135771,-0.000318671241413299
0.27,9e81ce3e9621f78a,-0.0044752562974004,0.00406641892973976,-0.000324980977338948
0.275,9e81ce3e9621f78a,-0.0044819875264825,0.00408899465033762,-0.00033135554227252
0.28,9e81ce3e9621f78a,-0.00448877991481965,0.00411170106669543,-0.000337793287075467
0.285,9e81ce3e9621f78a,-0.00449563158318025,0.00413453227221045,-0.000344292577511509
0.29,9e81ce3e9621f78a,-0.00450254069003171,0.00415748251627468,-0.000350851794208534
0.295,9e81ce3e9621f78a,-0.00450950543161299,0.00418054620051925,-0.000357469332618662
