time_s,manifest_id,active_power_W_DG1,active_power_W_DG2,active_power_W_DG3,active_power_W_DG4,normalized_power_DG1,normalized_power_DG2,normalized_power_DG3,normalized_power_DG4,sharing_error
0.075,f27c2278f5bdb77b,260.043781773846,304.387425498716,318.560670443734,342.008122283704,0.520087563547691,0.507312375831193,0.490093339144207,0.488583031833863,0.0315045317138278
0.08,f27c2278f5bdb77b,260.044681059484,304.386345472098,318.559351236881,342.009622231536,0.520089362118969,0.50731057578683,0.490091309595202,0.48858517461648,0.0315041875024888
0.085,f27c2278f5bdb77b,260.04551508513,304.385267040315,318.558102288364,342.011115586191,0.520091030170259,0.507308778400526,0.490089388135944,0.488587307980273,0.0315037221899862
0.09,f27c2278f5bdb77b,260.04628454093,304.384190215325,318.556922884053,342.012602359693,0.520092569081859,0.507306983692208,0.490087573667774,0.488589431942418,0.0315031371394411
0.095,f27c2278f5bdb77b,260.046990110176,304.383115008558,318.555812316413,342.014082564853,0.520093980220353,0.50730519168093,0.490085865102174,0.488591546521218,0.0315024336991348
0.1,f27c2278f5bdb77b,260.04763246937,304.382041430932,318.554769884445,342.015556215252,0.52009526493874,0.507303402384887,0.490084261360685,0.488593651736075,0.031501613202665
0.105,f27c2278f5bdb77b,260.048212288283,304.380969492862,318.55379489363,342.017023325226,0.520096424576565,0.507301615821436,0.490082761374816,0.488595747607465,0.0315006769690996
0.11,f27c2278f5bdb77b,260.048730230022,304.379899204265,318.552886655872,342.01848390984,0.520097460460045,0.507299832007108,0.490081364085958,0.488597834156915,0.03149962630313
0.115,f27c2278f5bdb77b,260.049186951096,304.378830574579,318.552044489447,342.019937984878,0.520098373902191,0.507298050957632,0.490080068445303,0.488599911406969,0.0314984624952226
0.12,f27c2278f5bdb77b,260.04958310147,304.377763612769,318.551267718941,342.02138556682,0.52009916620294,0.507296272687948,0.490078873413756,0.488601979381171,0.0314971868217686
0.125,f27c2278f5bdb77b,260.049919324636,304.376698327335,318.550555675203,342.022826672827,0.520099838649272,0.507294497212224,0.49007777796185,0.488604038104039,0.0314958005452334
0.13,f27c2278f5bdb77b,260.050196257669,304.375634726324,318.549907695283,342.024261320724,0.520100392515337,0.507292724543874,0.490076781069666,0.488606087601034,0.0314943049143029
0.135,f27c2278f5bdb77b,260.050414531289,304.374572817343,318.549323122386,342.025689528983,0.520100829062577,0.507290954695572,0.490075881726747,0.488608127898547,0.0314927011640306
0.14,f27c2278f5bdb77b,260.050574769923,304.373512607562,318.54880130581,342.027111316705,0.520101149539846,0.507289187679269,0.490075078932016,0.488610159023864,0.0314909905159814
0.145,f27c2278f5bdb77b,260.050677591765,304.372454103726,318.548341600901,342.028526703608,0.520101355183529,0.507287423506211,0.490074371693694,0.488612181005154,0.0314891741783748
0.15,f27c2278f5bdb77b,260.050723608833,304.371397312168,318.547943368993,342.029935710006,0.520101447217665,0.507285662186946,0.49007375902922,0.488614193871438,0.0314872533462272
0.155,f27c2278f5bdb77b,260.050713427031,304.37034223881,318.54760597736,342.031338356799,0.520101426854062,0.507283903731351,0.490073239965169,0.488616197652569,0.0314852292014922
0.16,f27c2278f5bdb77b,260.050647646207,304.369288889181,318.547328799162,342.03273466545,0.520101295292414,0.507282148148634,0.490072813537172,0.488618192379215,0.0314831029131994
0.165,f27c2278f5bdb77b,260.050526860211,304.368237268416,318.547111213394,342.03412465798,0.520101053720421,0.50728039544736,0.490072478789837,0.488620178082828,0.0314808756375931
0.17,f27c2278f5bdb77b,260.05035165695,304.367187381273,318.546952604834,342.035508356943,0.520100703313901,0.507278645635455,0.490072234776667,0.488622154795633,0.0314785485182674
0.175,f27c2278f5bdb77b,260.050122618452,304.366139232136,318.546852363992,342.03688578542,0.520100245236904,0.507276898720226,0.490072080559988,0.488624122550601,0.0314761226863033
0.18,f27c2278f5bdb77b,260.049840320915,304.365092825025,318.54680988706,342.038256967,0.520099680641829,0.507275154708375,0.490072015210862,0.488626081381429,0.0314735992604003
0.185,f27c2278f5bdb77b,260.049505334767,304.364048163604,318.546824575862,342.039621925766,0.520099010669535,0.507273413606007,0.490072037809019,0.488628031322524,0.031470979347011
0.19,f27c2278f5bdb77b,260.049118224725,304.363005251189,318.546895837802,342.040980686285,0.520098236449449,0.507271675418648,0.490072147442772,0.488629972408978,0.0314682640404711
0.195,f27c2278f5bdb77b,260.048679549842,304.361964090755,318.547023085816,342.042333273587,0.520097359099683,0.507269940151258,0.490072343208948,0.488631904676554,0.0314654544231299
0.2,f27c2278f5bdb77b,260.04818986357,304.360924684943,318.547205738324,342.043679713163,0.520096379727141,0.507268207808238,0.490072624212805,0.488633828161662,0.0314625515654794
0.205,f27c2278f5bdb77b,260.047649713812,304.35988703607,318.547443219177,342.045020030941,0.520095299427624,0.50726647839345,0.490072989567965,0.488635742901344,0.0314595565262803
0.21,f27c2278f5bdb77b,260.047059642973,304.358851146133,318.547734957615,342.046354253279,0.520094119285946,0.507264751910222,0.490073438396331,0.488637648933256,0.0314564703526902
0.215,f27c2278f5bdb77b,260.046420188016,304.357817016819,318.548080388213,342.047682406952,0.520092840376032,0.507263028361365,0.490073969828019,0.488639546295646,0.0314532940803868
0.22,f27c2278f5bdb77b,260.045731880516,304.356784649511,318.548478950835,342.049004519138,0.520091463761033,0.507261307749185,0.490074583001284,0.48864143502734,0.0314500287336928
0.225,f27c2278f5bdb77b,260.044995246711,304.355754045292,318.548930090589,342.050320617407,0.520089990493423,0.507259590075487,0.490075277062444,0.488643315167725,0.0314466753256981
0.23,f27c2278f5bdb77b,260.044210807554,304.354725204959,318.549433257777,342.05163072971,0.520088421615109,0.507257875341598,0.490076051165811,0.488645186756728,0.0314432348583803
0.235,f27c2278f5bdb77b,260.043379078766,304.353698129019,318.549987907851,342.052934884364,0.520086758157532,0.507256163548366,0.490076904473616,0.488647049834806,0.031439708322726
0.24,f27c2278f5bdb77b,260.042500570885,304.352672817708,318.550593501362,342.054233110045,0.52008500114177,0.50725445469618,0.490077836155942,0.488648904442921,0.0314360966988484
0.245,f27c2278f5bdb77b,260.041575789319,304.351649270985,318.551249503922,342.055525435773,0.520083151578639,0.507252748784976,0.49007884539065,0.488650750622533,0.0314324009561063
0.25,f27c2278f5bdb77b,260.040605234397,304.350627488549,318.551955386151,342.056811890903,0.520081210468795,0.507251045814248,0.490079931363309,0.488652588415575,0.0314286220532192
0.255,f27c2278f5bdb77b,260.039589401416,304.349607469837,318.552710623635,342.058092505113,0.520079178802831,0.507249345783061,0.49008109326713,0.488654417864448,0.0314247609383834
0.26,f27c2278f5bdb77b,260.03852878069,304.348589214033,318.55351469688,342.059367308396,0.520077057561381,0.507247648690056,0.490082330302893,0.488656239011994,0.0314208185493864
0.265,f27c2278f5bdb77b,260.037423857606,304.347572720078,318.554367091272,342.060636331045,0.520074847715211,0.507245954533464,0.490083641678879,0.488658051901492,0.0314167958137191
0.27,f27c2278f5bdb77b,260.036275112662,304.346557986668,318.555267297024,342.061899603645,0.520072550225324,0.507244263311114,0.490085026610806,0.488659856576636,0.0314126936486879
