time_s,manifest_id,pV_nom_DG1,pV_nom_DG2,pV_nom_DG3,pV_nom_DG4,pV_alt_DG1,pV_alt_DG2,pV_alt_DG3,pV_alt_DG4,pomega_nom_DG1,pomega_nom_DG2,pomega_nom_DG3,pomega_nom_DG4,pomega_alt_DG1,pomega_alt_DG2,pomega_alt_DG3,pomega_alt_DG4,public_difference_l2
0.285,f27c2278f5bdb77b,0.000546097958773885,0.00021488259257397,-3.1581016458708e-05,0.000396731175790472,0.000546097958773885,0.00021488259257397,-3.1581016458708e-05,0.000396731175790472,4.13932543440422e-05,0.000475881943571074,0.000844531986727112,0.00126656019817954,4.13932543440422e-05,0.000475881943571074,0.000844531986727112,0.00126656019817954,0
0.29,f27c2278f5bdb77b,0.000346693522300108,6.4257524893651e-05,-0.000148079810109997,0.00021647031269125,0.000346693522300108,6.4257524893651e-05,-0.000148079810109997,0.00021647031269125,3.34973052276127e-05,0.000470002604242358,0.000841026456381493,0.00125904963998834,3.34973052276127e-05,0.000470002604242358,0.000841026456381493,0.00125904963998834,0
0.295,f27c2278f5bdb77b,0.0001362745587917,-9.64307233579669e-05,-0.00027254080102863,2.58873118990655e-05,0.0001362745587917,-9.64307233579669e-05,-0.00027254080102863,2.58873118990655e-05,2.41268358163752e-05,0.000462703720687593,0.000836811522392796,0.00125004047351108,2.41268358163752e-05,0.000462703720687593,0.000836811522392796,0.00125004047351108,0
0.3,f27c2278f5bdb77b,-7.98014529403615e-05,-0.000262869244899866,-0.000401611083358488,-0.000170112723104041,-7.98014529403615e-05,-0.000262869244899866,-0.000401611083358488,-0.000170112723104041,1.32939370165446e-05,0.000454002066016313,0.000831889756697766,0.00123955071717705,1.32939370165446e-05,0.000454002066016313,0.000831889756697766,0.00123955071717705,0
0.305,f27c2278f5bdb77b,-0.000296703097444313,-0.00043115167795097,-0.000532257014557203,-0.000367101657680479,-0.000296703097444313,-0.00043115167795097,-0.000532257014557203,-0.000367101657680479,1.01520641053886e-06,0.000443917512399532,0.00082626594085076,0.00122760209754937,1.01520641053886e-06,0.000443917512399532,0.00082626594085076,0.00122760209754937,0
0.31,f27c2278f5bdb77b,-0.000510148079302259,-0.000597798402075293,-0.000661778737540656,-0.000561150125063395,-0.000510148079302259,-0.000597798402075293,-0.000661778737540656,-0.000561150125063395,-1.26882477073765e-05,0.000432473179684816,0.000819947041877939,0.00121422017487511,-1.26882477073765e-05,0.000432473179684816,0.000819947041877939,0.00121422017487511,0
0.315,f27c2278f5bdb77b,-0.000716414197579444,-0.000759767120957717,-0.000787817312947035,-0.000748838271353471,-0.000716414197579444,-0.000759767120957717,-0.000787817312947035,-0.000748838271353471,-2.77907798730991e-05,0.000419695585189728,0.000812942201967892,0.00119943447529062,-2.77907798730991e-05,0.000419695585189728,0.000812942201967892,0.00119943447529062,0
0.32,f27c2278f5bdb77b,-0.000912339465203256,-0.000914454780547467,-0.000908355224069661,-0.000927256551773651,-0.000912339465203256,-0.000914454780547467,-0.000908355224069661,-0.000927256551773651,-4.42621556701138e-05,0.000405614799961908,0.00080526274337864,0.00118327863491558,-4.42621556701138e-05,0.000405614799961908,0.00080526274337864,0.00118327863491558,0
0.325,f27c2278f5bdb77b,-0.0010953126004541,-0.00105969177267025,-0.00102171101259818,-0.00109399768595897,-0.0010953126004541,-0.00105969177267025,-0.00102171101259818,-0.00109399768595897,-6.20674733230839e-05,0.00039026461492297,0.000796922189048469,0.00116579055915495,-6.20674733230839e-05,0.00039026461492297,0.000796922189048469,0.00116579055915495,0
0.33,f27c2278f5bdb77b,-0.00126325515274027,-0.00119372940479452,-0.00112652882087712,-0.00124714091477094,-0.00126325515274027,-0.00119372940479452,-0.00112652882087712,-0.00124714091477094,-8.11670587100553e-05,0.000373682718859884,0.000787936298601464,0.00114701259904691,-8.11670587100553e-05,0.000373682718859884,0.000787936298601464,0.00114701259904691,0
0.335,f27c2278f5bdb77b,-0.00141459653294174,-0.00131522162803866,-0.00122176361830922,-0.0013852297119627,-0.00141459653294174,-0.00131522162803866,-0.00122176361830922,-0.0013852297119627,-0.000101516328757177,0.00035591089441532,0.000778323122464976,0.00112699175113914,-0.000101516328757177,0.00035591089441532,0.000778323122464976,0.00112699175113914,0
0.34,f27c2278f5bdb77b,-0.00154824317944622,-0.00142320198608302,-0.00130666286241514,-0.00150724407016055,-0.00154824317944622,-0.00142320198608302,-0.00130666286241514,-0.00150724407016055,-0.000123065621729139,0.00033699523489692,0.000768103074705682,0.00110577988385643,-0.000123065621729139,0.00033699523489692,0.000768103074705682,0.00110577988385643,0
0.345,f27c2278f5bdb77b,-0.00166354306487644,-0.00151705673087997,-0.00138074532673795,-0.00161256845940977,-0.00166354306487644,-0.00151705673087997,-0.00138074532673795,-0.00161256845940977,-0.000145759989897595,0.000316986387187455,0.000757299027031009,0.00108343399609623,-0.000145759989897595,0.000316986387187455,0.000757299027031009,0.00108343399609623,0
0.35,f27c2278f5bdb77b,-0.00176024667759767,-0.00159649499787627,-0.0014437777826075,-0.00170095649380645,-0.00176024667759767,-0.00159649499787627,-0.0014437777826075,-0.00170095649380645,-0.000169538948788105,0.000295939826992049,0.000745936427207315,0.00106001651492744,-0.000169538948788105,0.000295939826992049,0.000745936427207315,0.00106001651492744,0
0.355,f27c2278f5bdb77b,-0.00183846554565797,-0.00166151688313982,-0.00149575017960155,-0.00177249328267971,-0.00183846554565797,-0.00166151688313982,-0.00149575017960155,-0.00177249328267971,-0.000194336177832482,0.000273916171989218,0.000734043444812466,0.00103559563865674,-0.000194336177832482,0.000273916171989218,0.000734043444812466,0.00103559563865674,0
0.36,f27c2278f5bdb77b,-0.00189862930254026,-0.00171238021346151,-0.00153684992676263,-0.00182755638204805,-0.00189862930254026,-0.00171238021346151,-0.00153684992676263,-0.00182755638204805,-0.000220079164611257,0.000250981540609585,0.00072165114896816,0.00101024573398221,-0.000220079164611257,0.000250981540609585,0.00072165114896816,0.00101024573398221,0
0.365,f27c2278f5bdb77b,-0.00194144216857388,-0.00174956670369423,-0.00156743579975527,-0.00186677614866035,-0.00194144216857388,-0.00174956670369423,-0.00156743579975527,-0.00186677614866035,-0.000246688783548919,0.000227207965244035,0.000708793723634563,0.000984047797260587,-0.000246688783548919,0.000227207965244035,0.000708793723634563,0.000984047797260587,0
0.37,f27c2278f5bdb77b,-0.0019678396786562,-0.00177374816268228,-0.00158801197204683,-0.00189099626035102,-0.0019678396786562,-0.00177374816268228,-0.00158801197204683,-0.00189099626035102,-0.000274078800565676,0.000202673867993446,0.000695508725963937,0.00095708998929565,-0.000274078800565676,0.000202673867993446,0.000695508725963937,0.00095708998929565,0
0.375,f27c2278f5bdb77b,-0.00197894636173059,-0.00178575331247398,-0.00159920259229497,-0.0019012350529605,-0.00197894636173059,-0.00178575331247398,-0.00159920259229497,-0.0019012350529605,-0.000302155293017952,0.000177464608871126,0.000681837394940587,0.000929468255138605,-0.000302155293017952,0.000177464608871126,0.000681837394940587,0.000929468255138605,0
0.38,f27c2278f5bdb77b,-0.00197603498021534,-0.00178653570987462,-0.00160172727122787,-0.00189864823572458,-0.00197603498021534,-0.00178653570987462,-0.00160172727122787,-0.00189864823572458,-0.000330815974193463,0.000151673116296706,0.000667825018245062,0.000901287040427949,-0.000330815974193463,0.000151673116296706,0.000667825018245062,0.000901287040427949,0
